ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage
323,script_186829.txt,Function,Filtering image collection by region,Filter Image Collection By Region,0.942394078,Filter Image Collection By Region,0.990995884,Filter Image Collection By Region,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
324,script_186829.txt,Function,Creating binary mask for forested areas,Vegetation Masking,0.705274463,Vegetation Masking,0.890743971,Vegetation Masking,"{'prompt_tokens': 4015, 'completion_tokens': 5, 'total_tokens': 4020}"
325,script_186829.txt,Function,Updating composite mask with water mask,Update Masks,0.738302112,Update Masks,0.895287633,Image Masking,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
326,script_186829.txt,Function,Calculating mean surface temperature over regions,Surface Temperature Calculation,0.839491844,Surface Temperature Calculation,0.911088765,Temperature Calculation,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
327,script_186856.txt,Function,Compute cloud score for Sentinel-2 images,Cloud Score Computation,0.714003563,Cloud Score Computation,0.904986024,Cloud Score Computation,"{'prompt_tokens': 4017, 'completion_tokens': 4, 'total_tokens': 4021}"
328,script_186856.txt,Function,Mask clouds using Sentinel-2 QA band,Image Cloud Masking,0.677056789,Cloud Probability Masking,0.880937517,Cloud Filtering,"{'prompt_tokens': 4017, 'completion_tokens': 3, 'total_tokens': 4020}"
329,script_186856.txt,Function,Find dark outliers in time series,Identify Outlier Areas,0.652066469,Time Series Anomaly Detection,0.872591555,Anomaly Detection,"{'prompt_tokens': 4015, 'completion_tokens': 4, 'total_tokens': 4019}"
330,script_186856.txt,Function,Project cloud shadows,Shadow Projection,0.764394999,Shadow Projection,0.904956043,Shadow Masking,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
331,script_186856.txt,Function,Bust clouds from Sentinel-2 image,Image Cloud Removal,0.712353468,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.866327822,Cloud Filtering,"{'prompt_tokens': 4017, 'completion_tokens': 3, 'total_tokens': 4020}"
332,script_186856.txt,Function,Wrap entire cloud masking process,Image Cloud Masking,0.684392095,Cloud Filtering,0.842090368,Image Cloud Masking,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
333,script_186856.txt,Function,Find unique values of a field in a collection,Reduce Image Collection To Minimum Value,0.620226264,Filter Feature Collection,0.795521677,Area Calculation,"{'prompt_tokens': 4017, 'completion_tokens': 3, 'total_tokens': 4020}"
334,script_186856.txt,Function,Simplify data into daily mosaics,Creates And Exports Image Mosaics,0.633045793,Visualize The Processed Data,0.818958998,Image Mosaicking,"{'prompt_tokens': 4016, 'completion_tokens': 4, 'total_tokens': 4020}"
335,script_186886.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
336,script_186886.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}"
337,script_186886.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
338,script_186886.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}"
339,script_186886.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
340,script_186888.txt,Function,Cloud Masking using Fmask,Image Cloud Masking,0.790840447,Cloud Probability Masking,0.918957233,Image Cloud Masking,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
341,script_186888.txt,Function,Incoming Shortwave Radiation Calculation,Radiance calculation,0.7185449,Photosynthetically active radiation (PAR) calculation,0.848212361,Radiance calculation,"{'prompt_tokens': 4016, 'completion_tokens': 3, 'total_tokens': 4019}"
342,script_186888.txt,Function,Radiance Calculation,Radiance calculation,0.981507421,Radiance calculation,0.988737524,Radiance calculation,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
343,script_186888.txt,Function,NDVI and NDWI Calculation,Compute Median Of NDVI,0.807192922,Calculates Normalized Difference Water Index (NDWI),0.892634451,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4015, 'completion_tokens': 9, 'total_tokens': 4024}"
344,script_186888.txt,Function,Land Surface Temperature Calculation,Surface Temperature Calculation,0.898221254,Surface Temperature Calculation,0.945097327,Temperature Calculation,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
345,script_186888.txt,Function,Scatter Plot Generation,Generate And Display A Scatter Plot,0.873892546,Generate And Display A Scatter Plot,0.956820667,Generate And Display A Scatter Plot,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
346,script_186892.txt,Function,Filtering image collection by cloud percentage,Filter Image Collection By Cloud Coverage,0.84777844,Filter Image Collection By Cloud Coverage,0.955255151,Filter Image Collection By Cloud Coverage,"{'prompt_tokens': 4015, 'completion_tokens': 7, 'total_tokens': 4022}"
347,script_186892.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}"
348,script_186892.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
349,script_186892.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}"
350,script_186892.txt,Function,Exporting mosaic to Drive,Export Processed Images To Drive,0.740416169,Export Processed Images To Drive,0.886431694,Export Processed Images To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
351,script_186892.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}"
352,script_186914.txt,Function,Filtering image collection by date and polarization,Filter Image Collection By Date,0.854616284,Filter Image Collection By Date And Boundaries,0.937198758,Filter Image Collection By Date And Polarization,"{'prompt_tokens': 4016, 'completion_tokens': 9, 'total_tokens': 4025}"
353,script_186914.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
354,script_186914.txt,Function,Thresholding radar intensities,Threshold Computation,0.736964822,Otsu Thresholding,0.821635246,Threshold Application,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}"
355,script_186914.txt,Function,Focal median smoothing,Focal Median Smoothing,0.856039703,Focal Median Smoothing,0.977578759,Smoothing,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
356,script_186914.txt,Function,Topological intersection,Intersection Of Geometries,0.822973788,Intersection Of Geometries,0.892459512,Intersection Of Geometries,"{'prompt_tokens': 4011, 'completion_tokens': 5, 'total_tokens': 4016}"
357,script_186914.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
358,script_186914.txt,Function,Image subtraction,Image Reduction,0.865345836,Image Reduction,0.928949952,Image Differencing,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
359,script_186914.txt,Function,Masking and clipping,Edge Masking,0.750483394,Image Masking,0.914026856,Image Masking,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
360,script_186914.txt,Function,Focal mode filtering,Filtering Features,0.76551944,Focal Mean Smoothing,0.888545752,Focal Median Smoothing,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
361,script_186914.txt,Function,Converting pixels to polygons,Filtering Polygons,0.787015319,Pixel Area Calculation,0.878022313,Vectorization,"{'prompt_tokens': 4015, 'completion_tokens': 2, 'total_tokens': 4017}"
362,script_186914.txt,Function,Population count analysis,Species count analysis,0.797545671,Species count analysis,0.917895496,Feature Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
363,script_186914.txt,Function,Sampling regions,Sampling Regions,0.973172665,Sampling Regions,0.987460732,Area Of Interest Selection,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
364,script_186914.txt,Function,Exporting table to drive,Export Processed Data To Drive,0.814817786,Export Processed Data To Drive,0.897123635,Export Processed Data To Drive,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
365,script_186915.txt,Function,Filtering Sentinel-1 images by date and polarization,Filter Images By Date,0.744705319,Select Specific Polarization From Images,0.879771233,Filter Image Collection By Date And Polarization,"{'prompt_tokens': 4019, 'completion_tokens': 9, 'total_tokens': 4028}"
366,script_186915.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
367,script_186915.txt,Function,Thresholding radar intensities,Threshold Computation,0.736964822,Otsu Thresholding,0.821635246,Threshold Application,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}"
368,script_186915.txt,Function,Focal median smoothing,Focal Median Smoothing,0.856039703,Focal Median Smoothing,0.977578759,Smoothing,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
369,script_186915.txt,Function,Topological intersection,Intersection Of Geometries,0.822973788,Intersection Of Geometries,0.892459512,Intersection Of Geometries,"{'prompt_tokens': 4011, 'completion_tokens': 5, 'total_tokens': 4016}"
370,script_186915.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
371,script_186915.txt,Function,Image subtraction,Image Reduction,0.865345836,Image Reduction,0.928949952,Image Differencing,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
372,script_186915.txt,Function,Masking and clipping,Edge Masking,0.750483394,Image Masking,0.914026856,Image Masking,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
373,script_186915.txt,Function,Focal mode filtering,Filtering Features,0.76551944,Focal Mean Smoothing,0.888545752,Focal Median Smoothing,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}"
374,script_186915.txt,Function,Converting pixels to polygons,Filtering Polygons,0.787015319,Pixel Area Calculation,0.878022313,Vectorization,"{'prompt_tokens': 4015, 'completion_tokens': 2, 'total_tokens': 4017}"
375,script_186915.txt,Function,Population count analysis,Species count analysis,0.797545671,Species count analysis,0.917895496,Feature Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
376,script_186915.txt,Function,Sampling regions,Sampling Regions,0.973172665,Sampling Regions,0.987460732,Area Of Interest Selection,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
377,script_186915.txt,Function,Exporting table to Drive,Export Processed Data To Drive,0.835535586,Export Processed Data To Drive,0.895923913,Export Processed Data To Drive,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
378,script_186940.txt,Function,Annual SR Time Series Collection Building,Building Annual Mosaic Collection,0.698294163,Building Annual Mosaic Collection,0.893301964,Temporal Collection Creation,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
379,script_186940.txt,Function,L8 to L7 Harmonization,Harmonization,0.759200752,Harmonization,0.873110116,Harmonization,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
380,script_186940.txt,Function,Retrieve Sensor SR Collection,Sample Collection,0.617440224,Sample Collection,0.807414711,Select Data,"{'prompt_tokens': 4012, 'completion_tokens': 2, 'total_tokens': 4014}"
381,script_186940.txt,Function,Medoid Mosaic Compositing,Quality Mosaic Generation,0.727687061,Image Mosaicking,0.862857461,Image Mosaicking,"{'prompt_tokens': 4015, 'completion_tokens': 4, 'total_tokens': 4019}"
382,script_186940.txt,Function,Annual Mosaic Collection Building,Building Annual Mosaic Collection,0.925990224,Building Annual Mosaic Collection,0.92282176,Data Fusion,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}"
383,script_186974.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
384,script_186974.txt,Function,Applying cloud mask to images,Image Cloud Masking,0.859501779,Image Cloud Masking,0.954912663,Image Cloud Masking,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
385,script_186974.txt,Function,Selecting and renaming bands,Rename Image Bands,0.743267357,Rename Spectral Bands,0.919668198,Image Band Manipulation,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
386,script_186974.txt,Function,Calculating normalized difference water indices,Calculates Normalized Difference Water Index (NDWI),0.854042053,Calculate Normalized Difference Water Body Index (NDWBI),0.925194204,Calculates Normalized Difference Water Index (NDWI),"{'prompt_tokens': 4014, 'completion_tokens': 12, 'total_tokens': 4026}"
387,script_186974.txt,Function,Merging image collections,Merge And Sort Image Collections,0.879907608,Merge And Sort Image Collections,0.949884892,Image Aggregation,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
388,script_186974.txt,Function,Generating animation,Generating Histograms,0.773459911,Creates Animation Of NDVI Over Time,0.86638242,Creates Animation Of NDVI Over Time,"{'prompt_tokens': 4011, 'completion_tokens': 7, 'total_tokens': 4018}"
389,script_187038.txt,Function,Filtering image collections by path and row,Filter Image Collection By Bounds,0.76103425,Filter Image Collection,0.928858936,Filter Image Collection By Region,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}"
390,script_187038.txt,Function,Applying date property to images,Add Date Information To Images,0.871934772,Add Date Information To Images,0.954025626,Add Date Information To Images,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
391,script_187038.txt,Function,Merging image collections,Merge And Sort Image Collections,0.879907608,Merge And Sort Image Collections,0.949884892,Image Aggregation,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
392,script_187038.txt,Function,Computing cloud cover,Mapping Cloud Cover,0.847721696,Mapping Cloud Cover,0.93986094,Computes Percentage Of Cloud Cover,"{'prompt_tokens': 4011, 'completion_tokens': 8, 'total_tokens': 4019}"
393,script_187038.txt,Function,Classifying land cover,Mapping Land Cover,0.804703236,Land Cover Classification And Mapping,0.955096543,Classification And Machine Learning,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
394,script_187038.txt,Function,Masking low frequency events,Shadow Masking,0.722051382,Mask Areas To Refine Flood Detection,0.843857288,Filtering Polygons,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
395,script_187038.txt,Function,Normalizing by total number of images,Image Normalization,0.816614747,Image Normalization,0.880530119,Data Standardization,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
396,script_187038.txt,Function,Exporting image to Drive,Export Processed Images To Drive,0.881437421,Export Processed Images To Drive,0.938952863,Export Processed Data To Drive,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
397,script_187038.txt,Function,Extracting metadata to CSV file,Export Sampled Data,0.638788342,Data Conversion,0.808600545,Data Export,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}"
398,script_187125.txt,Function,Filtering image collection by geometry,Filter Image Collection By Bounds,0.835442781,Filter Image Collection,0.904701829,Filter Image Collection By Region,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
399,script_187125.txt,Function,Applying normalized difference water index,Calculates Normalized Difference Water Index (NDWI),0.813225329,Calculates Normalized Difference Water Index (NDWI),0.91667068,Calculates Normalized Difference Water Index (NDWI),"{'prompt_tokens': 4014, 'completion_tokens': 12, 'total_tokens': 4026}"
400,script_187125.txt,Function,Computing threshold using Otsu method,Otsu Thresholding,0.868682325,Otsu Thresholding,0.866253734,Otsu Thresholding,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}"
401,script_187125.txt,Function,Detecting water bodies using thresholding,Apply Threshold To Identify Water Surface,0.833006382,Apply Threshold To Identify Water Surface,0.907030642,Threshold Application,"{'prompt_tokens': 4015, 'completion_tokens': 2, 'total_tokens': 4017}"
402,script_187125.txt,Function,Clipping image edges,Select And Clip Image,0.792880774,Clip Images To A Specific Region,0.916800857,Buffering Edges,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}"
403,script_187125.txt,Function,Buffering around NDWI edges,Buffering Edges,0.776030719,Buffering Edges,0.899094701,Buffering Edges,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
404,script_187125.txt,Function,Computing histogram for thresholding,Threshold Computation,0.754265904,Generating Histograms,0.877813399,Threshold Application,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}"
405,script_187131.txt,Function,Filtering image collection by date and region,Filter Image Collection By Date And Region,0.957950234,Filter Image Collection By Date And Region,0.991850615,Filter Image Collection By Date And Region,"{'prompt_tokens': 4016, 'completion_tokens': 7, 'total_tokens': 4023}"
406,script_187131.txt,Function,Creating cloud-free composite,Create Image Composites To Minimize Cloud Cover,0.75757134,Create Image Composites To Minimize Cloud Cover,0.861570954,Image Mosaicking,"{'prompt_tokens': 4013, 'completion_tokens': 4, 'total_tokens': 4017}"
407,script_187131.txt,Function,Calculating Normalized Burn Ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images,0.895448267,Calculate Difference Normalized Burn Ratio (dNBR),0.953084707,Image Index Calculation,"{'prompt_tokens': 4019, 'completion_tokens': 4, 'total_tokens': 4023}"
408,script_187131.txt,Function,Buffering vector features,Buffering Features,0.89045167,Filter And Buffer A Feature Collection,0.887542665,Buffering Features,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
409,script_187131.txt,Function,Removing clouds from images,Image Cloud Removal,0.841240883,Image Cloud Removal,0.945688486,Cloud Filtering,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
410,script_187131.txt,Function,Creating burned area mask,Burn Masking,0.800676346,Burn Masking,0.953419566,Burn Region Detection,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
411,script_187131.txt,Function,Exporting results to Drive,Export Processed Data To Drive,0.857932687,Export Processed Data To Drive,0.928400636,Export Processed Data To Drive,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}"
412,script_187137.txt,Function,Filtering images by date,Filter Images By Date,0.952769041,Filter Images By Date,0.98925972,Filter Image Collection By Date,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
413,script_187137.txt,Function,Transforming Kelvin to Celsius,Unit Conversion For Temperature Data,0.706402659,Temperature Calculation,0.861741781,Temperature Calculation,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
414,script_187137.txt,Function,Aggregating images by year,Filter Image Collection By Year,0.827173769,Filter Images By Year,0.942782998,Annual Mosaick,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
415,script_187137.txt,Function,Calculating annual percentiles,Calculating Annual Average,0.832682729,Calculating Annual Average,0.900156081,Statistics Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
416,script_187137.txt,Function,Generating dates by months,Creating Monthly Composite,0.750075936,Creating Monthly Composite,0.873835325,Temporal Analysis,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}"
417,script_187137.txt,Function,Calculating monthly max and min,Focal Max And Min Calculations,0.738090396,Compute Minimum Values,0.8468799,"Maximum, Minimum And Mean Statistical Analysis","{'prompt_tokens': 4014, 'completion_tokens': 7, 'total_tokens': 4021}"
418,script_187137.txt,Function,Calculating mean temperature,Temperature Calculation,0.86078763,Temperature Calculation,0.923380256,Temperature Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
419,script_187137.txt,Function,Charting temperature series,Generate Time Series Charts Of Temperature Data,0.849186778,Generate Time Series Charts Of Temperature Data,0.914541602,Generate Time Series Charts Of Temperature Data,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}"
420,script_187138.txt,Function,Filtering image collection by region,Filter Image Collection By Region,0.942394078,Filter Image Collection By Region,0.990995884,Filter Image Collection By Region,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
421,script_187138.txt,Function,Creating binary mask for forested areas,Vegetation Masking,0.705274463,Vegetation Masking,0.890743971,Vegetation Masking,"{'prompt_tokens': 4015, 'completion_tokens': 5, 'total_tokens': 4020}"
422,script_187138.txt,Function,Updating composite mask with water mask,Update Masks,0.738302112,Update Masks,0.895287633,Image Masking,"{'prompt_tokens': 4015, 'completion_tokens': 3, 'total_tokens': 4018}"
423,script_187138.txt,Function,Calculating mean air surface temperature,Surface Temperature Calculation,0.839778185,Surface Temperature Calculation,0.901960015,Temperature Calculation,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}"
424,script_187138.txt,Function,Reducing regions to mean values,Reduction Of Image Regions,0.751758695,Compute Mean Values,0.877230227,Reduction By Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
425,script_187138.txt,Function,Exporting feature collection to CSV,Feature Collection Sampling For Training,0.686339974,Export Features,0.89631927,Export Processed Data,"{'prompt_tokens': 4014, 'completion_tokens': 4, 'total_tokens': 4018}"
426,script_187226.txt,Function,Cloud score calculation,Cloud Score Computation,0.881479025,Cloud Score Computation,0.974936724,Cloud Score Computation,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
427,script_187226.txt,Function,Shadow mask creation,Shadow Masking,0.851349175,Shadow Masking,0.918953061,Shadow Masking,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
428,script_187226.txt,Function,Water mask creation,Flood Mask Generation,0.753809929,Flood Mask Generation,0.871646881,Image Masking,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
429,script_187226.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.987343848,Filter Image Collection,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
430,script_187226.txt,Function,Image masking,Image Masking,0.976809919,Image Masking,0.991538405,Image Masking,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
431,script_187226.txt,Function,Mosaicking,Image Mosaicking,0.895328403,Image Mosaicking,0.90237838,Image Mosaicking,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
432,script_187226.txt,Function,Mean calculation,Compute Mean Values,0.853109598,Compute Mean Values,0.937305093,Compute Mean Values,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
433,script_187248.txt,Function,Cloud mask application,Mask Application,0.826121449,Cloud And Water Masking,0.913400531,Image Masking,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
434,script_187248.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.987343848,Filter Image Collection,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}"
435,script_187248.txt,Function,NDVI calculation,Compute Median Of NDVI,0.863728523,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}"
436,script_187248.txt,Function,Thermal band extraction,Spectral Values Extraction,0.724713147,Endmember extraction,0.873959422,Image Band Manipulation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
437,script_187248.txt,Function,Fractional vegetation calculation,Fractional Vegetation Calculation,0.968018532,Fractional Vegetation Calculation,0.964357376,Vegetation Growth Analysis,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}"
438,script_187248.txt,Function,Emissivity calculation,Emissivity Calculation,0.976843476,Emissivity Calculation,0.991198778,Emissivity Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
439,script_187248.txt,Function,Land Surface Temperature calculation,Surface Temperature Calculation,0.885627329,Surface Temperature Calculation,0.934620976,Temperature Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 3, 'total_tokens': 4016}"
440,script_187248.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}"
441,script_187481.txt,Function,Filtering image collection by bounds and time,Filter Image Collection By Date And Boundaries,0.896444499,Filter Image Collection By Time,0.966289282,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}"
442,script_187481.txt,Function,Converting to natural scale,Scaling Image Values,0.729270577,Unit Conversion,0.835022569,Reflectance Value Scaling,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}"
443,script_187481.txt,Function,Smoothing images,Smoothing,0.876139402,Image Preprocessing,0.913695633,Smoothing,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
444,script_187481.txt,Function,Calculating band ratio,Calculate Spectral Indices And Ratios From Satellite Bands,0.770151019,Calculate Spectral Indices And Ratios From Satellite Bands,0.883606315,Image Band Manipulation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}"
445,script_187481.txt,Function,Creating flood mask,Flood Mask Generation,0.790138602,Flood Mask Generation,0.953095555,Flood Mask Generation,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}"
446,script_187481.txt,Function,Generating histograms,Generating Histograms,0.972447455,Generating Histograms,0.994736552,Data Visualization,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}"
447,script_187523.txt,Function,Filtering image collection by geometry and date,Filter Image Collection By Date And Boundaries,0.885960102,Filter Image Collection By Date And Boundaries,0.937756181,Filter Image Collection By Date And Region,"{'prompt_tokens': 4016, 'completion_tokens': 7, 'total_tokens': 4023}"
448,script_187523.txt,Function,Converting image to natural scale,Scaling Image Values,0.769061506,Apply Scale Factors To Image,0.919524789,Reflectance Value Scaling,"{'prompt_tokens': 4015, 'completion_tokens': 5, 'total_tokens': 4020}"
