ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage
108,script_188458.txt,Theme,Cloud probability analysis in East South Asia,CLOUD DYNAMICS,0.540957808,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.869391263,CLOUDS,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}"
109,script_188465.txt,Theme,Land cover classification using Sentinel-2 data,LAND USE/LAND COVER CLASSIFICATION,0.702070415,LAND USE/LAND COVER CLASSIFICATION,0.839512229,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
110,script_188502.txt,Theme,Water body area change analysis,WATER CHARACTERISTICS,0.65011549,SURFACE WATER PROCESSES/MEASUREMENTS,0.844954312,HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 5, 'total_tokens': 7774}"
111,script_188506.txt,Theme,Land cover classification and cloud probability analysis,LAND USE/LAND COVER CLASSIFICATION,0.714176059,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8845402,LAND SURFACE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}"
112,script_188509.txt,Theme,Climate and precipitation analysis in East South Asia,WEATHER/CLIMATE ADVISORIES,0.572378576,REGIONAL CLIMATE LEVELS,0.828063607,CLIMATE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 7, 'total_tokens': 7779}"
113,script_188511.txt,Theme,Climate and precipitation analysis in East South Asia,WEATHER/CLIMATE ADVISORIES,0.572378576,REGIONAL CLIMATE LEVELS,0.828063607,CLIMATE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 7, 'total_tokens': 7779}"
114,script_23533.txt,Theme,Land cover classification and change detection,LAND USE/LAND COVER CLASSIFICATION,0.718016028,LAND SURFACE/AGRICULTURE INDICATORS,0.865398645,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
115,script_28.txt,Theme,Snow cover analysis in Pacific Northwest region,SNOW COVER,0.647862911,SNOW STRATIGRAPHY,0.819947004,SNOW COVER,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}"
116,script_3043.txt,Theme,Land cover classification and water body detection,LAND USE/LAND COVER CLASSIFICATION,0.704104125,LAND USE/LAND COVER CLASSIFICATION,0.86236763,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
117,script_32.txt,Theme,Snow cover analysis using MODIS/VIIRS and Sentinel-1 data,SNOW COVER,0.632527232,SNOW STRATIGRAPHY,0.861768961,SNOW COVER,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}"
118,script_35538.txt,Theme,Land cover analysis,LAND USE/LAND COVER,0.719114304,LAND SURFACE/AGRICULTURE INDICATORS,0.881120205,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
119,script_35538.txt,Theme,Waterbody extraction,WATER CHARACTERISTICS,0.644286156,WATERSHED DRAINAGE,0.859745979,HYDROGRAPHY,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
120,script_41838.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
121,script_42.txt,Theme,Forest cover mapping and classification in Cambodia,FOREST COMPOSITION/VEGETATION STRUCTURE,0.619026542,FOREST MENSURATION,0.843889058,VEGETATION,"{'prompt_tokens': 7772, 'completion_tokens': 3, 'total_tokens': 7775}"
122,script_43803.txt,Theme,Land cover analysis in Zhangjiakou region,LAND USE/LAND COVER CLASSIFICATION,0.608053565,LAND SURFACE/AGRICULTURE INDICATORS,0.833061337,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
123,script_43.txt,Theme,Community forest analogue regions identification,FOREST MENSURATION,0.595066011,FOREST COMPOSITION/VEGETATION STRUCTURE,0.831184626,FOREST COMPOSITION/VEGETATION STRUCTURE,"{'prompt_tokens': 7769, 'completion_tokens': 13, 'total_tokens': 7782}"
124,script_45435.txt,Theme,Vegetation Cover and Leaf Area Index Analysis,VEGETATION COVER,0.684550285,VEGETATION INDEX,0.902584732,VEGETATION,"{'prompt_tokens': 7772, 'completion_tokens': 3, 'total_tokens': 7775}"
125,script_48.txt,Theme,Land cover change detection and analysis in Cambodia,LAND USE/LAND COVER CLASSIFICATION,0.60080409,LAND SURFACE/AGRICULTURE INDICATORS,0.807401657,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7773, 'completion_tokens': 12, 'total_tokens': 7785}"
126,script_49902.txt,Theme,Vegetation health monitoring using satellite indices,VEGETATION INDEX,0.684780121,VEGETATION INDEX,0.870838046,VEGETATION,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}"
127,script_50.txt,Theme,Forest canopy cover mapping and analysis in Cambodia,FOREST COMPOSITION/VEGETATION STRUCTURE,0.604284644,FOREST MENSURATION,0.843690634,VEGETATION COVER,"{'prompt_tokens': 7774, 'completion_tokens': 5, 'total_tokens': 7779}"
128,script_51624.txt,Theme,Flood monitoring and analysis,FLOOD FREQUENCY,0.703985453,FLOOD LEVELS,0.849592924,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}"
129,script_52026.txt,Theme,Ozone concentration analysis,OXYGEN ISOTOPE ANALYSIS,0.744370818,OZONE SURFACE,0.873256326,ATMOSPHERIC CHEMISTRY,"{'prompt_tokens': 7768, 'completion_tokens': 10, 'total_tokens': 7778}"
130,script_54980.txt,Theme,Land use/land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.927161455,LAND USE/LAND COVER CLASSIFICATION,0.946592629,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
131,script_59099.txt,Theme,"Landslide zone evaluation in Aldea Las Minas, Santa Rosa",ENVIRONMENTAL ASSESSMENTS,0.505314946,SAFFIR-SIMPSON SCALE AT LANDFALL (CATEGORY 2),0.816248298,GEOMORPHIC LANDFORMS/PROCESSES,"{'prompt_tokens': 7777, 'completion_tokens': 13, 'total_tokens': 7790}"
132,script_62526.txt,Theme,Water area analysis using Sentinel-2 data in Ahmedabad,WATER CHARACTERISTICS,0.588025689,SURFACE WATER PROCESSES/MEASUREMENTS,0.80194819,WATER RESOURCES,"{'prompt_tokens': 7776, 'completion_tokens': 3, 'total_tokens': 7779}"
133,script_65671.txt,Theme,Landsat 5 and 8 median temperature analysis,BOUNDARY LAYER TEMPERATURE,0.612599492,TEMPERATURE TRENDS,0.830008984,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
134,script_67562.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
135,script_71184.txt,Theme,Lake water quality monitoring,LAKE LEVELS,0.721970618,LAKE LEVELS,0.826656938,WATER QUALITY/WATER CHEMISTRY,"{'prompt_tokens': 7768, 'completion_tokens': 13, 'total_tokens': 7781}"
136,script_72.txt,Theme,Land cover change detection and analysis in Cambodia,LAND USE/LAND COVER CLASSIFICATION,0.60080409,LAND SURFACE/AGRICULTURE INDICATORS,0.807401657,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
137,script_75448.txt,Theme,Lake surface area analysis,LAKE LEVELS,0.654528022,LAKE LEVELS,0.828938127,TERRESTRIAL HYDROSPHERE,"{'prompt_tokens': 7768, 'completion_tokens': 10, 'total_tokens': 7778}"
138,script_76696.txt,Theme,Arctic treeline project in Russia,ARCTIC OSCILLATION,0.534933388,ARCTIC TUNDRA,0.834961295,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
139,script_76709.txt,Theme,Water quality analysis using Sentinel-2 imagery,WATER QUALITY,0.680865526,WATER QUALITY INDEXES,0.827435255,WATER QUALITY,"{'prompt_tokens': 7774, 'completion_tokens': 5, 'total_tokens': 7779}"
140,script_76805.txt,Theme,Arctic greening patterns,ARCTIC OSCILLATION,0.578630328,ARCTIC OSCILLATION,0.860430717,VEGETATION COVER,"{'prompt_tokens': 7768, 'completion_tokens': 5, 'total_tokens': 7773}"
141,script_76839.txt,Theme,Land surface water index and vegetation index analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.703180671,VEGETATION INDEX,0.8843593,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}"
142,script_76840.txt,Theme,Land surface water index and vegetation index analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.703180671,VEGETATION INDEX,0.8843593,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}"
143,script_76841.txt,Theme,Land surface water index and vegetation index analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.703180671,VEGETATION INDEX,0.8843593,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}"
144,script_78663.txt,Theme,Land Cover Classification and Correction,LAND USE/LAND COVER CLASSIFICATION,0.785755813,LAND USE/LAND COVER CLASSIFICATION,0.890832067,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
145,script_78805.txt,Theme,Land cover analysis using Landsat 5 imagery,LAND USE/LAND COVER CLASSIFICATION,0.635942638,SATELLITE SOIL MOISTURE INDEX,0.838002205,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
146,script_85061.txt,Theme,Land cover classification in Suriname,LAND USE/LAND COVER CLASSIFICATION,0.671411395,SOIL CLASSIFICATION,0.862125099,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
147,script_85217.txt,Theme,Land cover classification using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.689390182,LAND USE/LAND COVER CLASSIFICATION,0.852099478,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
148,script_85219.txt,Theme,Wildfire analysis and monitoring in Chaco region,FOREST MENSURATION,0.584601521,FIRE WEATHER INDEX,0.835101485,NATURAL HAZARDS,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
149,script_89887.txt,Theme,Land cover analysis,LAND USE/LAND COVER,0.719114304,LAND SURFACE/AGRICULTURE INDICATORS,0.881120205,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
150,script_89887.txt,Theme,Water masking,WATER MASSES,0.726014018,WATER VAPOR PROCESSES,0.845144451,LAND/OCEAN/ICE MASK,"{'prompt_tokens': 7767, 'completion_tokens': 7, 'total_tokens': 7774}"
151,script_89887.txt,Theme,Hillshade generation,HORSEHAIR WORMS,0.449067175,SOIL HORIZONS/PROFILE,0.849602282,TOPOGRAPHY,"{'prompt_tokens': 7767, 'completion_tokens': 5, 'total_tokens': 7772}"
152,script_95721.txt,Theme,Crop monitoring and vegetation analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.684670329,LAND SURFACE/AGRICULTURE INDICATORS,0.844438076,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
153,script_95950.txt,Theme,Vegetation health monitoring using NDVI,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.749244928,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.890627146,VEGETATION,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}"
154,script_96316.txt,Theme,Land cover classification and vegetation monitoring,LAND USE/LAND COVER CLASSIFICATION,0.735698462,LAND SURFACE/AGRICULTURE INDICATORS,0.88112992,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7770, 'completion_tokens': 12, 'total_tokens': 7782}"
155,script_96317.txt,Theme,Land cover classification and vegetation index analysis,LAND USE/LAND COVER CLASSIFICATION,0.729021251,VEGETATION INDEX,0.891660213,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7771, 'completion_tokens': 12, 'total_tokens': 7783}"
156,script_96322.txt,Theme,Land use land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.854563832,LAND USE/LAND COVER CLASSIFICATION,0.950318933,LAND USE/LAND COVER CLASSIFICATION,"{'prompt_tokens': 7769, 'completion_tokens': 8, 'total_tokens': 7777}"
157,script_96322.txt,Theme,Crop monitoring,AGRICULTURE PRODUCTION,0.691892385,CROP HEIGHT,0.85039556,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7767, 'completion_tokens': 8, 'total_tokens': 7775}"
158,script_96332.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
159,script_96332.txt,Theme,Water quality monitoring,WATER QUALITY,0.817907035,WATER MANAGEMENT,0.882334948,WATER QUALITY,"{'prompt_tokens': 7767, 'completion_tokens': 5, 'total_tokens': 7772}"
160,script_96361.txt,Theme,"Landsat 5, 7, 8 image processing and analysis",RADAR IMAGERY,0.604602695,SATELLITE SOIL MOISTURE INDEX,0.813519001,LAND SURFACE,"{'prompt_tokens': 7778, 'completion_tokens': 3, 'total_tokens': 7781}"
161,script_96424.txt,Theme,Lake water surface analysis,LAKE LEVELS,0.696943462,LAKE LEVELS,0.842139125,HYDROGRAPHY,"{'prompt_tokens': 7768, 'completion_tokens': 6, 'total_tokens': 7774}"
162,script_96426.txt,Theme,Lake water surface area analysis,LAKE LEVELS,0.668185711,SURFACE WATER PROCESSES/MEASUREMENTS,0.833525479,TERRESTRIAL HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 10, 'total_tokens': 7779}"
163,script_96427.txt,Theme,Lake water surface analysis and monitoring,LAKE LEVELS,0.701723278,LAKE LEVELS,0.834448695,HYDROGRAPHY,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
164,script_96458.txt,Theme,Rice paddy monitoring,FEED PROCESSING,0.566803217,LIDAR,0.794697464,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7768, 'completion_tokens': 8, 'total_tokens': 7776}"
165,script_96458.txt,Theme,Urban area detection,URBAN AREAS,0.731150985,URBAN AREAS,0.848409057,HUMAN SETTLEMENTS,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
166,script_96458.txt,Theme,Water body detection,WATER DEPTH,0.719680309,WATER VAPOR INDICATORS,0.84533453,HYDROGRAPHY,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
167,script_96458.txt,Theme,Vegetation monitoring,FOREST MENSURATION,0.762295008,VEGETATION INDEX,0.88404727,VEGETATION,"{'prompt_tokens': 7767, 'completion_tokens': 3, 'total_tokens': 7770}"
168,script_96459.txt,Theme,Land use classification and urbanization analysis,LAND USE/LAND COVER CLASSIFICATION,0.773401976,LAND USE/LAND COVER CLASSIFICATION,0.892591417,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}"
169,script_96519.txt,Theme,Flood analysis,FLOODING,0.683571637,FLOOD LEVELS,0.877972722,HYDROLOGY,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}"
170,script_96519.txt,Theme,Earthquake analysis,EARTHQUAKE PREDICTIONS,0.717237234,EARTHQUAKE OCCURRENCES,0.895441771,EARTHQUAKES,"{'prompt_tokens': 7767, 'completion_tokens': 5, 'total_tokens': 7772}"
171,script_96519.txt,Theme,Land use analysis,LAND USE/LAND COVER CLASSIFICATION,0.746392727,LAND USE/LAND COVER CLASSIFICATION,0.886578679,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
172,script_96519.txt,Theme,Fire analysis,FIRE MODELS,0.675780177,FIRE WEATHER INDEX,0.880066097,FIRE ECOLOGY,"{'prompt_tokens': 7766, 'completion_tokens': 5, 'total_tokens': 7771}"
173,script_96537.txt,Theme,Land cover classification and geomedian analysis,LAND USE/LAND COVER CLASSIFICATION,0.69628489,LAND USE/LAND COVER CLASSIFICATION,0.88019979,LAND USE/LAND COVER,"{'prompt_tokens': 7772, 'completion_tokens': 6, 'total_tokens': 7778}"
174,script_96538.txt,Theme,Panteon characterization using Sentinel-2 data,SENSOR CHARACTERISTICS,0.569967151,SAFFIR-SIMPSON SCALE AT LANDFALL (CATEGORY 2),0.782494426,LAND SURFACE,"{'prompt_tokens': 7775, 'completion_tokens': 3, 'total_tokens': 7778}"
175,script_96558.txt,Theme,Climate and vegetation analysis in Hungary,FOREST COMPOSITION/VEGETATION STRUCTURE,0.59189117,VEGETATION INDEX,0.822518766,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
176,script_96578.txt,Theme,Wildfire analysis in Tasmania,FOREST FIRE SCIENCE,0.573156536,FIRE WEATHER INDEX,0.83607626,NATURAL HAZARDS,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
177,script_96593.txt,Theme,Locust damage assessment using remote sensing,FOREST MENSURATION,0.524586022,RADAR CROSS-SECTION,0.790206671,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7771, 'completion_tokens': 8, 'total_tokens': 7779}"
178,script_96611.txt,Theme,Landsat 8 image compositing and NDVI analysis,RADAR IMAGERY,0.548461914,Digital Surface Model (DSM),0.794680357,LAND SURFACE,"{'prompt_tokens': 7775, 'completion_tokens': 3, 'total_tokens': 7778}"
179,script_97207.txt,Theme,Wildfire analysis and classification,FIRE MODELS,0.616199255,FIRE WEATHER INDEX,0.870340765,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
180,script_97208.txt,Theme,Wildfire analysis and classification,FIRE MODELS,0.616199255,FIRE WEATHER INDEX,0.870340765,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
181,script_97209.txt,Theme,Wildfire analysis and classification,FIRE MODELS,0.616199255,FIRE WEATHER INDEX,0.870340765,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
182,script_97210.txt,Theme,Wildfire analysis and classification,FIRE MODELS,0.616199255,FIRE WEATHER INDEX,0.870340765,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
183,script_97211.txt,Theme,Wildfire analysis and classification,FIRE MODELS,0.616199255,FIRE WEATHER INDEX,0.870340765,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
184,script_97212.txt,Theme,Wildfire analysis and classification,FIRE MODELS,0.616199255,FIRE WEATHER INDEX,0.870340765,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
185,script_97250.txt,Theme,Night Light Statistics by Landcover in India,LAND USE/LAND COVER CLASSIFICATION,0.551572204,VEGETATION INDEX,0.80881238,LAND SURFACE,"{'prompt_tokens': 7772, 'completion_tokens': 3, 'total_tokens': 7775}"
186,script_97292.txt,Theme,Land cover classification and object-based image analysis,LAND USE/LAND COVER CLASSIFICATION,0.69483912,LAND USE/LAND COVER CLASSIFICATION,0.858671784,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}"
187,script_97295.txt,Theme,Land Use Land Cover (LULC) classification,LAND USE/LAND COVER CLASSIFICATION,0.813597798,LAND USE/LAND COVER CLASSIFICATION,0.922180295,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
188,script_97367.txt,Theme,Land cover analysis in Colombia,LAND USE/LAND COVER CLASSIFICATION,0.616950214,LAND USE/LAND COVER,0.831286907,LAND USE/LAND COVER,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
189,script_97371.txt,Theme,Agricultural crop monitoring and analysis,AGRICULTURE PRODUCTION,0.729417562,AGRICULTURE PRODUCTION,0.835691929,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7770, 'completion_tokens': 8, 'total_tokens': 7778}"
190,script_97430.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}"
191,script_97430.txt,Theme,Vegetation analysis,VEGETATION,0.71235621,VEGETATION INDEX,0.9112643,VEGETATION,"{'prompt_tokens': 7767, 'completion_tokens': 3, 'total_tokens': 7770}"
192,script_97431.txt,Theme,Water body analysis in Chad,WATER CHARACTERISTICS,0.612199187,GROUND WATER PROCESSES/MEASUREMENTS,0.80617094,HYDROGRAPHY,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
193,script_97446.txt,Theme,Land cover analysis in Kalimantan region,LAND USE/LAND COVER CLASSIFICATION,0.614225507,LAND SURFACE/AGRICULTURE INDICATORS,0.832463741,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}"
194,script_97475.txt,Theme,Land cover classification and analysis using Sentinel-2 imagery,LAND USE/LAND COVER CLASSIFICATION,0.698471248,LAND USE/LAND COVER CLASSIFICATION,0.83947134,LAND USE/LAND COVER,"{'prompt_tokens': 7776, 'completion_tokens': 6, 'total_tokens': 7782}"
195,script_97477.txt,Theme,Water quality analysis of Oneida Lake,WATER QUALITY,0.617673397,WATER QUALITY INDEXES,0.845504344,WATER QUALITY/WATER CHEMISTRY,"{'prompt_tokens': 7771, 'completion_tokens': 13, 'total_tokens': 7784}"
196,script_97479.txt,Theme,Landsat 8 Surface Reflectance Analysis,APPARENT SURFACE REFLECTIVITY,0.664288819,SATELLITE SOIL MOISTURE INDEX,0.817801118,LAND SURFACE,"{'prompt_tokens': 7773, 'completion_tokens': 3, 'total_tokens': 7776}"
197,script_97507.txt,Theme,Tracking Crop Greenness in Merced County,VEGETATION,0.611555398,CROP HARVEST DATES,0.816864312,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7774, 'completion_tokens': 8, 'total_tokens': 7782}"
198,script_97508.txt,Theme,Tracking Crop Greenness in Merced County,VEGETATION,0.611555398,CROP HARVEST DATES,0.816864312,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7774, 'completion_tokens': 8, 'total_tokens': 7782}"
199,script_97509.txt,Theme,Burn Severity of Mendocino Complex Fire,TORNADO DENSITY,0.549666882,BURNED AREA,0.83426559,WILDFIRES,"{'prompt_tokens': 7774, 'completion_tokens': 4, 'total_tokens': 7778}"
200,script_97510.txt,Theme,Burn Severity Analysis of Mendocino Complex Fire,TOXICITY LEVELS,0.551405191,FIRE WEATHER INDEX,0.834688485,WILDFIRES,"{'prompt_tokens': 7775, 'completion_tokens': 4, 'total_tokens': 7779}"
201,script_97512.txt,Theme,Burn severity analysis of Medocino Complex Fire,VOLCANO MAGNITUDE/INTENSITY,0.537986398,FIRE WEATHER INDEX,0.857816577,WILDFIRES,"{'prompt_tokens': 7773, 'completion_tokens': 4, 'total_tokens': 7777}"
202,script_97538.txt,Theme,Land cover analysis using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.627809286,LAND SURFACE/AGRICULTURE INDICATORS,0.829707146,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
203,script_97539.txt,Theme,Land cover analysis using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.627809286,LAND SURFACE/AGRICULTURE INDICATORS,0.829707146,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}"
204,script_97582.txt,Theme,Wildfire monitoring and analysis,FOREST MENSURATION,0.682830095,FIRE MANAGEMENT,0.863375783,NATURAL HAZARDS,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}"
205,script_97609.txt,Theme,Drought monitoring and seasonal rainfall analysis,DROUGHT FREQUENCY,0.628616571,DROUGHT DURATION,0.857619464,ATMOSPHERIC WATER VAPOR,"{'prompt_tokens': 7772, 'completion_tokens': 10, 'total_tokens': 7782}"
206,script_97610.txt,Theme,Climate Analysis,CLIMATE WARMING,0.699525476,CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED),0.874642849,CLIMATE INDICATORS,"{'prompt_tokens': 7766, 'completion_tokens': 7, 'total_tokens': 7773}"
207,script_97651.txt,Theme,Landsat 7 image processing for cloud masking and export,LAND/OCEAN/ICE MASK,0.551924348,CLOUD PROPERTIES,0.833077788,REMOTE SENSING,"{'prompt_tokens': 7776, 'completion_tokens': 4, 'total_tokens': 7780}"
208,script_97683.txt,Theme,Satellite Imagery Analysis,RADAR IMAGERY,0.720882595,SATELLITE SOIL MOISTURE INDEX,0.830264091,LAND SURFACE,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}"
209,script_97683.txt,Theme,Remote Sensing,RADIATIONAL DIVERGENCE,0.655803263,RADAR,0.875522614,EARTH SCIENCE,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}"
210,script_97683.txt,Theme,Earth Observation,Earth Science,0.800637245,Earth Science,0.879461706,EARTH SCIENCE,"{'prompt_tokens': 7767, 'completion_tokens': 4, 'total_tokens': 7771}"
211,script_97700.txt,Theme,Vegetation Index Analysis,VEGETATION INDEX,0.792009354,VEGETATION INDEX,0.931815863,VEGETATION INDEX,"{'prompt_tokens': 7768, 'completion_tokens': 4, 'total_tokens': 7772}"
212,script_97700.txt,Theme,SAR Image Analysis,RADAR IMAGERY,0.721376479,RADAR IMAGERY,0.864714324,REMOTE SENSING,"{'prompt_tokens': 7768, 'completion_tokens': 4, 'total_tokens': 7772}"
213,script_97704.txt,Theme,Topographic analysis of global DEMs,DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.647926509,Digital Surface Model (DSM),0.839055181,TOPOGRAPHY,"{'prompt_tokens': 7772, 'completion_tokens': 5, 'total_tokens': 7777}"
214,script_97718.txt,Theme,Vegetation health monitoring using NDVI and MSI indices,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.715051055,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.882458866,VEGETATION,"{'prompt_tokens': 7774, 'completion_tokens': 3, 'total_tokens': 7777}"
215,script_97724.txt,Theme,Chinese Privet monitoring and NDVI analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.548135281,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.79361546,VEGETATION,"{'prompt_tokens': 7772, 'completion_tokens': 3, 'total_tokens': 7775}"
