Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update,Tail_Entity_update_pair
603,script_186570.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Calculates NDVI for each image in the collection,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
604,script_186570.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Calculates NDVI for each image in the collection,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
605,script_186570.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Calculates NBR for each image in the collection,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
606,script_186570.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Calculates NBR for each image in the collection,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
607,script_186570.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Calculates NBR for each image in the collection,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
608,script_186570.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Calculates NBR for each image in the collection,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
609,script_186570.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Calculates NBR for each image in the collection,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
610,script_186570.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Calculates NBR for each image in the collection,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
611,script_186570.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Calculates NBR for each image in the collection,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Calculates Median Of Image Collection,Calculate Difference Normalized Burn Ratio (dNBR)
612,script_186570.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Exports image properties to a CSV file,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
613,script_186570.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Exports image properties to a CSV file,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
614,script_186570.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Exports image properties to a CSV file,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
615,script_186570.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Exports image properties to a CSV file,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
616,script_186570.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Exports image properties to a CSV file,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
617,script_186570.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Exports image properties to a CSV file,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
618,script_186570.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Exports image properties to a CSV file,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Creates Animation Of NDVI Over Time,Export Processed Images To Google Drive
619,script_186570.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Creates and exports a mosaic image,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Creates And Exports Image Mosaics,Sort Image Collection By Time
620,script_186570.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Creates and exports a mosaic image,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Creates And Exports Image Mosaics,Sort Image Collection By Time
621,script_186570.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Creates and exports a mosaic image,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Creates And Exports Image Mosaics,Sort Image Collection By Time
622,script_186570.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Creates and exports a mosaic image,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Creates And Exports Image Mosaics,Sort Image Collection By Time
623,script_186570.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Creates and exports a mosaic image,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Creates And Exports Image Mosaics,Sort Image Collection By Time
624,script_186570.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Creates and exports a mosaic image,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Creates And Exports Image Mosaics,Sort Image Collection By Time
625,script_186570.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Creates and exports a mosaic image,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Creates And Exports Image Mosaics,Sort Image Collection By Time
626,script_186570.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Exports individual scenes as separate images,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Converts Joined Data To Image Collection,Export Processed Images To Drive
627,script_186570.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Exports individual scenes as separate images,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Converts Joined Data To Image Collection,Export Processed Images To Drive
628,script_186570.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Exports individual scenes as separate images,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Converts Joined Data To Image Collection,Export Processed Images To Drive
629,script_186570.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Exports individual scenes as separate images,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Converts Joined Data To Image Collection,Export Processed Images To Drive
630,script_186570.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Exports individual scenes as separate images,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Converts Joined Data To Image Collection,Export Processed Images To Drive
631,script_186570.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Exports individual scenes as separate images,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Converts Joined Data To Image Collection,Export Processed Images To Drive
632,script_186570.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Exports individual scenes as separate images,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Converts Joined Data To Image Collection,Export Processed Images To Drive
633,script_186601.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Filtering images by polarization and date,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
634,script_186601.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Creating composites from different look angles,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Generating Histograms,Create A Thematic Map
635,script_186601.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Filtering images by polarization and date,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
636,script_186601.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Filtering images by polarization and date,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Filter Image Collection By Date And Boundaries,Filter Image Collection By Date And Boundaries
637,script_186601.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Creating composites from different look angles,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Generating Histograms,Create A Thematic Map
638,script_186601.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Creating composites from different look angles,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Generating Histograms,Create A Thematic Map
639,script_186605.txt,LANDSAT/LC8_SR,ActOn,NDVI calculation over image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
640,script_186605.txt,LANDSAT/LC8_L1T_TOA,ActOn,NDVI calculation over image collection,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
641,script_186605.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,NDVI calculation over image collection,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
642,script_186605.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NDVI calculation over image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
643,script_186605.txt,LANDSAT/LE7_L1T_TOA,ActOn,NDVI calculation over image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
644,script_186605.txt,COPERNICUS/S2,ActOn,NDVI calculation over image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
645,script_186605.txt,LANDSAT/LC8_SR,ActOn,NBR calculation over image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Ancillary Layer Computation,Selects Surface Temperature Data
646,script_186605.txt,LANDSAT/LC8_L1T_TOA,ActOn,NBR calculation over image collection,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
647,script_186605.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,NBR calculation over image collection,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
648,script_186605.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NBR calculation over image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
649,script_186605.txt,LANDSAT/LE7_L1T_TOA,ActOn,NBR calculation over image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
650,script_186605.txt,COPERNICUS/S2,ActOn,NBR calculation over image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Ancillary Layer Computation,Selects Surface Temperature Data
651,script_186605.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Export image properties to Drive,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Export Processed Images To Drive,Filter Image Collection By Date And Region
652,script_186605.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Export image properties to Drive,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Export Processed Images To Drive,Filter Image Collection By Date And Region
653,script_186605.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Export image properties to Drive,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Export Processed Images To Drive,Filter Image Collection By Date And Region
654,script_186605.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Export image properties to Drive,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Export Processed Images To Drive,Filter Image Collection By Date And Region
655,script_186605.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Export image properties to Drive,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Export Processed Images To Drive,Filter Image Collection By Date And Region
656,script_186605.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Export image properties to Drive,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Export Processed Images To Drive,Filter Image Collection By Date And Region
657,script_186605.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Export image properties to Drive,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Export Processed Images To Drive,Filter Image Collection By Date And Region
658,script_186605.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Create and export mosaic,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Filter And Visualize,Reduce Image Collection To Minimum Value
659,script_186605.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Create and export mosaic,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Filter And Visualize,Reduce Image Collection To Minimum Value
660,script_186605.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Create and export mosaic,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Filter And Visualize,Reduce Image Collection To Minimum Value
661,script_186605.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Create and export mosaic,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Filter And Visualize,Reduce Image Collection To Minimum Value
662,script_186605.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Create and export mosaic,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Filter And Visualize,Reduce Image Collection To Minimum Value
663,script_186605.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Create and export mosaic,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Filter And Visualize,Reduce Image Collection To Minimum Value
664,script_186605.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Create and export mosaic,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Filter And Visualize,Reduce Image Collection To Minimum Value
665,script_186605.txt,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,ActOn,Export individual scenes,ft:1Oaa3b2LdFGrAXL4jqFJzA-3iBeiNq6AQZkyFLVvp,Export Training Data,Export Processed Images To Google Drive
666,script_186605.txt,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,ActOn,Export individual scenes,ft:1tAjm5bGsh0TWPSawKIsX-iWXd7vocIoG_98QjhU1,Export Training Data,Export Processed Images To Google Drive
667,script_186605.txt,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,ActOn,Export individual scenes,ft:1iovW6_vHSX3JOx5OvcFr-ljJdx5mGmqK6Q_ETiSO,Export Training Data,Export Processed Images To Google Drive
668,script_186605.txt,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,ActOn,Export individual scenes,ft:1zmsdCSa-do_XXh6-w6bpfXpz_kN7nGBGmKAcBRFQ,Export Training Data,Export Processed Images To Google Drive
669,script_186605.txt,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,ActOn,Export individual scenes,ft:12Ca5CZlFISuiE7Nf-3fpuTcvFgYNobv-4EJdCkGh,Export Training Data,Export Processed Images To Google Drive
670,script_186605.txt,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,ActOn,Export individual scenes,ft:1-uk71GdY0SUx0Gf4oX2C0LWSvdns18hkRVz7D8C4,Export Training Data,Export Processed Images To Google Drive
671,script_186605.txt,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,ActOn,Export individual scenes,ft:1NzCJgmYE2fzkwPn9dlO-u1W-CbjOshmaqauD2rza,Export Training Data,Export Processed Images To Google Drive
672,script_186607.txt,LANDSAT/LC8_SR,ActOn,Calculates NDVI for vegetation health assessment,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Spatial Correlation,Calculate Difference Normalized Burn Ratio (dNBR)
673,script_186607.txt,LANDSAT/LC8_L1T_TOA,ActOn,Calculates NDVI for vegetation health assessment,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculates Spatial Correlation,Calculate Difference Normalized Burn Ratio (dNBR)
674,script_186607.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,Calculates NDVI for vegetation health assessment,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Calculates Spatial Correlation,Calculate Difference Normalized Burn Ratio (dNBR)
675,script_186607.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Calculates NDVI for vegetation health assessment,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Calculates Spatial Correlation,Calculate Difference Normalized Burn Ratio (dNBR)
676,script_186607.txt,LANDSAT/LC8_SR,ActOn,Calculates NBR for burn severity mapping,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Mean Of Image Collection,Calculate NBR For Pre-Fire Image
677,script_186607.txt,LANDSAT/LC8_L1T_TOA,ActOn,Calculates NBR for burn severity mapping,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Calculates Mean Of Image Collection,Calculate NBR For Pre-Fire Image
678,script_186607.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,Calculates NBR for burn severity mapping,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Calculates Mean Of Image Collection,Calculate NBR For Pre-Fire Image
679,script_186607.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Calculates NBR for burn severity mapping,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Calculates Mean Of Image Collection,Calculate NBR For Pre-Fire Image
680,script_186607.txt,COPERNICUS/S2,ActOn,Calculates NDVI for vegetation health assessment,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Spatial Correlation,Calculate Difference Normalized Burn Ratio (dNBR)
681,script_186815.txt,LANDSAT/LC8_SR,ActOn,NDVI calculation over image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
682,script_186815.txt,LANDSAT/LC8_L1T_TOA,ActOn,NDVI calculation over image collection,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
683,script_186815.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,NDVI calculation over image collection,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
684,script_186815.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NDVI calculation over image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
685,script_186815.txt,COPERNICUS/S2,ActOn,NDVI calculation over image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Spectral Index Computation,Convert Flood Detection Results To Vector Polygons
686,script_186815.txt,LANDSAT/LC8_SR,ActOn,NBR calculation over image collection,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Ancillary Layer Computation,Selects Surface Temperature Data
687,script_186815.txt,LANDSAT/LC8_L1T_TOA,ActOn,NBR calculation over image collection,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
688,script_186815.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,NBR calculation over image collection,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
689,script_186815.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,NBR calculation over image collection,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Ancillary Layer Computation,Selects Surface Temperature Data
690,script_186815.txt,COPERNICUS/S2,ActOn,NBR calculation over image collection,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Ancillary Layer Computation,Selects Surface Temperature Data
691,script_186815.txt,LANDSAT/LC8_SR,ActOn,Export image properties to Drive,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Drive,Filter Image Collection By Date And Region
692,script_186815.txt,LANDSAT/LC8_L1T_TOA,ActOn,Export image properties to Drive,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive,Filter Image Collection By Date And Region
693,script_186815.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,Export image properties to Drive,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive,Filter Image Collection By Date And Region
694,script_186815.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Export image properties to Drive,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive,Filter Image Collection By Date And Region
695,script_186815.txt,COPERNICUS/S2,ActOn,Export image properties to Drive,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Drive,Filter Image Collection By Date And Region
696,script_186815.txt,LANDSAT/LC8_SR,ActOn,Create and export mosaic,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Visualize,Reduce Image Collection To Minimum Value
697,script_186815.txt,LANDSAT/LC8_L1T_TOA,ActOn,Create and export mosaic,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Filter And Visualize,Reduce Image Collection To Minimum Value
698,script_186815.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,Create and export mosaic,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Filter And Visualize,Reduce Image Collection To Minimum Value
699,script_186815.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Create and export mosaic,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Filter And Visualize,Reduce Image Collection To Minimum Value
700,script_186815.txt,COPERNICUS/S2,ActOn,Create and export mosaic,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter And Visualize,Reduce Image Collection To Minimum Value
701,script_186815.txt,LANDSAT/LC8_SR,ActOn,Export individual scenes,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Training Data,Export Processed Images To Google Drive
702,script_186815.txt,LANDSAT/LC8_L1T_TOA,ActOn,Export individual scenes,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Export Training Data,Export Processed Images To Google Drive
703,script_186815.txt,LANDSAT/LT5_L1T_TOA_FMASK,ActOn,Export individual scenes,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Export Training Data,Export Processed Images To Google Drive
704,script_186815.txt,LANDSAT/LE7_L1T_TOA_FMASK,ActOn,Export individual scenes,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Export Training Data,Export Processed Images To Google Drive
705,script_186815.txt,COPERNICUS/S2,ActOn,Export individual scenes,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Training Data,Export Processed Images To Google Drive
706,script_186822.txt,users/dgilad/SA,ActOn,Buffering agricultural fields for analysis,users/dgilad/,Filtering Soil Moisture Data,Select Specific Polarization From Images
707,script_186822.txt,users/dgilad/Fields,ActOn,Buffering agricultural fields for analysis,users/dgilad/,Filtering Soil Moisture Data,Select Specific Polarization From Images
708,script_186822.txt,COPERNICUS/S1_GRD,ActOn,Filtering and processing Sentinel-1 satellite data,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Data Acquisition And Preprocessing,Combine Multiple Image Properties
709,script_186829.txt,NCEP_RE/surface_temp,ActOn,Masking forested areas in Landsat imagery,"NCEP/NCAR Reanalysis Data, Surface Temperature",Mapping Cloud Cover,Export Land Cover Data
710,script_186829.txt,UMD/hansen/global_forest_change_2017_v1_5,ActOn,Masking forested areas in Landsat imagery,Hansen Global Forest Change v1.10 (2000-2022),Mapping Cloud Cover,Export Land Cover Data
711,script_186829.txt,Oxford/MAP/LST_Day_5km_Monthly,ActOn,Masking forested areas in Landsat imagery,Oxford MAP LST: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature,Mapping Cloud Cover,Export Land Cover Data
712,script_186829.txt,LANDSAT/LC08/C01/T2_SR,ActOn,Masking forested areas in Landsat imagery,USGS Landsat 8 Collection 2 Tier 2 Raw Scenes,Mapping Cloud Cover,Export Land Cover Data
713,script_186829.txt,NCEP_RE/surface_temp,ActOn,Calculating mean temperature over time in forested regions,"NCEP/NCAR Reanalysis Data, Surface Temperature",Estimating Soil Loss,Generate Ratio Images
714,script_186829.txt,UMD/hansen/global_forest_change_2017_v1_5,ActOn,Calculating mean temperature over time in forested regions,Hansen Global Forest Change v1.10 (2000-2022),Estimating Soil Loss,Generate Ratio Images
