ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT3.5,Usage
145,script_188116.txt,Theme,Forest classification,FOREST COMPOSITION/VEGETATION STRUCTURE,0.9125718474388124,FOREST MENSURATION,0.7275449633598328,FOREST SCIENCE,7420
146,script_188116.txt,Theme,Water mask application,LAND/OCEAN/ICE MASK,0.8046475052833557,WATER TEMPERATURE,0.6274276375770569,LAND USE/LAND COVER CLASSIFICATION,7419
147,script_188116.txt,Theme,Image correction,REFLECTION,0.811505138874054,PHOTOSYNTHESIS,0.6872167587280273,LAND USE/LAND COVER CLASSIFICATION,7419
148,script_188147.txt,Theme,Forest classification,FOREST COMPOSITION/VEGETATION STRUCTURE,0.9125718474388124,FOREST MENSURATION,0.7275449633598328,FOREST COMPOSITION/VEGETATION STRUCTURE,7419
149,script_188147.txt,Theme,Water classification,WATER CHARACTERISTICS,0.8782849311828613,WATER CHARACTERISTICS,0.7458443641662598,AQUATIC SCIENCES,7419
150,script_188163.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
151,script_188182.txt,Theme,Land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.8651163578033447,LAND USE/LAND COVER,0.6711500883102417,LAND USE/LAND COVER CLASSIFICATION,7425
152,script_188190.txt,Theme,Forest cover change detection,FOREST MENSURATION,0.8863198757171631,FOREST MENSURATION,0.7334671020507812,LAND USE/LAND COVER CLASSIFICATION,7425
153,script_188200.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7425
154,script_188211.txt,Theme,Water quality monitoring,WATER MANAGEMENT,0.8823349475860596,WATER QUALITY,0.8179070353507996,WATER QUALITY/WATER CHEMISTRY,7425
155,script_188211.txt,Theme,Spectral index calculation,SPECTRUM WIDTH,0.8532586097717285,SPECTRAL IRRADIANCE,0.6989402770996094,SPECTRAL/ENGINEERING,7425
156,script_188217.txt,Theme,Land cover change analysis,LAND USE/LAND COVER,0.862189531326294,LAND USE/LAND COVER,0.6760776042938232,LAND USE/LAND COVER CLASSIFICATION,7419
157,script_188221.txt,Theme,Climate analysis,CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED),0.865230917930603,CLIMATE ADAPTATION,0.7064038515090942,CLIMATE INDICATORS,7419
158,script_188378.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
159,script_188386.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
160,script_188389.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
161,script_188397.txt,Theme,Wildfire monitoring and analysis,FIRE MANAGEMENT,0.8633757829666138,FOREST MENSURATION,0.6828300952911377,WILDFIRES,7418
162,script_188400.txt,Theme,Air quality monitoring,AIR QUALITY,0.8638789057731628,AIR QUALITY,0.8306019306182861,PARTICULATE MATTER (PM 2.5),7418
163,script_188401.txt,Theme,Weather analysis,Weather Forecast,0.8952490091323853,AIR TEMPERATURE,0.6758413910865784,PRECIPITATION,7418
164,script_188412.txt,Theme,Land surface temperature estimation,LAND SURFACE TEMPERATURE,0.8892451524734497,LAND SURFACE TEMPERATURE,0.8088107109069824,LAND SURFACE TEMPERATURE,7418
165,script_188412.txt,Theme,Vegetation health assessment,VEGETATION INDEX,0.8988751173019409,VEGETATION,0.6701139211654663,VEGETATION COVER,7418
166,script_188413.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7412
167,script_188413.txt,Theme,Land surface temperature analysis,LAND SURFACE TEMPERATURE,0.8869411945343018,LAND SURFACE TEMPERATURE,0.7992053031921387,LAND SURFACE TEMPERATURE,7412
168,script_188414.txt,Theme,Land surface temperature analysis,LAND SURFACE TEMPERATURE,0.8869411945343018,LAND SURFACE TEMPERATURE,0.7992053031921387,LAND SURFACE TEMPERATURE,7412
169,script_188414.txt,Theme,Vegetation health assessment,VEGETATION INDEX,0.8988751173019409,VEGETATION,0.6701139211654663,VEGETATION INDEX,7412
170,script_188419.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8218573331832886,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6938648819923401,VEGETATION INDEX,7412
171,script_188419.txt,Theme,LST calculation,LEAF AREA INDEX (LAI),0.7943994998931885,DST INDEX,0.6296000480651855,LAND USE/LAND COVER CLASSIFICATION,7409
172,script_188454.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8926838636398315,CLOUD DYNAMICS,0.6086944341659546,CLOUD TYPES,7409
173,script_188455.txt,Theme,Cloud cover analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826145172,CLOUD OPTICAL DEPTH/THICKNESS,0.6495627164840698,CLOUD TYPES,7409
174,script_188458.txt,Theme,Cloud cover analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826145172,CLOUD OPTICAL DEPTH/THICKNESS,0.6495627164840698,CLOUD TYPES,7409
175,script_188465.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7409
176,script_188502.txt,Theme,Water body detection and area change analysis,SURFACE WATER PROCESSES/MEASUREMENTS,0.8244515061378479,WATER CHARACTERISTICS,0.6716886162757874,OCEAN WAVES,7421
177,script_188506.txt,Theme,Cloud cover analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826145172,CLOUD OPTICAL DEPTH/THICKNESS,0.6495627164840698,CLOUDS,7421
178,script_188509.txt,Theme,Correlation analysis between precipitation and cloud cover,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8834114670753479,CLOUD EMISSIVITY,0.6191545128822327,PRECIPITATION,7421
179,script_188511.txt,Theme,Correlation analysis between precipitation and cloud cover,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8834114670753479,CLOUD EMISSIVITY,0.6191545128822327,PRECIPITATION,7421
180,script_19155.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER,7421
181,script_23533.txt,Theme,Land cover change tracking,LAND SURFACE/AGRICULTURE INDICATORS,0.8642511367797852,LAND USE/LAND COVER,0.6778711080551147,LAND USE/LAND COVER CLASSIFICATION,7424
182,script_28.txt,Theme,Surface reflectance time series analysis,APPARENT SURFACE REFLECTIVITY,0.8160076141357422,APPARENT SURFACE REFLECTIVITY,0.7560805082321167,SURFACE RADIATIVE PROPERTIES,7424
183,script_28.txt,Theme,Statistical analysis for HUC regions,POPULATION DISTRIBUTION,0.7893400192260742,HUMIDITY INDICES,0.5740036964416504,HYDROGRAPHY,7424
184,script_3043.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7424
185,script_32.txt,Theme,Snow product bias analysis,SNOW STRATIGRAPHY,0.8343019485473633,SNOW MICROSTRUCTURE,0.669951319694519,SNOW DEPTH,7424
186,script_35538.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
187,script_37873.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
188,script_41838.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
189,script_42.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
190,script_43.txt,Theme,Analog region identification for community forests,FOREST MENSURATION,0.8411664962768555,FOREST MENSURATION,0.6441552639007568,LAND MANAGEMENT,7419
191,script_43803.txt,Theme,Satellite image processing,SATELLITE SOIL MOISTURE INDEX,0.8256751298904419,PHOTOSYNTHESIS,0.6894546151161194,LAND USE/LAND COVER CLASSIFICATION,7421
192,script_45435.txt,Theme,MODIS LAI and vegetation cover analysis,VEGETATION INDEX,0.8478997945785522,LEAF AREA INDEX (LAI),0.6299749612808228,VEGETATION COVER,7421
193,script_48.txt,Theme,Land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.8651163578033447,LAND USE/LAND COVER,0.6711500883102417,LAND COVER CHANGE DETECTION,7421
194,script_49902.txt,Theme,Vegetation health assessment,VEGETATION INDEX,0.8988751173019409,VEGETATION,0.6701139211654663,VEGETATION INDEX,7421
195,script_50.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7421
196,script_51624.txt,Theme,Flood monitoring and comparison,FLOOD LEVELS,0.8639491200447083,FLOOD FREQUENCY,0.6872147917747498,FLOODS,7416
197,script_52026.txt,Theme,Air quality monitoring,AIR QUALITY,0.8638789057731628,AIR QUALITY,0.8306019306182861,AIR QUALITY,7416
198,script_54980.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7416
199,script_59099.txt,Theme,NDVI analysis for pre and post-landslide assessment,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8103938698768616,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6175950169563293,LANDSLIDES,7416
200,script_62526.txt,Theme,Precipitation monitoring,CLIMATE INDICATORS,0.8381321430206299,INUNDATION FREQUENCY,0.7083962559700012,PRECIPITATION,7416
201,script_65671.txt,Theme,Landsat 5 TM temperature analysis for 1996 and 2006,TEMPERATURE TRENDS,0.7969315052032471,ANTENNA TEMPERATURE,0.6109042167663574,LAND SURFACE TEMPERATURE,7435
202,script_65671.txt,Theme,Landsat 8 temperature analysis for 2017,TEMPERATURE TRENDS,0.813214123249054,LAND SURFACE TEMPERATURE,0.6059238910675049,LAND SURFACE TEMPERATURE,7435
203,script_67562.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7435
204,script_71184.txt,Theme,Cloud cover assessment for Landsat imagery,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8781335353851318,CLOUD OPTICAL DEPTH/THICKNESS,0.5841370820999146,CLOUDS,7435
205,script_72.txt,Theme,Land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.8651163578033447,LAND USE/LAND COVER,0.6711500883102417,LAND USE/LAND COVER,7435
206,script_7366.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7419
207,script_75448.txt,Theme,Waterbody surface area analysis,SURFACE WATER PROCESSES/MEASUREMENTS,0.8757777214050293,SURFACE WATER FEATURES,0.6831009387969971,SURFACE WATER,7419
208,script_76696.txt,Theme,Landsat observation count,SATELLITE SOIL MOISTURE INDEX,0.8285902738571167,SENSOR COUNTS,0.5850931406021118,LAND USE/LAND COVER CLASSIFICATION,7419
209,script_76696.txt,Theme,NDVI regression analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8263041973114014,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6820163130760193,LAND USE/LAND COVER CLASSIFICATION,7419
210,script_76709.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION COVER,7419
211,script_76805.txt,Theme,Arctic greening patterns,ARCTIC OSCILLATION,0.8604307174682617,ARCTIC OSCILLATION,0.5786303281784058,VEGETATION COVER,7398
212,script_76839.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7410
213,script_76840.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7410
214,script_76841.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7410
215,script_78663.txt,Theme,Land cover correction and time series analysis,LAND USE/LAND COVER,0.8395648002624512,LAND USE/LAND COVER CLASSIFICATION,0.6596605777740479,LAND USE/LAND COVER,7410
216,script_78805.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION INDEX,7412
217,script_85061.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7412
218,script_85217.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7412
219,script_85219.txt,Theme,Wildfire severity assessment,FIRE WEATHER INDEX,0.8891007900238037,FOREST FIRE DANGER INDEX,0.611409604549408,FIRE MANAGEMENT,7412
220,script_89887.txt,Theme,Water masking,WATER VAPOR PROCESSES,0.8451444506645203,WATER MASSES,0.7260140180587769,WATER RESOURCES,7412
221,script_89887.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.8962477445602417,CLOUD CEILING,0.6455549001693726,LAND SURFACE,7408
222,script_89887.txt,Theme,True color image generation,COLOR,0.8033123016357422,PHOTOSYNTHESIS,0.639083981513977,LAND SURFACE,7408
223,script_95721.txt,Theme,Vegetation health monitoring,FOREST MENSURATION,0.8764299750328064,VEGETATION INDEX,0.7096934914588928,VEGETATION,7408
224,script_95950.txt,Theme,NDVI extraction and analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8208949565887451,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.670719563961029,VEGETATION,7408
225,script_96316.txt,Theme,Vegetation monitoring through NDVI analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8916170001029968,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.749972939491272,VEGETATION,7408
226,script_96317.txt,Theme,NDVI Mosaicking,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8122563362121582,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6233072876930237,LAND USE/LAND COVER CLASSIFICATION,7429
227,script_96322.txt,Theme,NDVI Mosaic Generation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8226006627082825,NATURAL SELECTION,0.5754790306091309,LAND USE/LAND COVER CLASSIFICATION,7429
228,script_96332.txt,Theme,Land cover monitoring,LAND SURFACE/AGRICULTURE INDICATORS,0.8617632389068604,LAND USE/LAND COVER,0.7168551683425903,LAND USE/LAND COVER CLASSIFICATION,7429
229,script_96332.txt,Theme,Water index calculation,WATER VAPOR TRANSPORT INDEX,0.8440803289413452,WATER QUALITY INDEXES,0.7014846801757812,WATER QUALITY/WATER CHEMISTRY,7429
230,script_96361.txt,Theme,Landsat image collection merging and standardization,CONTOUR MAPS,0.7840006351470947,OCEAN MIXED LAYER,0.5625849366188049,LANDSAT IMAGE COLLECTION,7429
231,script_96361.txt,Theme,"Quality band addition for cloud, water, snow/ice detection",CLOUD INDICATORS,0.8377360105514526,CLOUD OPTICAL DEPTH/THICKNESS,0.6046971678733826,CLOUD MICROPHYSICS,7429
232,script_96361.txt,Theme,Predictor preparation for geospatial analysis,PRECIPITATION PROFILES,0.8005580902099609,SURFACE PRECIPITATION,0.6972520351409912,GEODETICS,7429
233,script_96424.txt,Theme,Water occurrence and cloud cover analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8912695050239563,WATER CHARACTERISTICS,0.6865625381469727,OCEAN TRACERS,7429
234,script_96426.txt,Theme,Lake area monitoring,LAKE LEVELS,0.8339816331863403,LAKE LEVELS,0.6837645173072815,LAND SURFACE/AGRICULTURE INDICATORS,7429
235,script_96427.txt,Theme,Lake area change monitoring,LAKE LEVELS,0.8308706283569336,SEA LEVEL CHANGE,0.6584376096725464,FRESHWATER RUNOFF,7398
236,script_96458.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7409
237,script_96459.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7409
238,script_96519.txt,Theme,Flooding,FLOODING,0.9444068670272828,FLOODING,0.9024471044540405,FLOODS,7409
239,script_96519.txt,Theme,Built-up areas,BUILDINGS,0.87845778465271,BUILDINGS,0.7148808240890503,INFRASTRUCTURE,7409
240,script_96519.txt,Theme,Fire perimeters,FIRE OCCURRENCE,0.8673423528671265,FIRE MODELS,0.6869113445281982,FIRE MANAGEMENT,7409
241,script_96519.txt,Theme,Earthquake analysis,EARTHQUAKE OCCURRENCES,0.8954417705535889,EARTHQUAKE PREDICTIONS,0.7172372341156006,TECTONICS,7421
242,script_96537.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7421
243,script_96537.txt,Theme,Accuracy assessment,PRECIPITATION,0.8103822469711304,ACCRETION,0.6506969332695007,ACCURACY ASSESSMENTS,7421
244,script_96538.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7421
245,script_96558.txt,Theme,NDVI-precipitation correlation analysis,CLIMATE INDICATORS,0.8082319498062134,CONVECTIVE PRECIPITATION,0.6318721771240234,PRECIPITATION INDICATORS,7421
246,script_96578.txt,Theme,Thermal data analysis,THERMAL PROPERTIES,0.8618154525756836,THERMAL CONDUCTIVITY,0.7438026070594788,LAND SURFACE TEMPERATURE,7410
247,script_96578.txt,Theme,Fire probability assessment,FIRE WEATHER INDEX,0.8606730699539185,FIRE OCCURRENCE,0.6879037618637085,FIRE MANAGEMENT,7410
248,script_96578.txt,Theme,NDVI change detection,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8192672729492188,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6618226170539856,VEGETATION INDEX,7410
249,script_96593.txt,Theme,NDVI computation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8245950937271118,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6839640140533447,VEGETATION INDEX,7410
250,script_96593.txt,Theme,Imagery filtering,INFRARED IMAGERY,0.8757367730140686,INFRARED IMAGERY,0.7475319504737854,LAND USE/LAND COVER CLASSIFICATION,7410
251,script_96593.txt,Theme,Land cover visualization,LAND USE/LAND COVER,0.8693632483482361,VIEWING GEOMETRY,0.7180324196815491,LAND USE/LAND COVER CLASSIFICATION,7423
252,script_96611.txt,Theme,Landsat composite creation,Digital Surface Model (DSM),0.8028684854507446,OCEAN MIXED LAYER,0.5939226746559143,LAND USE/LAND COVER CLASSIFICATION,7423
253,script_96611.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8218573331832886,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.6938648819923401,LAND USE/LAND COVER CLASSIFICATION,7423
254,script_96611.txt,Theme,Image export,PASTURE,0.7873992919921875,PHOTOSYNTHESIS,0.5811210870742798,LAND USE/LAND COVER CLASSIFICATION,7423
255,script_97207.txt,Theme,Fire impact assessment through NDVI analysis,FIRE WEATHER INDEX,0.8292853832244873,FIRE WEATHER INDEX,0.615572452545166,FIRE ECOLOGY,7423
256,script_97208.txt,Theme,Fire impact assessment using spectral indices,FIRE WEATHER INDEX,0.8534897565841675,FIRE WEATHER INDEX,0.6883854866027832,FIRE ECOLOGY,7424
257,script_97209.txt,Theme,Fire area analysis using Sentinel-2 imagery,FIRE WEATHER INDEX,0.8287053108215332,FIRE MODELS,0.627336859703064,FIRE ECOLOGY,7424
258,script_97210.txt,Theme,Fire area analysis using Sentinel-2 images,FIRE WEATHER INDEX,0.8180627226829529,FIRE MODELS,0.6332049369812012,FIRE ECOLOGY,7424
259,script_97211.txt,Theme,Fire event analysis,FIRE WEATHER INDEX,0.875648558139801,FIRE OCCURRENCE,0.6751490831375122,FIRE ECOLOGY,7424
260,script_97212.txt,Theme,Fire event analysis,FIRE WEATHER INDEX,0.875648558139801,FIRE OCCURRENCE,0.6751490831375122,FIRE ECOLOGY,7424
261,script_97250.txt,Theme,Urban vs. agricultural night light distribution,POPULATION DISTRIBUTION,0.8021720051765442,ENERGY DISTRIBUTION,0.5953354835510254,LAND USE/LAND COVER CLASSIFICATION,7428
262,script_97292.txt,Theme,Agricultural land classification,SOIL CLASSIFICATION,0.907750368118286,SOIL CLASSIFICATION,0.7702494859695435,AGRICULTURE PRODUCTION,7428
263,script_97295.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7428
264,script_97367.txt,Theme,Landsat imagery compositing,CONTOUR MAPS,0.8277034759521484,RADAR IMAGERY,0.6467506885528564,LAND USE/LAND COVER CLASSIFICATION,7428
265,script_97371.txt,Theme,Agricultural monitoring in Piura,AGRICULTURE,0.8104501962661743,AGRICULTURE PRODUCTION,0.5528327226638794,AGRICULTURE PRODUCTION,7428
266,script_97430.txt,Theme,Vegetation index calculation,VEGETATION INDEX,0.9115316867828368,VEGETATION INDEX,0.778288722038269,VEGETATION INDEX,7421
267,script_97430.txt,Theme,Cloud and shadow detection,CLOUD INDICATORS,0.8567993640899658,CLOUD OPTICAL DEPTH/THICKNESS,0.6741504073143005,CLOUD MICROPHYSICS,7421
268,script_97431.txt,Theme,Water quality assessment,WATER QUALITY INDEXES,0.900160551071167,WATER QUALITY,0.7779310345649719,WATER QUALITY/WATER CHEMISTRY,7421
269,script_97446.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7421
270,script_97475.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.9255800247192384,LAND USE/LAND COVER CLASSIFICATION,0.8051952123641968,LAND USE/LAND COVER CLASSIFICATION,7421
271,script_97477.txt,Theme,Land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.8811202049255371,LAND USE/LAND COVER,0.7191143035888672,LAND USE/LAND COVER CLASSIFICATION,7414
272,script_97479.txt,Theme,Landsat 8 surface reflectance analysis,SATELLITE SOIL MOISTURE INDEX,0.819426417350769,APPARENT SURFACE REFLECTIVITY,0.6679190993309021,SURFACE RADIATIVE PROPERTIES,7414
273,script_97507.txt,Theme,Crop greenness monitoring,GREEN INFRASTRUCTURE,0.8461099863052368,VEGETATION,0.671444296836853,VEGETATION INDEX,7414
274,script_97508.txt,Theme,Crop greenness monitoring,GREEN INFRASTRUCTURE,0.8461099863052368,VEGETATION,0.671444296836853,VEGETATION INDEX,7414
275,script_97508.txt,Theme,Bare earth analysis,SOIL HORIZONS/PROFILE,0.8307679891586304,SOIL TEXTURE,0.5715086460113525,LAND USE/LAND COVER,7398
276,script_97509.txt,Theme,Burn severity assessment of Mendocino Complex Fire,FIRE WEATHER INDEX,0.8433327674865723,FIRE WEATHER INDEX,0.5416064262390137,LAND MANAGEMENT,7406
277,script_97510.txt,Theme,Burn severity assessment,BURNED AREA,0.8587680459022522,BRIGHTNESS TEMPERATURE,0.5674850940704346,LAND MANAGEMENT,7406
278,script_97512.txt,Theme,Burn severity assessment,BURNED AREA,0.8587680459022522,BRIGHTNESS TEMPERATURE,0.5674850940704346,LAND MANAGEMENT,7406
279,script_97538.txt,Theme,Remote sensing analysis,RADAR,0.8281875848770142,ISOTOPIC ANALYSIS,0.6477712392807007,REMOTE SENSING,7406
280,script_97539.txt,Theme,Vegetation analysis,VEGETATION INDEX,0.9112643003463744,VEGETATION,0.7123562097549438,VEGETATION COVER,7406
281,script_97582.txt,Theme,Land cover change detection,LAND SURFACE/AGRICULTURE INDICATORS,0.8651163578033447,LAND USE/LAND COVER,0.6711500883102417,LAND USE/LAND COVER CLASSIFICATION,7446
282,script_97609.txt,Theme,Precipitation deviation analysis,PRECIPITATION ANOMALIES,0.8293861150741577,PRECIPITATION VARIABILITY,0.6811243891716003,PRECIPITATION INDICATORS,7446
283,script_97610.txt,Theme,Temperature analysis for Sinaloa region,TEMPERATURE TRENDS,0.8250354528427124,AMBIENT TEMPERATURE,0.6316310167312622,ATMOSPHERIC TEMPERATURE,7446
284,script_97622.txt,Theme,Land cover classification using NDVI values,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.8995788097381592,LAND USE/LAND COVER CLASSIFICATION,0.6922347545623779,LAND USE/LAND COVER CLASSIFICATION,7446
285,script_97651.txt,Theme,Landsat image collection filtering and cloud masking for autumn season export.,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8023425936698914,LAND/OCEAN/ICE MASK,0.5956277847290039,LAND SURFACE/AGRICULTURE INDICATORS,7446
286,script_97683.txt,Theme,Nighttime light detection,HIGHER MINIMUM NIGHTIME TEMPERATURES,0.8176642656326294,LIGHT TRANSMISSION,0.7009096145629883,SURFACE RADIATIVE PROPERTIES,7412
287,script_97683.txt,Theme,Vegetation monitoring,VEGETATION INDEX,0.884047269821167,FOREST MENSURATION,0.7622950077056885,VEGETATION INDEX,7412
288,script_97683.txt,Theme,Land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.8811202049255371,LAND USE/LAND COVER,0.7191143035888672,LAND USE/LAND COVER,7412
289,script_97700.txt,Theme,Vegetation clustering,VEGETATION INDEX,0.9002786874771118,FOREST PLANTATION,0.707431435585022,VEGETATION INDEX,7412
290,script_97700.txt,Theme,Water body detection,WATER VAPOR INDICATORS,0.845334529876709,WATER DEPTH,0.7196803092956543,AQUATIC SCIENCES,7412
