ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT3.5,Usage
239,script_186605.txt,Function,NBR calculation over image collection,Calculate NBR for Post-Fire Image,0.904996097,Calculate Normalized Burn Ratio (NBR) For Images,0.8151021,Calculate Difference Normalized Burn Ratio (dNBR),4962
240,script_186605.txt,Function,Export image properties to Drive,Export Processed Images To Drive,0.935121775,Export Processed Images To Drive,0.840914488,Export Processed Images To Drive,4962
241,script_186605.txt,Function,Create and export mosaic,Creates And Exports Image Mosaics,0.921076775,Creates And Exports Image Mosaics,0.808704257,Generate Image Composites,4944
242,script_186605.txt,Function,Export individual scenes,Export Features,0.877610385,Export Selected Image,0.744712532,Export Processed Images,4944
243,script_186607.txt,Function,Calculates NDVI for vegetation health assessment,Computes Normalized Difference Vegetation Index (NDVI),0.92753917,Computes Normalized Difference Vegetation Index (NDVI),0.829646707,Calculate NDVI,4944
244,script_186607.txt,Function,Calculates NBR for burn severity mapping,Calculate dNBR For Fire Severity,0.915278792,Calculate dNBR For Fire Severity,0.828035831,Calculate NBR,4944
245,script_186815.txt,Function,NDVI calculation over image collection,Calculate Statistical Indicators Of Image Collection,0.886751473,Compute Median Of NDVI,0.756615996,Calculate Temporal Spectral Indices,4944
246,script_186815.txt,Function,NBR calculation over image collection,Calculate NBR for Post-Fire Image,0.904996097,Calculate Normalized Burn Ratio (NBR) For Images,0.8151021,Calculate NBR For Pre-Fire Image,4942
247,script_186815.txt,Function,Export image properties to Drive,Export Processed Images To Drive,0.935121775,Export Processed Images To Drive,0.840914488,Export Processed Images To Drive,4942
248,script_186815.txt,Function,Create and export mosaic,Creates And Exports Image Mosaics,0.921076775,Creates And Exports Image Mosaics,0.808704257,Generate Image Composites,4942
249,script_186815.txt,Function,Export individual scenes,Export Features,0.877610385,Export Selected Image,0.744712532,Export Processed Images,4942
250,script_186822.txt,Function,Buffering agricultural fields for analysis,Buffering Points To Create Zones For Analysis,0.857795238,Buffering Points To Create Zones For Analysis,0.733683467,Buffering Points For Sample Expansion,4969
251,script_186822.txt,Function,Filtering and processing Sentinel-1 satellite data,Spatial Filtering,0.847470164,Data Filtering,0.680005133,Filtering Pixels,4964
252,script_186829.txt,Function,Masking forested areas in Landsat imagery,Vegetation Masking,0.881188989,Vegetation Masking,0.717385828,Mask Application,4964
253,script_186829.txt,Function,Calculating mean temperature over time in forested regions,Forest Area Calculation,0.87157774,Forest Area Calculation,0.751966953,Calculate Mean Of Image Collection,4964
254,script_186856.txt,Function,Cloud masking algorithm for Sentinel-2 data,Cloud Probability Masking,0.877669275,Image Cloud Masking,0.731621742,Cloud And Shade Masking,4964
255,script_186856.txt,Function,Function to mask clouds using the Sentinel-2 QA band,Cloud And Shade Masking,0.873156905,Add Cloud Probability And Mask As Image Bands,0.691274047,Cloud And Cloud Shadow Masking,4964
256,script_186856.txt,Function,Function for finding dark outliers in time series,Time Series Anomaly Detection,0.868453622,Identify Outlier Areas,0.681180894,Time Series Anomaly Detection,4957
257,script_186856.txt,Function,Implementation of Basic cloud shadow shift,Cloud And Cloud Shadow Masking,0.87041539,Cloud And Shade Masking,0.694005728,Image Cloud Masking,4957
258,script_186856.txt,Function,Function to bust clouds from S2 image,Image Cloud Masking,0.879647255,Image Cloud Removal,0.688670278,Cloud And Shadow Removal,4957
259,script_186856.txt,Function,Function for simplifying data into daily mosaics,Data Filtering,0.80794239,Reduction Of Feature Data,0.63891232,Temporal Aggregation,4957
260,script_186886.txt,Function,NDVI calculation function,Computes Normalized Difference Vegetation Index (NDVI),0.878420174,Compute Median Of NDVI,0.829373717,Calculate NDVI For Pre-Fire Image,4957
261,script_186886.txt,Function,NBR calculation function,Calculate NBR for Post-Fire Image,0.866984367,Calculate NBR for Post-Fire Image,0.76238203,Calculate Normalized Burn Ratio (NBR),4941
262,script_186886.txt,Function,Export image properties function,Export Composite Image,0.895761371,Export Selected Image,0.758765519,Export Processed Images,4941
263,script_186886.txt,Function,Create mosaic function,Creates And Exports Image Mosaics,0.843904138,Creates And Exports Image Mosaics,0.684895754,Generate Image Composites,4941
264,script_186888.txt,Function,Cloud masking using Fmask,Cloud Probability Masking,0.918470621,Image Cloud Masking,0.775639057,Image Cloud Masking,4941
265,script_186888.txt,Function,Incoming shortwave radiation calculation,Calculate Minimum Backscatter,0.849006772,Radiance calculation,0.715207577,Solar Radiation Calculation,4941
266,script_186888.txt,Function,Radiance calculation,Radiance calculation,1,Radiance calculation,1,Radiance calculation,4949
267,script_186888.txt,Function,NDVI and NDWI calculation,Calculates Normalized Difference Water Index (NDWI),0.888811469,Compute Median Of NDVI,0.798333883,Calculate Spectral Indices And Ratios From Satellite Bands,4949
268,script_186888.txt,Function,Land surface temperature calculation,Surface Temperature Calculation,0.925197601,Surface Temperature Calculation,0.86024034,Surface Temperature Calculation,4949
269,script_186888.txt,Function,Plotting scatter values,Generate And Display A Scatter Plot,0.899596572,Generate And Display A Scatter Plot,0.825715065,Generate And Display A Scatter Plot,4949
270,script_186892.txt,Function,NDVI calculation over image collection,Calculate Statistical Indicators Of Image Collection,0.886751473,Compute Median Of NDVI,0.756615996,Generate Time Series Charts For NDVI,4949
271,script_186892.txt,Function,NBR calculation over image collection,Calculate NBR for Post-Fire Image,0.904996097,Calculate Normalized Burn Ratio (NBR) For Images,0.8151021,Calculate NBR For Pre-Fire Image,4951
272,script_186892.txt,Function,Exporting image properties to Drive,Export Processed Images To Drive,0.929979503,Export Processed Images To Drive,0.843175232,Export Processed Images To Drive,4951
273,script_186892.txt,Function,Creating and exporting mosaic image,Creates And Exports Image Mosaics,0.936659932,Creates And Exports Image Mosaics,0.843916535,Filter And Mosaic Landsat Images,4951
274,script_186892.txt,Function,Exporting individual scenes,Export Features,0.865091562,Export Selected Image,0.74205327,Export Processed Images,4951
275,script_186892.txt,Function,Forest loss detection using Sentinel-2 imagery,Detects Forest Loss,0.900982738,Detects Forest Loss,0.782494783,Detects Forest Loss,4969
276,script_186914.txt,Function,Mosaic images before and after event,Generates Visual Comparisons Of Pre- And Post-Event Images,0.889561713,Generates Visual Comparisons Of Pre- And Post-Event Images,0.772171259,Generate Visualizations And Statistical Charts For Classification Results,4956
277,script_186914.txt,Function,Threshold radar intensities to identify flooded areas,Apply Threshold To Identify Flood Extent,0.888702154,Apply Threshold To Identify Flood Extent,0.789366543,Apply Threshold To Identify Water Surface,4956
278,script_186914.txt,Function,Topological intersection to detect changes,Change Detection,0.870159686,Change Detection,0.743251681,Intersection Of Geometries,4956
279,script_186914.txt,Function,Clean-up of false positive pixels,Pixel Correction,0.880999386,Filtering Pixels,0.712946773,Quality Masking,4956
280,script_186914.txt,Function,Convert pixels to polygons,Pixel Area Calculation,0.872631133,Filtering Polygons,0.720405698,Convert Raster To Vector,4956
281,script_186915.txt,Function,Image mosaic creation,Image Mosaicking,0.905107141,Image Mosaicking,0.808325529,Image Mosaicking,4955
282,script_186915.txt,Function,Thresholding to identify flooded areas,Apply Threshold To Identify Flood Extent,0.930062294,Apply Threshold To Identify Flood Extent,0.856369257,Threshold Application,4955
283,script_186915.txt,Function,Flooded area cleanup,Flood Area Calculation,0.835388064,Flood Area Calculation,0.686890125,Mask Application,4955
284,script_186940.txt,Function,Harmonization of Landsat 8 to Landsat 7 reflectance values,Harmonization Of Images,0.798372328,Harmonization Of Reflectance,0.704930782,Harmonization Transformation,4955
285,script_186940.txt,Function,Building annual Landsat image mosaics using medoid compositing,Mosaic Landsat Images,0.869662523,Mosaic Landsat Images,0.704133034,Annual Mosaick,4955
286,script_186974.txt,Function,Cloud masking for Landsat 5 and 7,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.902868271,Cloud And Water Masking,0.756535113,Image Cloud Masking,4959
287,script_186974.txt,Function,Band selection and renaming,Rename Spectral Bands,0.909729898,Rename Image Bands,0.696442544,Rename Image Bands,4959
288,script_186974.txt,Function,NDWI and MNDWI calculation,Calculates Normalized Difference Water Index (NDWI),0.881415963,Calculates Modified Normalized Difference Water Index (MNDWI),0.790097833,Calculate Normalized Difference Water Index (NDWI),4909
289,script_186974.txt,Function,Collection filtering and mean calculation,Calculates Mean Of Image Collection,0.891305685,Calculates Mean Of Image Collection,0.781309366,Calculate Normalized Difference Water Index (NDWI),4959
290,script_187038.txt,Function,"Image collection filtering based on path, row, date, and cloud cover",Filter Image Collection By Cloud Coverage,0.963981688,Filter Image Collection By Cloud Coverage,0.811219096,Filter Image Collection By Date And Region,4969
291,script_187038.txt,Function,Cloud cover calculation and filtering,Cloud Filtering,0.917789936,Computes Percentage Of Cloud Cover,0.805891097,Cloud Probability Masking,4947
292,script_187038.txt,Function,Land cover classification based on band thresholds,Land Cover Classification And Mapping,0.882912695,Land Cover Classification And Mapping,0.765962243,Threshold Application,4947
293,script_187038.txt,Function,Exporting final classified image and metadata,Exporting Classified Images,0.913788438,Exporting Classified Images,0.835010886,Exporting Classification Results,4947
294,script_187125.txt,Function,Image preprocessing for water detection,Filter And Process Images For Water Detection,0.916364789,Filter And Process Images For Water Detection,0.860937357,Filter And Process Images For Water Detection,4947
295,script_187125.txt,Function,Threshold computation using Otsu method,Threshold Computation,0.905297339,Otsu Thresholding,0.903469682,Threshold Application,4947
296,script_187131.txt,Function,Creating vector masks for burned areas,Burn Masking,0.897254586,Identifying Burned Areas,0.750811458,Image Masking,4960
297,script_187131.txt,Function,Generating cloud masks for Landsat images,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.897686005,Image Cloud Masking,0.763484955,Image Cloud Masking,4960
298,script_187131.txt,Function,Calculating NBR indices for pre- and post-fire composites,Compute Difference Between Pre- And Post-Fire NBR,0.911972284,Calculate NBR for Post-Fire Image,0.842980146,Calculate NBR For Pre-Fire Image,4960
299,script_187137.txt,Function,Data transformation from Kelvin to Celsius,Unit Conversion For Temperature Data,0.893757939,Unit Conversion For Temperature Data,0.765237808,Unit Conversion For Temperature Data,4960
300,script_187137.txt,Function,Image collection filtering by date and aggregation,Filter Image Collection By Date,0.963896751,Filter Image Collection By Date,0.884638488,Temporal Image Collection Filtering,4960
301,script_187138.txt,Function,Masking forested areas in Landsat imagery,Vegetation Masking,0.881188989,Vegetation Masking,0.717385828,Mask Application,4950
302,script_187138.txt,Function,Calculating mean temperature over time for forested regions,Forest Area Calculation,0.871257663,Forest Area Calculation,0.755265057,Calculate Mean Values,4950
303,script_187226.txt,Function,Calculating cloud scores for Sentinel-2 images,Cloud Score Computation,0.909960389,Cloud Score Computation,0.726855993,Cloud Score Computation,4950
304,script_187226.txt,Function,Generating shadow masks based on solar geometry,Flood Mask Generation,0.84823513,Shadow Masking,0.76657939,Shadow Projection,4950
305,script_187248.txt,Function,Cloud mask creation,Cloud And Water Masking,0.905117512,Image Cloud Masking,0.783910036,Image Cloud Masking,4950
306,script_187248.txt,Function,Image collection filtering,Filter Image Collection,0.987343848,Filter Image Collection,0.88791275,Filter Image Collection,4935
307,script_187248.txt,Function,NDVI calculation,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Compute Median Of NDVI,0.863728523,Calculate NDVI,4935
308,script_187248.txt,Function,Thermal band selection,Selects Temperature Data,0.871131897,Selects Temperature Data,0.696793914,Select Specific Bands From Images,4935
309,script_187248.txt,Function,NDVI min-max extraction,"Maximum, Minimum And Mean Statistical Analysis (NDVI and Vegetation Indices)",0.866769254,Addition Of NDVI,0.727669239,Calculate NDVI,4935
310,script_187248.txt,Function,Fractional vegetation calculation,Fractional Vegetation Calculation,0.964357376,Fractional Vegetation Calculation,0.968018532,Calculate Fractional Vegetation Cover,4935
311,script_187248.txt,Function,Emissivity calculation,Emissivity Calculation,0.991198778,Emissivity Calculation,0.976843476,Image Band Manipulation,4933
312,script_187248.txt,Function,LST calculation,Chlorophyll-a Calculation,0.859893322,Slope calculation,0.626732767,Image Band Manipulation,4933
313,script_187248.txt,Function,Legend creation,Legend Creation,0.994502544,Legend Creation,0.897313237,Legend Creation,4933
314,script_187248.txt,Function,Map interaction setup,Display Interactive Map,0.870592952,Display Interactive Map,0.72697264,Map Visualization Of Feature Collection,4933
315,script_187481.txt,Function,Backscatter value filtering,Data Filtering,0.893012643,Calculate Minimum Backscatter,0.741391063,Radar Image Noise Reduction,4933
316,script_187481.txt,Function,Image smoothing,Smoothing,0.912097335,Image Scaling,0.773698807,Smoothing,4930
317,script_187481.txt,Function,Histogram generation,Generating Histograms,0.962591171,Generating Histograms,0.891747892,Generating Histograms,4930
318,script_187523.txt,Function,Backscatter value thresholding for flood detection,Apply Threshold To Identify Flood Extent,0.87484622,Calculate Minimum Backscatter,0.727449715,Threshold Application,4930
319,script_187523.txt,Function,Image smoothing for noise reduction,Radar Image Noise Reduction,0.892860115,Radar Image Noise Reduction,0.737341046,Smoothing,4930
320,script_187523.txt,Function,Histogram generation for visualization,Generating Histograms,0.947849035,Generating Histograms,0.867229939,Generating Histograms,4930
321,script_187528.txt,Function,Backscatter value filtering,Data Filtering,0.893012643,Calculate Minimum Backscatter,0.741391063,Noise Reduction,4943
322,script_187528.txt,Function,Image smoothing for flood detection,Mask Areas To Refine Flood Detection,0.867729068,Filter And Process Images For Water Detection,0.717014432,Focal Median Smoothing,4943
323,script_187530.txt,Function,Backscatter value filtering for flood detection,Mask Areas To Refine Flood Detection,0.880395055,Filtering Precipitation Data,0.700444639,Noise Reduction,4943
324,script_187530.txt,Function,Image smoothing for better visualization,Enhancing Image Visualization,0.912462711,Enhancing Image Visualization,0.822530568,Smoothing,4943
325,script_187532.txt,Function,Image collection filtering by polarization and date,Filter Image Collection By Date,0.932125688,Filter Image Collection By Date,0.84934181,Filter And Mosaic Landsat Images,4943
326,script_187532.txt,Function,Image smoothing using focal median,Focal Median Smoothing,0.920741796,Focal Median Smoothing,0.749011517,Spatial Smoothing,4951
327,script_187532.txt,Function,Image division for band ratio calculation,Image Fraction Calculation,0.918586731,Image Fraction Calculation,0.737688363,Image Band Manipulation,4951
328,script_187532.txt,Function,Histogram generation for backscatter analysis,Generating Histograms,0.917957664,Generate Histograms For Image Data Analysis,0.759226918,Generate Histograms,4951
329,script_187533.txt,Function,Image collection filtering based on polarization and date,Temporal Image Collection Filtering,0.934789658,Filter Image Collection By Date,0.838051796,Filter Image Collection By Date And Polarization,4951
330,script_187533.txt,Function,Image smoothing using focal median filter,Focal Median Smoothing,0.907862782,Applying Mean Filter To Image,0.773539782,Focal Median Smoothing,4951
331,script_187533.txt,Function,Histogram generation for backscatter values,Generating Histograms,0.921524346,Generating Histograms,0.751494229,Generate Histograms,4957
332,script_187534.txt,Function,Image collection filtering based on polarization and date,Temporal Image Collection Filtering,0.934789658,Filter Image Collection By Date,0.838051796,Filter Image Collection By Polarization And Date,4957
333,script_187534.txt,Function,Image smoothing using focal median filter,Focal Median Smoothing,0.907862782,Applying Mean Filter To Image,0.773539782,Focal Median Smoothing,4957
334,script_187534.txt,Function,Histogram generation for backscatter values,Generating Histograms,0.921524346,Generating Histograms,0.751494229,Generate Histograms,4957
335,script_187535.txt,Function,Data filtering based on polarization and date,Temporal Data Filtering,0.900992513,Filter Images By Date,0.76252228,Filter Image Collection By Polarization And Date,4957
336,script_187535.txt,Function,Image smoothing for noise reduction,Radar Image Noise Reduction,0.892860115,Radar Image Noise Reduction,0.737341046,Smoothing,4940
337,script_187535.txt,Function,Histogram generation for visualization,Generating Histograms,0.947849035,Generating Histograms,0.867229939,Generate Histograms,4940
338,script_187582.txt,Function,Cloud masking using Sentinel-2 QA band,Cloud Probability Masking,0.885232329,Image Cloud Masking,0.689129472,Image Cloud Masking,4940
339,script_187582.txt,Function,Vegetation index computation,Vegetation Indices/Index Calculation,0.963774681,Vegetation Indices/Index Calculation,0.910810053,Vegetation Indices/Index Calculation,4940
340,script_187582.txt,Function,Classification training and mapping,Classification And Machine Learning,0.908218145,Training And Sampling For Land Cover Classification,0.787095189,Machine Learning Classification,4940
341,script_187585.txt,Function,Filter and calculate average EVI for each year,Calculating Annual Average,0.863742828,Calculating Annual Average,0.690321207,Temporal Analysis,4950
342,script_187585.txt,Function,Perform Principal Component Analysis (PCA),Principal Component Analysis (PCA),0.963919401,Principal Component Analysis (PCA),0.932479143,Principal Component Analysis (PCA),4950
343,script_187586.txt,Function,Filter and calculate average EVI for each year,Calculating Annual Average,0.863742828,Calculating Annual Average,0.690321207,Temporal Analysis,4950
344,script_187586.txt,Function,Perform Principal Component Analysis,Principal Component Analysis (PCA),0.910256684,Principal Component Analysis (PCA),0.737293839,Principal Component Analysis (PCA),4950
345,script_187587.txt,Function,Filter and calculate average EVI for each year,Calculating Annual Average,0.863742828,Calculating Annual Average,0.690321207,Temporal Analysis,4950
346,script_187587.txt,Function,Perform PCA on the processed data,Principal Component Analysis (PCA),0.894769728,Principal Component Analysis (PCA),0.713331282,Principal Component Analysis (PCA),4944
347,script_187738.txt,Function,Training random forest classifier,Train And Apply Random Forest Classifier,0.965447068,Train And Apply Random Forest Classifier,0.850349069,Random Forest Classification,4944
348,script_187738.txt,Function,Image segmentation using SNIC algorithm,Image Segmentation,0.915151238,Image Segmentation,0.724809945,Image Clustering,4944
349,script_187749.txt,Function,Composite annual NDVI images,Visualize NDVI And Date Information,0.852506161,Seasonal NDVI Analysis,0.734314442,Generate Time Series Data For NDVI Changes,4944
350,script_187749.txt,Function,Analyze NDVI trends,Visualize NDVI Results,0.894231379,Seasonal NDVI Analysis,0.799395859,Temporal Analysis,4944
351,script_187749.txt,Function,Visualize NDVI time series,Visualize NDVI And Date Information,0.936837196,Visualize NDVI And Date Information,0.883722782,Generate Time Series Charts For NDVI,4965
352,script_187821.txt,Function,Cloud and snow masking,Cloud And Snow Masking,0.982049227,Cloud And Snow Masking,0.956616879,Cloud And Snow Masking,4965
353,script_187821.txt,Function,Image mosaic and clipping,Clip Images To A Specific Region,0.908695042,Select And Clip Image,0.76544255,Filter And Mosaic Landsat Images,4965
354,script_187821.txt,Function,Calculating NBR for pre- and post-fire images,Calculate NBR for Post-Fire Image,0.967580557,Calculate NBR for Post-Fire Image,0.952926636,Calculate NBR For Pre-Fire Image,4965
355,script_187821.txt,Function,Calculating dNBR,Calculate dNBR For Fire Severity,0.883868456,Calculate Difference Normalized Burn Ratio (dNBR),0.811584771,Calculate Difference Normalized Burn Ratio (dNBR),4965
356,script_187821.txt,Function,Adding layers to map,Layer Addition To Map,0.955134749,Layer Addition To Map,0.926056027,Add A Legend,4946
357,script_187821.txt,Function,Calculating burned area,Calculate Burned Area,0.985124946,Calculate Burned Area,0.968256235,Calculate Burned Area,4946
358,script_187821.txt,Function,Adding a legend,Add A Legend,0.965083599,Add A Legend,0.904242873,Add A Legend,4946
359,script_187821.txt,Function,Exporting dNBR file,Export Raster Data,0.8596313,Calculate Difference Normalized Burn Ratio (dNBR),0.671191573,Export Difference Normalized Burn Ratio (dNBR),4946
360,script_187821.txt,Function,Exporting burned area stats as a CSV,Export Burn Severity And Area Data,0.92063868,Export Burn Severity And Area Data,0.776882112,Export Burned Area,4946
361,script_187822.txt,Function,Cloud and snow masking,Cloud And Snow Masking,0.982049227,Cloud And Snow Masking,0.956616879,Cloud And Snow Masking,4961
362,script_187822.txt,Function,Mosaicking and clipping images,Image Mosaicking,0.916369259,Image Mosaicking,0.854728878,Filter And Mosaic Landsat Images,4961
363,script_187822.txt,Function,Calculating NBR for pre- and post-fire images,Calculate NBR for Post-Fire Image,0.967580557,Calculate NBR for Post-Fire Image,0.952926636,Calculate NBR For Pre-Fire Image,4961
364,script_187822.txt,Function,Calculating dNBR,Calculate dNBR For Fire Severity,0.883868456,Calculate Difference Normalized Burn Ratio (dNBR),0.811584771,Calculate Difference Normalized Burn Ratio (dNBR),4961
365,script_187822.txt,Function,Adding layers to map,Layer Addition To Map,0.955134749,Layer Addition To Map,0.926056027,Layer Addition To Map,4961
366,script_187822.txt,Function,Calculating burned area,Calculate Burned Area,0.985124946,Calculate Burned Area,0.968256235,Burned Area Calculation,4954
367,script_187822.txt,Function,Exporting dNBR file,Export Raster Data,0.8596313,Calculate Difference Normalized Burn Ratio (dNBR),0.671191573,Export Difference Normalized Burn Ratio (dNBR),4954
368,script_187822.txt,Function,Exporting burned area stats as CSV,Export Burn Severity And Area Data,0.920227349,Export Burn Severity And Area Data,0.780817032,Export Burned Area,4954
369,script_187825.txt,Function,Cloud and snow masking,Cloud And Snow Masking,0.982049227,Cloud And Snow Masking,0.956616879,Cloud And Snow Masking,4954
370,script_187825.txt,Function,Mosaicking and clipping images,Image Mosaicking,0.916369259,Image Mosaicking,0.854728878,Filter And Mosaic Landsat Images,4954
371,script_187825.txt,Function,Calculating NBR for pre- and post-fire images,Calculate NBR for Post-Fire Image,0.967580557,Calculate NBR for Post-Fire Image,0.952926636,Calculate NBR for Pre-Fire Image,4959
372,script_187825.txt,Function,Calculating dNBR,Calculate dNBR For Fire Severity,0.883868456,Calculate Difference Normalized Burn Ratio (dNBR),0.811584771,Calculate NBR for Post-Fire Image,4959
373,script_187825.txt,Function,Adding layers to the map,Layer Addition To Map,0.939965606,Layer Addition To Map,0.9115358,Calculate Difference Normalized Burn Ratio (dNBR),4959
374,script_187825.txt,Function,Calculating burned area,Calculate Burned Area,0.985124946,Calculate Burned Area,0.968256235,Layer Addition To Map,4959
375,script_187825.txt,Function,Adding a legend,Add A Legend,0.965083599,Add A Legend,0.904242873,Calculate Burned Area,4959
376,script_187825.txt,Function,Exporting dNBR file,Export Raster Data,0.8596313,Calculate Difference Normalized Burn Ratio (dNBR),0.671191573,Exporting Classified Raster,4959
377,script_187825.txt,Function,Exporting burned area stats as a CSV,Export Burn Severity And Area Data,0.92063868,Export Burn Severity And Area Data,0.776882112,Export Burned Area,4959
378,script_187888.txt,Function,Cloud masking for Landsat 8 imagery,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.908895016,Image Cloud Masking,0.794408917,Cloud And Shade Masking,4959
379,script_187888.txt,Function,NDVI calculation for Landsat imagery,Computes Normalized Difference Vegetation Index (NDVI),0.884752631,Compute Median Of NDVI,0.759696901,Calculate NDVI And Date Information,4959
380,script_187888.txt,Function,Time band creation for images,Add Date Bands To Images,0.893052936,Add Date Bands To Images,0.793658078,Generate Time Series Data For NDVI Changes,4959
381,script_187888.txt,Function,Image merging for time series analysis,Image Aggregation,0.882487893,Harmonization Of Images,0.715706944,Image Mosaicking,4970
382,script_187888.txt,Function,Region sampling for woodlot intermediate points,Sampling Regions,0.896237731,Sampling Regions,0.735553324,Sampling Regions For Training Data,4970
383,script_187895.txt,Function,Cloud masking for Landsat 8,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.888049662,Image Cloud Masking,0.752373219,Image Cloud Masking,4970
384,script_187895.txt,Function,Cloud masking for Landsat 4-7,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.896957874,Image Cloud Masking,0.739216924,Image Cloud Masking,4970
385,script_187895.txt,Function,"BSI calculation for Landsat 8, 7, 5, 4",Calculate Spectral Indices And Ratios From Satellite Bands,0.824859142,"Merge, Harmonize, And Standardize Landsat Image Collections",0.549461603,Calculate Spectral Indices And Ratios From Satellite Bands,4970
386,script_187895.txt,Function,Image collection filtering by date and location,Filter Image Collection By Date And Region,0.96578151,Filter Image Collection By Date And Region,0.897858977,Filter Image Collection By Date And Region,4956
387,script_187895.txt,Function,Feature sampling at training points,Feature Collection Sampling For Training,0.907705605,Feature Sampling For Training,0.900850654,Sampling Regions For Training Data,4956
388,script_187895.txt,Function,Exporting processed data to CSV,Export Processed Data,0.910698652,Export Processed Data,0.826772511,Export Processed Data,4956
389,script_188011.txt,Function,Temperature conversion from Kelvin to Celsius,Temperature Calculation,0.858799934,Unit Conversion For Temperature Data,0.72135222,Unit Conversion For Temperature Data,4956
390,script_188011.txt,Function,Clipping temperature data to specified geometry,Clip Temperature Data To Area Of Interest,0.944966316,Clip Temperature Data To Area Of Interest,0.818128109,Clip Temperature Data To Area Of Interest,4956
391,script_188011.txt,Function,Calculating mean temperature for summer season,Temperature Calculation,0.885069668,Temperature Calculation,0.775976777,Calculate Temporal Spectral Indices,4960
392,script_188011.txt,Function,Exporting temperature data as CSV files,Export Time Series Data,0.857714653,Visualize Temperature Data,0.741856277,Export Processed Images To Drive,4960
393,script_188030.txt,Function,Cloud masking to remove clouds from images,Image Cloud Masking,0.943805456,Image Cloud Masking,0.844744325,Cloud And Shade Masking,4960
394,script_188030.txt,Function,NDVI calculation for vegetation health assessment,Computes Normalized Difference Vegetation Index (NDVI),0.917135179,Computes Normalized Difference Vegetation Index (NDVI),0.804829836,Calculate Environmental And Vegetation Indices,4960
395,script_188030.txt,Function,Exporting time-series data for further analysis,Export Time Series Data,0.931643665,Export Time Series Data,0.876445055,Export Time Series Data,4960
396,script_188052.txt,Function,Cloud masking for Landsat imagery,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.915007472,Image Cloud Masking,0.815740705,Cloud And Shade Masking,4952
397,script_188052.txt,Function,Water detection using Otsu thresholding,Open Water Detection,0.874876797,Otsu Thresholding,0.803812027,Apply Threshold To Identify Water Surface,4952
398,script_188052.txt,Function,Area computation for water bodies,Water body Area Calculation,0.967551231,Water body Area Calculation,0.877772689,Water body Area Calculation,4952
399,script_188068.txt,Function,"Data filtering based on polarization, pass direction, and resolution",Data Filtering,0.886823177,Data Filtering,0.713896751,Image Band Manipulation,4952
400,script_188068.txt,Function,Noise reduction through smoothing,Smoothing,0.927357316,Noise Reduction,0.722695589,Smoothing,4952
401,script_188068.txt,Function,Calculating flooded area by comparing before and after images,Flood Area Calculation,0.914279222,Flood Area Calculation,0.79676342,Detect Changes By Comparing Pre- And Post-Fire Images,4970
402,script_188068.txt,Function,Minimizing uncertainty by excluding perennial water bodies,Mask Areas To Refine Flood Detection,0.790548205,Filtering Precipitation Data,0.625374913,Apply Threshold To Identify Water Surface,4970
403,script_188068.txt,Function,Analyzing flooded area based on slope,Flood Area Calculation,0.884475946,Flood Area Calculation,0.763537765,Clip Images To Specific Geographic Boundaries,4970
404,script_188068.txt,Function,Calculating flooded area in hectares,Calculates Total Flooded Area In Hectares,0.944824696,Calculates Total Flooded Area In Hectares,0.893199563,Calculate Area Of Fire Scar,4970
405,script_188068.txt,Function,Estimating exposed population,Estimate Population Affected By Flood,0.843604565,Estimating Fire Accumulation,0.705643356,Estimate Population Affected By Flood,4970
406,script_188068.txt,Function,Estimating affected cropland area,Calculate Land Development Areas,0.877664268,Estimating Soil Loss,0.755455852,Estimate Urban Area Calculation,4948
407,script_188068.txt,Function,Estimating affected urban area,Affected Urban Area Estimation,0.965253949,Affected Urban Area Calculation,0.839392185,Estimate Urban Area Calculation,4948
408,script_188073.txt,Function,Data filtering based on specified parameters,Data Filtering,0.940142989,Data Filtering,0.796748281,Data Filtering,4948
409,script_188073.txt,Function,Mosaicking selected data for analysis,Select Data,0.856700659,Image Mosaicking,0.777759314,Filter And Mosaic Landsat Images,4948
410,script_188073.txt,Function,Noise reduction using smoothing techniques,Smoothing,0.908598065,Noise Reduction,0.710704327,Smoothing,4948
411,script_188073.txt,Function,Calculating flood-affected areas,Flood Area Calculation,0.959134698,Flood Area Calculation,0.871180177,Clip Population Data To Flood-Affected Regions,4949
412,script_188073.txt,Function,Minimizing uncertainty in flood analysis,Calculate Features To Refine Flood Analysis,0.870879531,Calculate Features To Refine Flood Analysis,0.69799751,Estimate Emissions,4949
413,script_188073.txt,Function,Population exposure assessment,Estimate Population Affected By Flood,0.842238605,Accuracy Assessment,0.636250317,Calculate Area Of Fire Scar,4949
414,script_188073.txt,Function,Estimating affected agricultural land,Estimating Soil Properties,0.896640778,Estimating Soil Loss,0.799910784,Calculate Land Development Areas,4949
