ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
98,script_186914.txt,Theme,Flood monitoring,FLOODING,0.755788326,FLOOD LEVELS,0.999571204,STORMWATER MANAGEMENT,0.97089076,FLOOD LEVELS,0.862271488,FLOODS,7409
99,script_186915.txt,Theme,Flood monitoring,FLOODING,0.755788326,FLOOD LEVELS,0.999571204,STORMWATER MANAGEMENT,0.97089076,FLOOD LEVELS,0.862271488,FLOODS,7409
100,script_186940.txt,Theme,Landsat image mosaicking,RADAR IMAGERY,0.584625661,OCEAN SALINITY BUDGET,0.998681843,VISIBLE IMAGERY,0.914597631,RADAR IMAGERY,0.799167514,LAND USE/LAND COVER,7409
101,script_186974.txt,Theme,Water body analysis,WATER CHARACTERISTICS,0.713577986,LIQUID WATER CONTENT,0.999401271,CORAL REEF ASSESSMENT,0.93779099,AQUIFER DEPTH,0.861195683,SURFACE WATER,7422
102,script_187038.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7422
103,script_187038.txt,Theme,Cloud cover assessment,CLOUD OPTICAL DEPTH/THICKNESS,0.670936346,CLOUD REFLECTANCE,0.999374747,CLOUD INDICATORS,0.958199441,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.910737634,CLOUD MICROPHYSICS,7422
104,script_187125.txt,Theme,Water detection using Sentinel-2 imagery,WATER CHARACTERISTICS,0.654698014,BERYLLIUM-10 ANALYSIS,0.998598218,TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED),0.877253711,LIDAR,0.812902689,WATER QUALITY/WATER CHEMISTRY,7422
105,script_187125.txt,Theme,Monthly water occurrence analysis,INUNDATION FREQUENCY,0.670981824,SURFACE WATER CHEMISTRY,0.99914372,ENVIRONMENTAL ASSESSMENTS,0.930719316,FLOOD FREQUENCY,0.842950583,PRECIPITATION AMOUNT,7422
106,script_187131.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,0.999578297,FIRE MANAGEMENT,0.956267238,FIRE MANAGEMENT,0.913781404,FIRE MANAGEMENT,7415
107,script_187137.txt,Theme,Temperature analysis,AMBIENT TEMPERATURE,0.7193712,TEMPERATURE PROFILES,0.999479115,ENVIRONMENTAL ASSESSMENTS,0.94853729,PARTICLE TEMPERATURE,0.878895044,ATMOSPHERIC TEMPERATURE,7415
108,script_187138.txt,Theme,Temperature analysis of forested regions,FOREST MENSURATION,0.738435984,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.998790741,SEDIMENTARY ROCK AGE DETERMINATIONS,0.893589556,FOREST MENSURATION,0.88900876,FOREST FIRE DANGER INDEX,7415
109,script_187226.txt,Theme,Cloud and shadow detection,CLOUD OPTICAL DEPTH/THICKNESS,0.674150407,CLOUD REFLECTANCE,0.999111891,FIRE DYNAMICS,0.883863449,CLOUD INDICATORS,0.856799364,CLOUD MICROPHYSICS,7415
110,script_187226.txt,Theme,Water body identification,WATER CHARACTERISTICS,0.721213162,FRESH WATER FLUX,0.999318957,VEGETATION RECONSTRUCTION,0.912110031,LAKES/RESERVOIRS,0.848647237,HYDROGRAPHY,7415
111,script_187248.txt,Theme,LST mapping,DST INDEX,0.610168457,SHORELINE MAPPING,0.998979092,SHORELINE MAPPING,0.951779366,LEAF AREA INDEX (LAI),0.811775506,LAND SURFACE TEMPERATURE,7414
112,script_187481.txt,Theme,Flood mapping,FLOODING,0.757917345,FLOOD LEVELS,0.999419034,SHORELINE MAPPING,0.970332444,FLOOD LEVELS,0.878828168,FLOODS,7414
113,script_187481.txt,Theme,Backscatter analysis,RADAR BACKSCATTER,0.689308286,AEROSOL BACKSCATTER,0.99950254,ISOTOPIC ANALYSIS,0.940220773,RADAR BACKSCATTER,0.884013653,AEROSOL BACKSCATTER,7414
114,script_187481.txt,Theme,Histogram visualization,VIEWING GEOMETRY,0.663934231,POLARIZED REFLECTANCE,0.99892199,CLOUD DYNAMICS,0.909323335,VISIBLE WAVELENGTHS,0.79721272,REMOTE SENSING DATA VISUALIZATION,7414
115,script_187523.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD FREQUENCY,0.667198062,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.99844116,Digital Surface Model (DSM),0.840295851,FLOOD LEVELS,0.830997765,FLOODS,7414
116,script_187528.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD FREQUENCY,0.667198062,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.99844116,Digital Surface Model (DSM),0.840295851,FLOOD LEVELS,0.830997765,FLOOD MAPPING,7420
117,script_187530.txt,Theme,Flood mapping using Sentinel-1 backscatter data.,FLOOD FREQUENCY,0.627941489,WHEEL WEAVERS (CYCLIOPHORANS),0.998513758,Digital Surface Model (DSM),0.842432857,LIDAR BACKSCATTER,0.831869602,BACKSCATTER ANALYSIS,7420
118,script_187532.txt,Theme,Flood mapping,FLOODING,0.757917345,FLOOD LEVELS,0.999419034,SHORELINE MAPPING,0.970332444,FLOOD LEVELS,0.878828168,FLOOD MAPPING,7420
119,script_187532.txt,Theme,Backscatter analysis,RADAR BACKSCATTER,0.689308286,AEROSOL BACKSCATTER,0.99950254,ISOTOPIC ANALYSIS,0.940220773,RADAR BACKSCATTER,0.884013653,BACKSCATTER ANALYSIS,7420
120,script_187532.txt,Theme,Image histogram generation,PHOTOSYNTHESIS,0.640934348,OCEAN SALINITY RECONSTRUCTION,0.998907685,BIDIRECTIONAL REFLECTANCE FACTOR,0.908984065,RADAR IMAGERY,0.769449353,IMAGE HISTOGRAM GENERATION,7420
121,script_187533.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD FREQUENCY,0.667198062,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.99844116,Digital Surface Model (DSM),0.840295851,FLOOD LEVELS,0.830997765,FLOOD MAPPING,7422
122,script_187534.txt,Theme,Flood mapping,FLOODING,0.757917345,FLOOD LEVELS,0.999419034,SHORELINE MAPPING,0.970332444,FLOOD LEVELS,0.878828168,FLOOD MAPPING,7422
123,script_187534.txt,Theme,Backscatter analysis,RADAR BACKSCATTER,0.689308286,AEROSOL BACKSCATTER,0.99950254,ISOTOPIC ANALYSIS,0.940220773,RADAR BACKSCATTER,0.884013653,BACKSCATTER ANALYSIS,7422
124,script_187535.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD FREQUENCY,0.667198062,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.99844116,Digital Surface Model (DSM),0.840295851,FLOOD LEVELS,0.830997765,FLOOD MAPPING,7422
125,script_187582.txt,Theme,Land cover classification using Sentinel-2 data,LAND USE/LAND COVER CLASSIFICATION,0.702070415,DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.9986251,Digital Surface Model (DSM),0.887188554,LAND USE/LAND COVER CLASSIFICATION,0.839512229,LAND USE/LAND COVER CLASSIFICATION,7422
126,script_187585.txt,Theme,Vegetation monitoring through MODIS EVI,VEGETATION INDEX,0.63651073,GRAZING DYNAMICS / PLANT ECOLOGY,0.998852551,STORMWATER MANAGEMENT,0.929288328,VEGETATION INDEX,0.831412196,VEGETATION INDEX,7425
127,script_187585.txt,Theme,Principal Component Analysis (PCA),PARTICULATE MATTER (PM 1.0),0.608009815,GROSS PRIMARY PRODUCTION (GPP),0.998883367,Digital Surface Model (DSM),0.869068503,PRECIPITATION ANOMALIES,0.812681675,PRINCIPAL COMPONENT ANALYSIS,7425
128,script_187586.txt,Theme,Vegetation monitoring,FOREST MENSURATION,0.762295008,VEGETATION COVER,0.999266684,MARINE ENVIRONMENT MONITORING,0.967963696,VEGETATION INDEX,0.88404727,VEGETATION INDEX,7425
129,script_187586.txt,Theme,Principal Component Analysis,SENSOR CHARACTERISTICS,0.633380651,CHANDLER CIRCULAR COMPONENT,0.998874068,ISOTOPIC ANALYSIS,0.940638661,PRECIPITATION ANOMALIES,0.824120164,PRINCIPAL COMPONENT ANALYSIS,7425
130,script_187587.txt,Theme,Vegetation monitoring through MODIS EVI analysis,VEGETATION INDEX,0.621857524,GRAZING DYNAMICS / PLANT ECOLOGY,0.998846531,CORAL REEF ASSESSMENT,0.920762718,VEGETATION INDEX,0.850030184,VEGETATION INDEX,7425
131,script_187587.txt,Theme,Principal Component Analysis (PCA) for feature extraction,SENSOR CHARACTERISTICS,0.605720639,QUASI-BIENNIAL OSCILLATION (QBO) ZONAL WIND INDEX,0.998670995,ISOTOPIC ANALYSIS,0.875763893,PRECIPITATION PROFILES,0.769212723,LAND USE/LAND COVER CLASSIFICATION,7419
132,script_187738.txt,Theme,Cropland segmentation and classification,SOIL CLASSIFICATION,0.687312007,TORNADO CLIMATOLOGY,0.998725295,PLANT BREEDING AND GENETICS,0.895653605,LAND SURFACE/AGRICULTURE INDICATORS,0.849025846,AGRICULTURE PRODUCTION,7419
133,script_187749.txt,Theme,Vegetation monitoring,FOREST MENSURATION,0.762295008,VEGETATION COVER,0.999266684,MARINE ENVIRONMENT MONITORING,0.967963696,VEGETATION INDEX,0.88404727,VEGETATION INDEX,7419
134,script_187821.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,0.999578297,FIRE MANAGEMENT,0.956267238,FIRE MANAGEMENT,0.913781404,FIRE MANAGEMENT,7419
135,script_187822.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,0.999578297,FIRE MANAGEMENT,0.956267238,FIRE MANAGEMENT,0.913781404,FOREST FIRE DANGER INDEX,7419
136,script_187825.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,0.999578297,FIRE MANAGEMENT,0.956267238,FIRE MANAGEMENT,0.913781404,FIRE MANAGEMENT,7408
137,script_187888.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,PARTICULATES,0.998787522,DESTRUCTION POTENTIAL INDEX,0.926448107,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,VEGETATION INDEX,7408
138,script_187888.txt,Theme,Woodlot intermediate point sampling,COMMON MIDPOINT GATHER,0.5776757,CLOUD RADIATIVE TRANSFER,0.998995125,SALTATION,0.912668049,PARTICLE SIZE DISTRIBUTION,0.786689401,FOREST MANAGEMENT,7408
139,script_187895.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7408
140,script_188011.txt,Theme,Temperature analysis,AMBIENT TEMPERATURE,0.7193712,TEMPERATURE PROFILES,0.999479115,ENVIRONMENTAL ASSESSMENTS,0.94853729,PARTICLE TEMPERATURE,0.878895044,LAND SURFACE TEMPERATURE,7408
141,script_188030.txt,Theme,NDVI analysis on Landsat 8 TOA data,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.520487547,TOP OF ATMOSPHERE (TOA) REFLECTANCE,0.998927772,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.891660571,BERYLLIUM-10 ANALYSIS,0.798807859,LAND USE/LAND COVER,7420
142,script_188052.txt,Theme,Water extraction based on Otsu thresholding,WATER CHARACTERISTICS,0.613630414,NON-REFRACTORY AEROSOL ORGANIC MASS,0.998832941,SOIL WATER HOLDING CAPACITY,0.933672011,WATER VAPOR CONCENTRATION PROFILES,0.843881011,WATER RESOURCES,7420
143,script_188068.txt,Theme,Flood impact assessment,INUNDATION AMOUNT,0.702810049,FLOOD LEVELS,0.999055922,STORMWATER MANAGEMENT,0.963630557,FLOOD LEVELS,0.85106194,HYDROGRAPHY,7420
144,script_188073.txt,Theme,Flood analysis,FLOODING,0.683571637,FLOOD FREQUENCY,0.999514222,ENVIRONMENTAL ASSESSMENTS,0.957334101,FLOOD LEVELS,0.877972722,PRECIPITATION,7420
145,script_188116.txt,Theme,Forest classification,FOREST MENSURATION,0.727544963,FOREST MANAGEMENT,0.999256015,VOLCANO PREDICTIONS,0.942170262,FOREST COMPOSITION/VEGETATION STRUCTURE,0.912571847,FOREST SCIENCE,7420
146,script_188116.txt,Theme,Water mask application,WATER TEMPERATURE,0.627427638,GROUND WATER RECONSTRUCTION,0.999218941,SOLAR RADIATION MANAGEMENT,0.951776922,LAND/OCEAN/ICE MASK,0.804647505,LAND USE/LAND COVER CLASSIFICATION,7419
147,script_188116.txt,Theme,Image correction,PHOTOSYNTHESIS,0.687216759,TOTAL RUNOFF,0.99882853,CALIBRATION,0.934871614,REFLECTION,0.811505139,LAND USE/LAND COVER CLASSIFICATION,7419
148,script_188147.txt,Theme,Forest classification,FOREST MENSURATION,0.727544963,FOREST MANAGEMENT,0.999256015,VOLCANO PREDICTIONS,0.942170262,FOREST COMPOSITION/VEGETATION STRUCTURE,0.912571847,FOREST COMPOSITION/VEGETATION STRUCTURE,7419
149,script_188147.txt,Theme,Water classification,WATER CHARACTERISTICS,0.745844364,WATER MANAGEMENT,0.999304295,SOIL CLASSIFICATION,0.955838621,WATER CHARACTERISTICS,0.878284931,AQUATIC SCIENCES,7419
150,script_188163.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
151,script_188182.txt,Theme,Land cover change detection,LAND USE/LAND COVER,0.671150088,VEGETATION COVER,0.998990953,RADIATION FOG,0.945979714,LAND SURFACE/AGRICULTURE INDICATORS,0.865116358,LAND USE/LAND COVER CLASSIFICATION,7425
152,script_188190.txt,Theme,Forest cover change detection,FOREST MENSURATION,0.733467102,FOREST FIRE DANGER INDEX,0.999214888,EXTINCTION COEFFICIENTS,0.943423212,FOREST MENSURATION,0.886319876,LAND USE/LAND COVER CLASSIFICATION,7425
153,script_188200.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7425
154,script_188211.txt,Theme,Water quality monitoring,WATER QUALITY,0.817907035,WATER MANAGEMENT,0.999368072,MARINE ENVIRONMENT MONITORING,0.971746624,WATER MANAGEMENT,0.882334948,WATER QUALITY/WATER CHEMISTRY,7425
155,script_188211.txt,Theme,Spectral index calculation,SPECTRAL IRRADIANCE,0.698940277,SPEED PROFILES,0.999107957,CLOUD INDICATORS,0.945180774,SPECTRUM WIDTH,0.85325861,SPECTRAL/ENGINEERING,7425
156,script_188217.txt,Theme,Land cover change analysis,LAND USE/LAND COVER,0.676077604,LAND SURFACE/AGRICULTURE INDICATORS,0.999009609,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941220582,LAND USE/LAND COVER,0.862189531,LAND USE/LAND COVER CLASSIFICATION,7419
157,script_188221.txt,Theme,Climate analysis,CLIMATE ADAPTATION,0.706403852,CLIMATE INDICATORS,0.999454081,ISOTOPIC ANALYSIS,0.917504787,CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED),0.865230918,CLIMATE INDICATORS,7419
158,script_188378.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
159,script_188386.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
160,script_188389.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
161,script_188397.txt,Theme,Wildfire monitoring and analysis,FOREST MENSURATION,0.682830095,WILDFIRE SUPPRESSION,0.999107838,GEOMAGNETIC FORECASTS,0.850572765,FIRE MANAGEMENT,0.863375783,WILDFIRES,7418
162,script_188400.txt,Theme,Air quality monitoring,AIR QUALITY,0.830601931,MARINE ENVIRONMENT MONITORING,0.999301016,MARINE ENVIRONMENT MONITORING,0.969260156,AIR QUALITY,0.863878906,PARTICULATE MATTER (PM 2.5),7418
163,script_188401.txt,Theme,Weather analysis,AIR TEMPERATURE,0.675841391,WEATHER EVENTS,0.99947226,FIRE DYNAMICS,0.93172586,Weather Forecast,0.895249009,PRECIPITATION,7418
164,script_188412.txt,Theme,Land surface temperature estimation,LAND SURFACE TEMPERATURE,0.808810711,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999505281,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.950618505,LAND SURFACE TEMPERATURE,0.889245152,LAND SURFACE TEMPERATURE,7418
165,script_188412.txt,Theme,Vegetation health assessment,VEGETATION,0.670113921,VEGETATION OPTICAL DEPTH,0.999295712,ENVIRONMENTAL ASSESSMENTS,0.971316695,VEGETATION INDEX,0.898875117,VEGETATION COVER,7418
166,script_188413.txt,Theme,Vegetation health monitoring,VEGETATION INDEX,0.709693491,VEGETATION OPTICAL DEPTH,0.99918282,MARINE ENVIRONMENT MONITORING,0.96418643,FOREST MENSURATION,0.876429975,VEGETATION INDEX,7412
167,script_188413.txt,Theme,Land surface temperature analysis,LAND SURFACE TEMPERATURE,0.799205303,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999494553,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941057563,LAND SURFACE TEMPERATURE,0.886941195,LAND SURFACE TEMPERATURE,7412
168,script_188414.txt,Theme,Land surface temperature analysis,LAND SURFACE TEMPERATURE,0.799205303,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999494553,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941057563,LAND SURFACE TEMPERATURE,0.886941195,LAND SURFACE TEMPERATURE,7412
169,script_188414.txt,Theme,Vegetation health assessment,VEGETATION,0.670113921,VEGETATION OPTICAL DEPTH,0.999295712,ENVIRONMENTAL ASSESSMENTS,0.971316695,VEGETATION INDEX,0.898875117,VEGETATION INDEX,7412
170,script_188419.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,PARTICULATES,0.998787522,DESTRUCTION POTENTIAL INDEX,0.926448107,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,VEGETATION INDEX,7412
171,script_188419.txt,Theme,LST calculation,DST INDEX,0.629600048,VISIBLE RADIANCE,0.998539269,REFLECTANCE,0.915355325,LEAF AREA INDEX (LAI),0.7943995,LAND USE/LAND COVER CLASSIFICATION,7409
172,script_188454.txt,Theme,Cloud probability analysis,CLOUD DYNAMICS,0.608694434,CLOUD VERTICAL DISTRIBUTION,0.998993993,ISOTOPIC ANALYSIS,0.937997282,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.892683864,CLOUD TYPES,7409
173,script_188455.txt,Theme,Cloud cover analysis,CLOUD OPTICAL DEPTH/THICKNESS,0.649562716,CLOUD REFLECTANCE,0.9992612,ENVIRONMENTAL ASSESSMENTS,0.932942986,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826,CLOUD TYPES,7409
174,script_188458.txt,Theme,Cloud cover analysis,CLOUD OPTICAL DEPTH/THICKNESS,0.649562716,CLOUD REFLECTANCE,0.9992612,ENVIRONMENTAL ASSESSMENTS,0.932942986,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826,CLOUD TYPES,7409
175,script_188465.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7409
176,script_188502.txt,Theme,Water body detection and area change analysis,WATER CHARACTERISTICS,0.671688616,OCEAN SALINITY RECONSTRUCTION,0.999042153,SURFACE WATER PROCESSES/MEASUREMENTS,0.912326634,SURFACE WATER PROCESSES/MEASUREMENTS,0.824451506,OCEAN WAVES,7421
177,script_188506.txt,Theme,Cloud cover analysis,CLOUD OPTICAL DEPTH/THICKNESS,0.649562716,CLOUD REFLECTANCE,0.9992612,ENVIRONMENTAL ASSESSMENTS,0.932942986,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826,CLOUDS,7421
178,script_188509.txt,Theme,Correlation analysis between precipitation and cloud cover,CLOUD EMISSIVITY,0.619154513,TORNADO CLIMATOLOGY,0.998734117,GEOMAGNETIC FORECASTS,0.871982396,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.883411467,PRECIPITATION,7421
179,script_188511.txt,Theme,Correlation analysis between precipitation and cloud cover,CLOUD EMISSIVITY,0.619154513,TORNADO CLIMATOLOGY,0.998734117,GEOMAGNETIC FORECASTS,0.871982396,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.883411467,PRECIPITATION,7421
180,script_19155.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER,7421
181,script_23533.txt,Theme,Land cover change tracking,LAND USE/LAND COVER,0.677871108,VEGETATION COVER,0.99906522,GLOBAL CHANGE RESPONSES,0.93516016,LAND SURFACE/AGRICULTURE INDICATORS,0.864251137,LAND USE/LAND COVER CLASSIFICATION,7424
182,script_28.txt,Theme,Surface reflectance time series analysis,APPARENT SURFACE REFLECTIVITY,0.756080508,SURFACE RADIATIVE PROPERTIES,0.999195933,ISOTOPIC ANALYSIS,0.949739635,APPARENT SURFACE REFLECTIVITY,0.816007614,SURFACE RADIATIVE PROPERTIES,7424
183,script_28.txt,Theme,Statistical analysis for HUC regions,HUMIDITY INDICES,0.574003696,AEROSOL RADIANCE,0.998848796,FOREST FIRE DANGER INDEX,0.921012521,POPULATION DISTRIBUTION,0.789340019,HYDROGRAPHY,7424
184,script_3043.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7424
185,script_32.txt,Theme,Snow product bias analysis,SNOW MICROSTRUCTURE,0.66995132,MOUNTAIN SNOW LINE SHIFT,0.998971105,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.920638204,SNOW STRATIGRAPHY,0.834301949,SNOW DEPTH,7424
186,script_35538.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
187,script_37873.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
188,script_41838.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
189,script_42.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7419
190,script_43.txt,Theme,Analog region identification for community forests,FOREST MENSURATION,0.644155264,DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.998816967,ENHANCED FUJITA SCALE RATING,0.902129531,FOREST MENSURATION,0.841166496,LAND MANAGEMENT,7419
191,script_43803.txt,Theme,Satellite image processing,PHOTOSYNTHESIS,0.689454615,RECESSIONAL MORAINE,0.998854518,CLOUD DYNAMICS,0.922585964,SATELLITE SOIL MOISTURE INDEX,0.82567513,LAND USE/LAND COVER CLASSIFICATION,7421
192,script_45435.txt,Theme,MODIS LAI and vegetation cover analysis,LEAF AREA INDEX (LAI),0.629974961,LEAF AREA INDEX (LAI),0.998816252,GRAZING DYNAMICS / PLANT ECOLOGY,0.887125552,VEGETATION INDEX,0.847899795,VEGETATION COVER,7421
193,script_48.txt,Theme,Land cover change detection,LAND USE/LAND COVER,0.671150088,VEGETATION COVER,0.998990953,RADIATION FOG,0.945979714,LAND SURFACE/AGRICULTURE INDICATORS,0.865116358,LAND COVER CHANGE DETECTION,7421
194,script_49902.txt,Theme,Vegetation health assessment,VEGETATION,0.670113921,VEGETATION OPTICAL DEPTH,0.999295712,ENVIRONMENTAL ASSESSMENTS,0.971316695,VEGETATION INDEX,0.898875117,VEGETATION INDEX,7421
195,script_50.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7421
196,script_51624.txt,Theme,Flood monitoring and comparison,FLOOD FREQUENCY,0.687214792,RECESSIONAL MORAINE,0.998925805,FOREST HARVESTING AND ENGINEERING,0.79722017,FLOOD LEVELS,0.86394912,FLOODS,7416
197,script_52026.txt,Theme,Air quality monitoring,AIR QUALITY,0.830601931,MARINE ENVIRONMENT MONITORING,0.999301016,MARINE ENVIRONMENT MONITORING,0.969260156,AIR QUALITY,0.863878906,AIR QUALITY,7416
198,script_54980.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,7416
199,script_59099.txt,Theme,NDVI analysis for pre and post-landslide assessment,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.617595017,QUASI-BIENNIAL OSCILLATION (QBO) ZONAL WIND INDEX,0.998746991,OCEAN SALINITY RECONSTRUCTION,0.879035473,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.81039387,LANDSLIDES,7416
200,script_62526.txt,Theme,Precipitation monitoring,INUNDATION FREQUENCY,0.708396256,PRECIPITATION INDICATORS,0.999535561,MARINE ENVIRONMENT MONITORING,0.959132016,CLIMATE INDICATORS,0.838132143,PRECIPITATION,7416
