ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT4o,Usage
667,script_186570.txt,Function,Export image properties to CSV,Export Composite Image,0.889148474,Export Selected Image,0.700427532,Export Processed Data,4886
668,script_186570.txt,Function,Export mosaic image to Drive,Export Processed Images To Drive,0.912892103,Export Processed Images To Drive,0.772239566,Export Mosaic,4886
669,script_186570.txt,Function,Export individual images to Drive,Export Processed Images To Drive,0.944409966,Export Processed Images To Drive,0.838701487,Export Processed Images To Drive,4886
670,script_186570.txt,Function,Create visual comparison maps,Visualize Terrain Features,0.857571721,Link Maps For Synchronized Viewing,0.741110742,Generates Visual Comparisons Of Pre- And Post-Event Images,4886
671,script_186570.txt,Function,Add marker point on map click,Display Interactive Map,0.855865896,Layer Addition To Map,0.658315659,Add A Feature Collection,4877
672,script_186601.txt,Function,Load image collection,Filter Image Collection,0.885418177,Aggregate Multiple Images,0.76622057,Import/Load Data,4877
673,script_186601.txt,Function,Filter images by polarization,Select Specific Polarization From Images,0.945967555,Select Specific Polarization From Images,0.809157252,Select Specific Polarization From Images,4877
674,script_186601.txt,Function,Filter images by date,Filter Images By Date,0.994331598,Filter Images By Date,0.979544282,Filter Images By Date,4877
675,script_186601.txt,Function,Filter images by location,Filter Images By Region,0.949295342,Filter Images By Region,0.86816895,Filter Image Collection By Region,4877
676,script_186601.txt,Function,Count images,Aggregate Multiple Images,0.902750134,Count Pixels,0.818782151,Count Pixels,4867
677,script_186601.txt,Function,Filter images by orbit direction,Filter Images,0.871922791,Filter Images By Time,0.753713727,Filter Images by wind conditions,4867
678,script_186601.txt,Function,Create composite image,Generate Image Composites,0.952985406,Generate Image Composites,0.92102015,Generate Image Composites,4867
679,script_186601.txt,Function,Display composite image,Displays Composite Image,0.959535062,Displays Composite Image,0.93913281,Displays Composite Image,4867
680,script_186601.txt,Function,Export composite image,Export Composite Image,0.991910338,Export Composite Image,0.985152662,Export Composite Image,4867
681,script_186601.txt,Function,Export image properties,Export Composite Image,0.919380546,Export Selected Image,0.792398334,Export Processed Data,4874
682,script_186601.txt,Function,Create linked maps,Display Interactive Map,0.868072033,Link Maps For Synchronized Viewing,0.792194843,Spatial Analysis,
683,script_186601.txt,Function,Display images on maps,Display Interactive Map,0.905627012,Display Interactive Map,0.79134804,Link Maps For Synchronized Viewing,4874
684,script_186601.txt,Function,Add markers on map click,Layer Addition To Map,0.859793067,Layer Addition To Map,0.684451938,Spatial Analysis,
685,script_186605.txt,Function,Define study areas,Area Of Interest Selection,0.818701148,Identify Outlier Areas,0.596552968,Visualize Satellite Images,4874
686,script_186605.txt,Function,Filter image collections by date,Filter Image Collection By Date,0.992982268,Filter Image Collection By Date,0.964559674,Filter Image Collection By Date,4889
687,script_186605.txt,Function,Filter image collections by location,Filter Image Collection By Region,0.949739516,Filter Image Collection By Region,0.864027143,Filter Image Collection By Region,4889
688,script_186605.txt,Function,Select specific bands,Select Specific Bands From Images,0.921846509,Select Specific Bands From Images,0.812876344,Select Specific Bands From Images,4889
689,script_186605.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4889
690,script_186605.txt,Function,Calculate NBR,Calculate NBR For Pre-Fire Image,0.897598743,Calculate NBR For Pre-Fire Image,0.792402744,Calculate Normalized Burn Ratio (NBR) For Images,4889
691,script_186605.txt,Function,Create mosaic,Creates And Exports Image Mosaics,0.876095653,Creates And Exports Image Mosaics,0.710196495,Filter And Mosaic Landsat Images,4864
692,script_186605.txt,Function,Export image properties,Export Composite Image,0.919380546,Export Selected Image,0.792398334,Export Features,4864
693,script_186605.txt,Function,Export mosaic,Export Mosaic,0.943290949,Export Mosaic,0.835748434,Export Mosaic,4864
694,script_186605.txt,Function,Export individual images,Export Processed Images,0.923503876,Export Selected Image,0.800112784,Export Selected Image,4864
695,script_186605.txt,Function,Visualize forest loss,Visualize Tree Loss,0.969045341,Visualize Tree Loss,0.912244916,Visualize Tree Loss,4864
696,script_186605.txt,Function,Add map layers,Layer Addition To Map,0.948012471,Layer Addition To Map,0.883725405,Layer Addition To Map,4877
697,script_186605.txt,Function,Link maps,Link Maps For Synchronized Viewing,0.890002906,Link Maps For Synchronized Viewing,0.830500484,Link Maps For Synchronized Viewing,4877
698,script_186605.txt,Function,Add click event to maps,Display Interactive Map,0.850340843,Layer Addition To Map,0.681253552,Layer Addition To Map,4877
699,script_186607.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4877
700,script_186607.txt,Function,Filter image collection by location,Filter Image Collection By Region,0.953257322,Filter Image Collection By Region,0.868404984,Filter Image Collection By Region,4877
701,script_186607.txt,Function,Sort image collection by time,Sort Image Collection By Time,0.993911862,Sort Image Collection By Time,0.976070821,Sort Image Collection By Time,4891
702,script_186607.txt,Function,Select specific bands,Select Specific Bands From Images,0.921846509,Select Specific Bands From Images,0.812876344,Select Specific Bands From Images,4891
703,script_186607.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4891
704,script_186607.txt,Function,Calculate NBR,Calculate NBR For Pre-Fire Image,0.897598743,Calculate NBR For Pre-Fire Image,0.792402744,Calculate Normalized Burn Ratio (NBR) For Images,4891
705,script_186607.txt,Function,Map function over image collection,Aggregate Multiple Images,0.881369472,Map Visualization Of Feature Collection,0.750059247,Map Function To Calculate And Analysis Features,4891
706,script_186607.txt,Function,Create mosaic of images,Stacking Multiple Images,0.89980638,Image Mosaicking,0.787574768,Filter And Mosaic Landsat Images,4878
707,script_186607.txt,Function,Add image layer to map,Layer Addition To Map,0.922194958,Layer Addition To Map,0.865712106,Layer Addition To Map,4878
708,script_186607.txt,Function,Create linked maps,Display Interactive Map,0.868072033,Link Maps For Synchronized Viewing,0.792194843,Link Maps For Synchronized Viewing,4878
709,script_186607.txt,Function,Add click event to map,Display Interactive Map,0.871104002,Layer Addition To Map,0.689535975,Layer Addition To Map,4878
710,script_186607.txt,Function,Display coordinates on click,Display Interactive Map,0.845918179,Clip Images To Specific Geographic Boundaries,0.620643377,Layer Addition To Map,4878
711,script_186815.txt,Function,Define study areas,Area Of Interest Selection,0.818701148,Identify Outlier Areas,0.596552968,Area Of Interest Selection,4890
712,script_186815.txt,Function,Filter image collections by date,Filter Image Collection By Date,0.992982268,Filter Image Collection By Date,0.964559674,Filter Image Collection By Date,4890
713,script_186815.txt,Function,Filter image collections by cloud cover,Filter Image Collection By Cloud Coverage,0.98629272,Filter Images By Cloud Cover,0.939220011,Filter Image Collection By Cloud Coverage,4890
714,script_186815.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4890
715,script_186815.txt,Function,Calculate NBR,Calculate NBR For Pre-Fire Image,0.897598743,Calculate NBR For Pre-Fire Image,0.792402744,Calculate Normalized Burn Ratio (NBR) For Images,4890
716,script_186815.txt,Function,Create image mosaic,Image Mosaicking,0.896737933,Image Mosaicking,0.78668952,Generate Image Composites,4871
717,script_186815.txt,Function,Export image properties,Export Composite Image,0.919380546,Export Selected Image,0.792398334,Export Results,4871
718,script_186815.txt,Function,Export image mosaic,Creates And Exports Image Mosaics,0.927972138,Creates And Exports Image Mosaics,0.786518872,Creates And Exports Image Mosaics,4871
719,script_186815.txt,Function,Export individual images,Export Processed Images,0.923503876,Export Selected Image,0.800112784,Export Selected Image,4871
720,script_186815.txt,Function,Visualize forest loss,Visualize Tree Loss,0.969045341,Visualize Tree Loss,0.912244916,Visualize Tree Loss,4871
721,script_186815.txt,Function,Visualize forest degradation,Visualize Tree Loss,0.922392905,Visualize Tree Loss,0.849821985,Visualize Changes In Forest Cover Over Time,4877
722,script_186815.txt,Function,Visualize forest fire,Visualize Burned Areas,0.897391856,Visualize Burned Areas,0.800183177,Visualize Burned Areas,4877
723,script_186815.txt,Function,Add map layers,Layer Addition To Map,0.948012471,Layer Addition To Map,0.883725405,Layer Addition To Map,4877
724,script_186815.txt,Function,Link maps,Link Maps For Synchronized Viewing,0.890002906,Link Maps For Synchronized Viewing,0.830500484,Link Maps For Synchronized Viewing,4877
725,script_186815.txt,Function,Add click event for coordinates,Display Interactive Map,0.801169097,Clip Temperature Data To Area Of Interest,0.628299177,Annotate Images,4877
726,script_186822.txt,Function,Buffer features by distance,Filter And Buffer A Feature Collection,0.858694792,Buffering Features,0.779236197,Buffering Features,4877
727,script_186822.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Spatial Analysis,
728,script_186822.txt,Function,Filter image collection by polarization,Select Specific Polarization From Images,0.928561687,Select Specific Polarization From Images,0.787343025,Filter Image Collection By Date,4877
729,script_186822.txt,Function,Filter image collection by resolution,Filter Image Collection,0.920195222,Filter Image Collection By Region,0.833739638,Spatial Analysis,
730,script_186822.txt,Function,Filter image collection by orbit,Filter Image Collection,0.884181619,Filter Image Collection By Region,0.770221353,Select Specific Polarization From Images,4877
731,script_186822.txt,Function,Exclude specific dates,Filter Images By Date,0.825703919,Filter Images By Date,0.613796294,Filter Image Collection By Date,4878
732,script_186822.txt,Function,Convert values to natural,Remapping Values,0.869601071,Compute Mean Values,0.670410514,Spatial Analysis,
733,script_186822.txt,Function,Convert values to dB,Data Conversion,0.857970834,Calculate dNBR For Fire Severity,0.615605474,Scaling index/indices values,4878
734,script_186822.txt,Function,Calculate mean and standard deviation,Standard Deviation Calculation,0.938124597,Standard Deviation Calculation,0.757195711,Spatial Analysis,
735,script_186822.txt,Function,Export data to CSV,Export Time Series Data,0.877231836,Export Sampled Data,0.749026299,Convert Radar Backscatter,4878
736,script_186829.txt,Function,Define regions of interest,Area Of Interest Selection,0.894076586,Area Of Interest Selection,0.640116513,Area Of Interest Selection,4878
737,script_186829.txt,Function,Create binary forest mask,Vegetation Masking,0.836078644,Vegetation Masking,0.659521699,Binary Image Creation,4878
738,script_186829.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4878
739,script_186829.txt,Function,Filter image collection by region,Filter Image Collection By Region,0.994834781,Filter Image Collection By Region,0.966503084,Filter Image Collection By Region,4878
740,script_186829.txt,Function,Apply forest mask to images,Image Masking,0.882441819,Apply Masks To Classified Images,0.76612401,Apply Masks To Classified Images,4878
741,script_186829.txt,Function,Calculate mean temperature over regions,Surface Temperature Calculation,0.877542615,Temperature Calculation,0.7676934,Compute Mean Values,4870
742,script_186829.txt,Function,Export data to CSV,Export Time Series Data,0.877231836,Export Sampled Data,0.749026299,Export Results,4870
743,script_186856.txt,Function,Rescale image bands,Image Band Manipulation,0.91310358,Rename Image Bands,0.76865232,Scaling Image Values,4870
744,script_186856.txt,Function,Compute cloud score,Cloud Score Computation,0.964070559,Cloud Score Computation,0.887052894,Cloud Score Computation,4870
745,script_186856.txt,Function,Mask clouds using QA band,Cloud Probability Masking,0.899655759,Add Cloud Probability And Mask As Image Bands,0.72580409,Image Cloud Masking,4870
746,script_186856.txt,Function,Mask dark outliers in time series,Time Series Anomaly Detection,0.863118172,Shadow Masking,0.677052081,Filter And Mask,4877
747,script_186856.txt,Function,Project cloud shadows,Shadow Projection,0.904956043,Shadow Projection,0.764394999,Spatial Analysis,
748,script_186856.txt,Function,Create daily mosaics,Creates And Exports Image Mosaics,0.827678442,Creates And Exports Image Mosaics,0.659284711,Shadow Projection,4877
749,script_186856.txt,Function,Filter image collection by date and location,Filter Image Collection By Date And Region,0.971194029,Filter Image Collection By Date And Region,0.929953694,Spatial Analysis,
750,script_186856.txt,Function,Add layers to map,Layer Addition To Map,0.959321618,Layer Addition To Map,0.908777416,Creating Daily Composite,4877
751,script_186886.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4886
752,script_186886.txt,Function,Filter image collection by region,Filter Image Collection By Region,0.994834781,Filter Image Collection By Region,0.966503084,Filter Image Collection By Region,4886
753,script_186886.txt,Function,Sort image collection by time,Sort Image Collection By Time,0.993911862,Sort Image Collection By Time,0.976070821,Sort Image Collection By Time,4886
754,script_186886.txt,Function,Select specific bands,Select Specific Bands From Images,0.921846509,Select Specific Bands From Images,0.812876344,Select Specific Bands From Images,4886
755,script_186886.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4886
756,script_186886.txt,Function,Calculate NBR,Calculate NBR For Pre-Fire Image,0.897598743,Calculate NBR For Pre-Fire Image,0.792402744,Calculate Normalized Burn Ratio (NBR) For Images,4885
757,script_186886.txt,Function,Create mosaic image,Image Mosaicking,0.888850331,Image Mosaicking,0.752794623,Creates And Exports Image Mosaics,4885
758,script_186886.txt,Function,Export image properties to CSV,Export Composite Image,0.889148474,Export Selected Image,0.700427532,Export Processed Data,4885
759,script_186886.txt,Function,Export mosaic image to Drive,Export Processed Images To Drive,0.912892103,Export Processed Images To Drive,0.772239566,Export Mosaic,4885
760,script_186886.txt,Function,Export individual images to Drive,Export Processed Images To Drive,0.944409966,Export Processed Images To Drive,0.838701487,Export Processed Images To Drive,4885
761,script_186886.txt,Function,Create map visualizations,Display Interactive Map,0.889178991,Generate Visualizations and Charts For Analysis,0.792942464,Map Visualization Of Feature Collection,4880
762,script_186886.txt,Function,Link maps for synchronized view,Link Maps For Synchronized Viewing,0.959837317,Link Maps For Synchronized Viewing,0.921513617,Link Maps For Synchronized Viewing,4880
763,script_186886.txt,Function,Add marker on map click,Layer Addition To Map,0.855361819,Layer Addition To Map,0.686990023,Annotate Images,4880
764,script_186888.txt,Function,Load Landsat 7 image,Mosaic Landsat Images,0.873083472,Mosaic Landsat Images,0.648031473,Import/Load Data,4880
765,script_186888.txt,Function,Add image layer to map,Layer Addition To Map,0.922194958,Layer Addition To Map,0.865712106,Layer Addition To Map,4880
766,script_186888.txt,Function,Get image geometry,Image Segmentation,0.876945019,Image Mapping,0.676421165,Define And Utilize Multiple Polygon Geometries For Analysis,4879
767,script_186888.txt,Function,Calculate pressure,Temperature Calculation,0.845065415,Calculate Precipitation,0.749704123,Calculate Data For Specific Spectral Bands,4879
768,script_186888.txt,Function,Define NDVI thresholds,Addition Of NDVI,0.829634726,Compute Median Of NDVI,0.73717618,Threshold Index Values,4879
769,script_186888.txt,Function,Calculate day of year,Calculating Annual Average,0.842895806,Calculate Annual Precipitation,0.750844717,Add Date Information To Images,4879
770,script_186888.txt,Function,Load Fmask data,Import/Load Data,0.852196336,Import/Load Data,0.643846273,Import/Load Data,4879
771,script_186888.txt,Function,Create cloud mask,Cloud And Water Masking,0.919183373,Cloud And Water Masking,0.760003209,Image Cloud Masking,4876
772,script_186888.txt,Function,Mask clouds in image,Image Cloud Masking,0.941416979,Image Cloud Masking,0.791505575,Image Cloud Masking,4876
773,script_186888.txt,Function,Calculate sun incidence angle,Solar angle calculation,0.932469487,Solar angle calculation,0.867471933,Solar angle calculation,4876
774,script_186888.txt,Function,Calculate atmospheric transmissivity,Emissivity Calculation,0.8522228,Emissivity Calculation,0.727509022,Atmospheric Correction,4876
775,script_186888.txt,Function,Calculate incoming shortwave radiation,Calculate Minimum Backscatter,0.865917623,Radiance calculation,0.737576663,Photosynthetically active radiation (PAR) calculation,4876
776,script_186888.txt,Function,Calculate radiance for bands,Radiance calculation,0.928218007,Radiance calculation,0.857357204,Radiance calculation,4879
777,script_186888.txt,Function,Calculate reflectance for bands,Calculate Data For Specific Spectral Bands,0.898739457,Calculate Data For Specific Spectral Bands,0.719200373,Reflectance Value Scaling,4879
778,script_186888.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4879
779,script_186888.txt,Function,Calculate vegetation proportion,Fractional Vegetation Calculation,0.928369105,Fractional Vegetation Calculation,0.810224235,Fractional Vegetation Calculation,4879
780,script_186888.txt,Function,Calculate emissivity,Emissivity Calculation,0.926618338,Emissivity Calculation,0.943824053,Emissivity Calculation,4879
781,script_186888.txt,Function,Calculate land surface temperature,Derive Land Surface Temperature Using Thermal Properties,0.935448289,Surface Temperature Calculation,0.852584243,Surface Temperature Calculation,4876
782,script_186888.txt,Function,Add NDVI layer to map,Layer Addition To Map,0.879835665,Addition Of NDVI,0.820508003,Add NDVI Band To Images,4876
783,script_186888.txt,Function,Add temperature layer to map,Layer Addition To Map,0.885773897,Layer Addition To Map,0.803905964,Visualize Temperature Data,4876
784,script_186888.txt,Function,Create 2-band image,Image Band Manipulation,0.898368835,Image Band Addition,0.731374621,Stack Multiple Image Bands,4876
785,script_186888.txt,Function,Create image collection,Filter Image Collection,0.914304614,Generate Image Composites,0.790414214,Temporal Collection Creation,4876
786,script_186888.txt,Function,Define plot area,Built-up Area Classification,0.839014053,Calculates Area,0.651010454,Area Of Interest Selection,4875
787,script_186888.txt,Function,Create scatter plot,Generate And Display A Scatter Plot,0.940327108,Generate And Display A Scatter Plot,0.910996437,Generate And Display A Scatter Plot,4875
788,script_186888.txt,Function,Generate random points,Random Point Generation,0.947684646,Random Point Generation,0.830908656,Random Point Generation,4875
789,script_186888.txt,Function,Add sampling locations to map,Sampling Regions,0.871288061,Layer Addition To Map,0.725429535,Add A Feature Collection,4875
790,script_186888.txt,Function,Plot values on scatter plot,Generate And Display A Scatter Plot,0.872811496,Generate And Display A Scatter Plot,0.779358149,Generate And Display A Scatter Plot,4875
791,script_186888.txt,Function,Render grid,Covering Grid Generation,0.877324045,Render,0.819672465,Covering Grid Generation,4881
792,script_186892.txt,Function,Filter image collection by cloud coverage,Filter Image Collection By Cloud Coverage,0.988546371,Filter Image Collection By Cloud Coverage,0.959037185,Filter Image Collection By Cloud Coverage,4881
793,script_186892.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4881
794,script_186892.txt,Function,Filter image collection by location,Filter Image Collection By Region,0.953257322,Filter Image Collection By Region,0.868404984,Filter Image Collection By Region,4881
795,script_186892.txt,Function,Select specific bands from images,Select Specific Bands From Images,0.993345678,Select Specific Bands From Images,0.959509611,Select Specific Bands From Images,4881
796,script_186892.txt,Function,Calculate NDVI,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Compute Median Of NDVI,0.883117259,Computes Normalized Difference Vegetation Index (NDVI),4886
797,script_186892.txt,Function,Calculate NBR,Calculate NBR For Pre-Fire Image,0.897598743,Calculate NBR For Pre-Fire Image,0.792402744,Calculate Normalized Burn Ratio (NBR) For Images,4886
798,script_186892.txt,Function,Create image mosaic,Image Mosaicking,0.896737933,Image Mosaicking,0.78668952,Creates And Exports Image Mosaics,4886
799,script_186892.txt,Function,Export image properties to CSV,Export Composite Image,0.889148474,Export Selected Image,0.700427532,Export Results,4886
800,script_186892.txt,Function,Export mosaic image to Drive,Export Processed Images To Drive,0.912892103,Export Processed Images To Drive,0.772239566,Export Mosaic,4886
801,script_186892.txt,Function,Export individual images to Drive,Export Processed Images To Drive,0.944409966,Export Processed Images To Drive,0.838701487,Export Processed Images To Drive,4879
802,script_186892.txt,Function,Create and link multiple maps,Display Interactive Map,0.87089175,Link Maps For Synchronized Viewing,0.734955907,Link Maps For Synchronized Viewing,4879
803,script_186892.txt,Function,Add point markers on map click,Display Interactive Map,0.86606133,Layer Addition To Map,0.649837852,Add A Feature Collection,4879
804,script_186914.txt,Function,Define region of interest,Area Of Interest Selection,0.898899794,Area Of Interest Selection,0.634812117,Area Of Interest Selection,4879
805,script_186914.txt,Function,Center map on region,Display Interactive Map,0.842047691,Create A Thematic Map,0.662044168,Visualization Setup,4879
806,script_186914.txt,Function,Set working scale,Apply Scale Factors To Image,0.812625051,Apply Scale Factors To Features,0.64384079,Unit Conversion,4891
807,script_186914.txt,Function,Load Sentinel-1 image collection,Filter Image Collection,0.84180069,Filter Image Collection,0.640929937,Spatial Analysis,
808,script_186914.txt,Function,Filter image collection by date and polarization,Filter Image Collection By Date And Boundaries,0.938127756,Filter Image Collection By Date,0.875527084,Import/Load Data,4891
809,script_186914.txt,Function,Mosaic images before and after event,Generates Visual Comparisons Of Pre- And Post-Event Images,0.889561713,Generates Visual Comparisons Of Pre- And Post-Event Images,0.772171259,Spatial Analysis,
810,script_186914.txt,Function,Smooth radar intensities,Smooth Radar Speckle In Images,0.872341812,Smooth Radar Speckle In Images,0.823118448,Filter Image Collection By Date And Region,4891
811,script_186914.txt,Function,Threshold radar intensities,Threshold Index Values,0.849975109,Threshold Index Values,0.702362657,Threshold Index Values,4871
812,script_186914.txt,Function,Display images on map,Display Interactive Map,0.914186656,Display Interactive Map,0.807724655,Visualize Satellite Images,4871
813,script_186914.txt,Function,Generate thumbnail URLs,Generate Image Composites For Indices/Index,0.849404335,Generate Image Composites,0.632054329,Generate Visualizations and Charts For Analysis,4871
814,script_186914.txt,Function,Update flooded area mask,Update Masks,0.905299664,Update Masks,0.80736804,Update Masks,4871
815,script_186914.txt,Function,Clean false positive pixels,Pixel Correction,0.882526517,Clear Pixel Masking,0.708005786,Remove Invalid Value,4871
816,script_186914.txt,Function,Convert pixels to polygons,Pixel Area Calculation,0.872631133,Filtering Polygons,0.720405698,Convert Raster To Vector,4874
817,script_186914.txt,Function,Clip population data to polygons,Clip Population Data To Flood-Affected Regions,0.889287949,Clip Population Data To Flood-Affected Regions,0.791178644,Clip Population Data To Flood-Affected Regions,4874
818,script_186914.txt,Function,Calculate area of polygons,Area Calculation,0.91958952,Calculates Area,0.812136889,Area Calculation,4874
819,script_186914.txt,Function,Sample population data,Sampling Data,0.920108438,Sampling Data,0.786200047,Sample Data Preparation,4874
820,script_186914.txt,Function,Export polygons to Drive,Export Processed Data To Drive,0.881501853,Export Processed Images To Drive,0.814916492,Export Geospatial Data,4874
821,script_186915.txt,Function,Define region of interest,Area Of Interest Selection,0.898899794,Area Of Interest Selection,0.634812117,Area Of Interest Selection,4876
822,script_186915.txt,Function,Center map on region,Display Interactive Map,0.842047691,Create A Thematic Map,0.662044168,Area Of Interest Selection,4876
823,script_186915.txt,Function,Set working scale,Apply Scale Factors To Image,0.812625051,Apply Scale Factors To Features,0.64384079,Area Of Interest Selection,4876
824,script_186915.txt,Function,Load Sentinel-1 image collection,Filter Image Collection,0.84180069,Filter Image Collection,0.640929937,Import/Load Data,4876
825,script_186915.txt,Function,Filter image collection by date,Filter Image Collection By Date,0.995933652,Filter Image Collection By Date,0.978277922,Filter Image Collection By Date,4876
826,script_186915.txt,Function,Mosaic images,Image Mosaicking,0.907026708,Mosaic Landsat Images,0.860242248,Filter And Mosaic Landsat Images,4862
827,script_186915.txt,Function,Apply median filter,Calculates Median Values,0.901328683,Applying Mean Filter To Image,0.791016579,Applying Mean Filter To Image,4862
828,script_186915.txt,Function,Subtract images,Reduction Of Image Collection,0.89599359,Image Reduction,0.736865997,Difference Calculation,4862
829,script_186915.txt,Function,Apply threshold,Threshold Condition Application,0.887707949,Threshold Application,0.861314416,Threshold Application,4862
830,script_186915.txt,Function,Update mask,Update Masks,0.964234948,Update Masks,0.955916166,Update Masks,4862
831,script_186915.txt,Function,Visualize images,Enhancing Image Visualization,0.919436276,Visualize Satellite Images,0.871545911,Visualize Satellite Images,4868
832,script_186915.txt,Function,Clip images,Clip Images,0.989284635,Clip Images,0.969137847,Clip Images,4868
833,script_186915.txt,Function,Convert pixels to polygons,Pixel Area Calculation,0.872631133,Filtering Polygons,0.720405698,Convert Raster To Vector,4868
834,script_186915.txt,Function,Clip population data,Clip Population Data To Flood-Affected Regions,0.893491387,Clip Population Data To Flood-Affected Regions,0.773053765,Clip Population Data To Flood-Affected Regions,4868
835,script_186915.txt,Function,Map population data,Display Interactive Map,0.838907421,Clip Population Data To Flood-Affected Regions,0.686532855,Mapping Features,4868
836,script_186915.txt,Function,Sample regions,Sampling Regions,0.960412621,Sampling Regions,0.881775737,Sampling Regions,4873
837,script_186915.txt,Function,Export data to Drive,Export Processed Data To Drive,0.952408671,Export Processed Data To Drive,0.917443633,Spatial Analysis,
838,script_186940.txt,Function,Define area of interest,Area Of Interest Selection,0.921453297,Area Of Interest Selection,0.661188722,Export Processed Data To Drive,4873
839,script_186940.txt,Function,Set visualization parameters,Visualization Setup,0.889141977,Visualization Setup,0.817325234,Spatial Analysis,
840,script_186940.txt,Function,Create dummy image collection,Filter Image Collection,0.872862935,Generate Image Composites,0.734923959,Area Of Interest Selection,4873
841,script_186940.txt,Function,Harmonize Landsat 8 to Landsat 7,"Merge, Harmonize, And Standardize Landsat Image Collections",0.806004286,"Merge, Harmonize, And Standardize Landsat Image Collections",0.705904245,Harmonization Of Images,4883
842,script_186940.txt,Function,Retrieve surface reflectance collection,Surface Reflectance Correction,0.852816999,Surface Reflectance Correction,0.696585774,Surface Reflectance Correction,4883
843,script_186940.txt,Function,Merge sensor collections,Merge Feature Collections,0.868332386,Merge Feature Collections,0.836061776,Merge Feature Collections,4883
844,script_186940.txt,Function,Reduce collection to single image per year,Reduction Of Image Collection,0.904873729,Reduce Image Collection To Minimum Value,0.783184528,Reduction Of Image Collection,4883
845,script_186940.txt,Function,Build annual mosaic collection,Building Annual Mosaic Collection,0.949827731,Building Annual Mosaic Collection,0.826310217,Building Annual Mosaic Collection,4883
846,script_186974.txt,Function,Load Landsat 5 data,Load and Display Pre- And Post-Fire Satellite Image,0.828829885,Import/Load Data,0.655148387,Import/Load Data,4892
847,script_186974.txt,Function,Apply cloud mask to Landsat 5,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.870007396,Cloud And Water Masking,0.699234247,Image Cloud Masking,4892
848,script_186974.txt,Function,Filter Landsat 5 by date and location,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.87453407,Filter Images By Date And Region,0.718537569,Filter Image Collection By Date And Region,4892
849,script_186974.txt,Function,Select and rename Landsat 5 bands,Rename Spectral Bands,0.889948905,Rename Image Bands,0.723276496,Rename Image Bands,4892
850,script_186974.txt,Function,Load Landsat 7 data,Load and Display Pre- And Post-Fire Satellite Image,0.831394374,Import/Load Data,0.652097225,Import/Load Data,4892
851,script_186974.txt,Function,Apply cloud mask to Landsat 7,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.871253908,Cloud And Water Masking,0.688811898,Image Cloud Masking,4894
852,script_186974.txt,Function,Filter Landsat 7 by date and location,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.877329707,Filter Images By Date And Region,0.721094787,Filter Image Collection By Date And Region,4894
853,script_186974.txt,Function,Select and rename Landsat 7 bands,Rename Spectral Bands,0.899505615,Rename Image Bands,0.721713901,Rename Image Bands,4894
854,script_186974.txt,Function,Load Landsat 8 data,Load and Display Pre- And Post-Fire Satellite Image,0.831080437,Import/Load Data,0.645041108,Import/Load Data,4894
855,script_186974.txt,Function,Apply cloud mask to Landsat 8,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.865726709,Cloud And Water Masking,0.693211496,Image Cloud Masking,4894
856,script_186974.txt,Function,Filter Landsat 8 by date and location,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.879447401,Filter Images By Date And Region,0.718859792,Filter Image Collection By Date And Region,4902
857,script_186974.txt,Function,Select and rename Landsat 8 bands,Rename Spectral Bands,0.881118238,Rename Image Bands,0.721141815,Rename Image Bands,4902
