ID,Script_ID,Entity_Type,Value,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_BAAI,Top1_Similarity_BAAI,Value_GPT4o,Usage
168,script_186822.txt,Theme,Buffer effect reduction,DENITRIFICATION RATE,0.811523378,BIDIRECTIONAL REFLECTANCE FACTOR,0.619483352,ENVIRONMENTAL IMPACTS,7325
169,script_186822.txt,Theme,Satellite data filtering,SATELLITE SOIL MOISTURE INDEX,0.836101055,INFILTRATION,0.652020454,SATELLITE SOIL MOISTURE INDEX,7325
170,script_186822.txt,Theme,Rainy day exclusion,RAIN STORMS,0.823034167,RAIN,0.598276734,PRECIPITATION INDICATORS,7325
171,script_186822.txt,Theme,Value conversion,REBOUND RATE,0.791224062,IMPORTANCE VALUE,0.674450755,SOIL BULK DENSITY,7315
172,script_186822.txt,Theme,Statistical analysis,ISOTOPIC ANALYSIS,0.843059719,STRATIGRAPHIC SEQUENCE,0.700239241,Earth Science,
173,script_186829.txt,Theme,Forest change analysis,FOREST MENSURATION,0.892504096,FOREST MENSURATION,0.745732427,SOIL CHEMISTRY,7315
174,script_186829.txt,Theme,Temperature analysis,PARTICLE TEMPERATURE,0.878895044,AMBIENT TEMPERATURE,0.7193712,Earth Science,
175,script_186856.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,FOREST CONSERVATION,7315
176,script_186856.txt,Theme,Shadow projection,REFLECTION,0.834142864,LIGHT TRANSMISSION,0.651127577,SHADOW PROJECTION,7326
177,script_186856.txt,Theme,Sentinel-2 imagery analysis,RADAR IMAGERY,0.832955122,RADAR IMAGERY,0.5894261,SENTINEL-2 IMAGERY ANALYSIS,7326
178,script_186886.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST LOSS DETECTION,7326
179,script_186886.txt,Theme,Forest degradation,DEFORESTATION,0.888952017,DEFORESTATION,0.777377665,FOREST DEGRADATION,7326
180,script_186886.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE DETECTION,7326
181,script_186888.txt,Theme,Landsat 7 analysis,SATELLITE SOIL MOISTURE INDEX,0.829970479,ISOTOPIC ANALYSIS,0.522372127,LAND USE/LAND COVER CLASSIFICATION,7317
182,script_186888.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7317
183,script_186888.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD PROPERTIES,7317
184,script_186888.txt,Theme,Radiance calculation,RADIANCE,0.857045412,RADIANCE,0.734943867,RADIATIVE FLUX,7317
185,script_186888.txt,Theme,Temperature mapping,TEMPERATURE PROFILES,0.886799693,TEMPERATURE INDICATORS,0.714574099,TEMPERATURE INDICES,7317
186,script_186892.txt,Theme,Forest loss detection,FOREST MENSURATION,0.887243629,FOREST MENSURATION,0.741072893,FOREST CONSERVATION,7324
187,script_186892.txt,Theme,Forest degradation detection,FOREST MENSURATION,0.887953579,FOREST MENSURATION,0.746489406,FOREST CONSERVATION,7324
188,script_186892.txt,Theme,Forest fire detection,FOREST FIRE SCIENCE,0.867400885,FOREST MENSURATION,0.743600607,FOREST FIRE SCIENCE,7324
189,script_186914.txt,Theme,Flood detection using Sentinel-1 SAR data,LIDAR WAVEFORM,0.817679763,FLOOD LEVELS,0.638435781,FLOODS,7324
190,script_186915.txt,Theme,Flood detection using Sentinel-1 SAR data,LIDAR WAVEFORM,0.817679763,FLOOD LEVELS,0.638435781,FLOODS,7324
191,script_186940.txt,Theme,Landsat image harmonization,CONTOUR MAPS,0.811591327,DATA SYNCHRONIZATION TIME,0.61180234,LAND USE/LAND COVER CLASSIFICATION,7323
192,script_186940.txt,Theme,Annual mosaic creation,APICULTURE,0.776393533,ANNUAL ELLIPTICAL COMPONENT,0.560118258,LAND USE/LAND COVER CLASSIFICATION,7323
193,script_186940.txt,Theme,Medoid compositing,MESOSCALE CONVECTIVE COMPLEX,0.85116303,CONDENSATION,0.599659204,LAND USE/LAND COVER CLASSIFICATION,7323
194,script_186974.txt,Theme,Surface reflectance analysis,APPARENT SURFACE REFLECTIVITY,0.861105084,APPARENT SURFACE REFLECTIVITY,0.811173797,REFLECTANCE,7323
195,script_186974.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD TYPES,7323
196,script_186974.txt,Theme,NDWI and MNDWI calculation,NINO 1+2 INDEX,0.783902168,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.611021399,VEGETATION INDEX,7311
197,script_187038.txt,Theme,Water classification,WATER CHARACTERISTICS,0.878284931,WATER CHARACTERISTICS,0.745844364,Earth Science,
198,script_187038.txt,Theme,Cloud cover analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.928549826,CLOUD OPTICAL DEPTH/THICKNESS,0.649562716,WATER QUALITY,7311
199,script_187038.txt,Theme,Temporal filtering,BIVARIATE ENSO TIMESERIES INDEX,0.822874665,NATURAL SELECTION,0.712812781,Earth Science,
200,script_187038.txt,Theme,Spatial filtering,SPECIFIC SURFACE AREA,0.846131802,INFILTRATION,0.704425454,CLOUD PROPERTIES,7311
201,script_187125.txt,Theme,Water detection using Sentinel-2 imagery,LIDAR,0.812902689,WATER CHARACTERISTICS,0.654698014,WATER QUALITY/WATER CHEMISTRY,7326
202,script_187131.txt,Theme,Fire damage assessment in Russian regions,FIRE WEATHER INDEX,0.829532027,FIRE WEATHER INDEX,0.549586296,FIRE ECOLOGY,7326
203,script_187137.txt,Theme,Temperature analysis,PARTICLE TEMPERATURE,0.878895044,AMBIENT TEMPERATURE,0.7193712,ATMOSPHERIC TEMPERATURE,7326
204,script_187137.txt,Theme,Monthly temperature trends,TEMPERATURE TRENDS,0.89130187,TEMPERATURE TENDENCY,0.755903006,TEMPERATURE INDICES,7326
205,script_187137.txt,Theme,Annual temperature range,REGIONAL CLIMATE LEVELS,0.86356461,LAND SURFACE TEMPERATURE,0.669617832,TEMPERATURE INDICATORS,7326
206,script_187138.txt,Theme,Forest change,FOREST MENSURATION,0.890934765,TREE LINE SHIFT,0.792839587,FOREST MANAGEMENT,7310
207,script_187138.txt,Theme,Surface temperature,SURFACE TEMPERATURE,0.931553483,SURFACE TEMPERATURE,0.850458264,SURFACE TEMPERATURE,7310
208,script_187138.txt,Theme,Deforestation analysis,FOREST MENSURATION,0.887530088,DEFORESTATION,0.753995895,DEFORESTATION,7310
209,script_187226.txt,Theme,Cloud and shadow masking,CLOUD REFLECTANCE,0.88229835,CLOUD OPTICAL DEPTH/THICKNESS,0.650006056,CLOUD PROPERTIES,7310
210,script_187226.txt,Theme,Water masking,WATER VAPOR PROCESSES,0.845144451,WATER MASSES,0.726014018,SURFACE WATER,7310
211,script_187226.txt,Theme,Sentinel-2 imagery analysis,RADAR IMAGERY,0.832955122,RADAR IMAGERY,0.5894261,SATELLITE SOIL MOISTURE INDEX,7324
212,script_187248.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,7324
213,script_187248.txt,Theme,NDVI Calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.824810624,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.695064306,VEGETATION INDEX,7324
214,script_187248.txt,Theme,Cloud Masking,CLOUD MICROPHYSICS,0.89395225,LAND/OCEAN/ICE MASK,0.623371601,CLOUD TYPES,7324
215,script_187481.txt,Theme,Flood mapping using Sentinel-1 imagery,FLOOD LEVELS,0.836804926,FLOODING,0.659401119,FLOODS,7324
216,script_187523.txt,Theme,Flood mapping using Sentinel-1 imagery,FLOOD LEVELS,0.836804926,FLOODING,0.659401119,FLOODS,7328
217,script_187528.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD LEVELS,0.830997765,FLOOD FREQUENCY,0.667198062,FLOODS,7328
218,script_187530.txt,Theme,Flood mapping using Sentinel-1 imagery,FLOOD LEVELS,0.836804926,FLOODING,0.659401119,FLOODS,7328
219,script_187532.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD LEVELS,0.830997765,FLOOD FREQUENCY,0.667198062,FLOODS,7328
220,script_187533.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD LEVELS,0.830997765,FLOOD FREQUENCY,0.667198062,FLOODS,7328
221,script_187534.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD LEVELS,0.830997765,FLOOD FREQUENCY,0.667198062,FLOODS,7328
222,script_187535.txt,Theme,Flood mapping using Sentinel-1 data,FLOOD LEVELS,0.830997765,FLOOD FREQUENCY,0.667198062,FLOODS,7328
223,script_187582.txt,Theme,Parthenium classification,BIOLOGICAL CLASSIFICATION,0.849468768,PLANT PHENOLOGY,0.496080011,"WEEDS, NOXIOUS PLANTS OR INVASIVE PLANTS",7328
224,script_187582.txt,Theme,Vegetation indices,VEGETATION INDEX,0.951598525,VEGETATION INDEX,0.782299399,VEGETATION INDEX,7328
225,script_187582.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD MASK,7328
226,script_187582.txt,Theme,Accuracy assessment,PRECIPITATION,0.810382247,ACCRETION,0.650696933,VEGETATION INDEX,7317
227,script_187585.txt,Theme,MODIS EVI analysis,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.816404223,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.590058446,VEGETATION INDEX,7317
228,script_187585.txt,Theme,Principal Component Analysis,PRECIPITATION ANOMALIES,0.824120164,SENSOR CHARACTERISTICS,0.633380651,VEGETATION INDEX,7317
229,script_187586.txt,Theme,MODIS EVI annual average,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.792226791,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.53309387,VEGETATION INDEX,7317
230,script_187586.txt,Theme,Principal Component Analysis,PRECIPITATION ANOMALIES,0.824120164,SENSOR CHARACTERISTICS,0.633380651,VEGETATION INDEX,7317
231,script_187587.txt,Theme,MODIS EVI analysis,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.816404223,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.590058446,VEGETATION INDEX,7322
232,script_187587.txt,Theme,Principal Component Analysis,PRECIPITATION ANOMALIES,0.824120164,SENSOR CHARACTERISTICS,0.633380651,VEGETATION INDEX,7322
233,script_187738.txt,Theme,Cropland classification,SOIL CLASSIFICATION,0.889608085,SOIL CLASSIFICATION,0.73532784,LAND USE/LAND COVER CLASSIFICATION,7322
234,script_187738.txt,Theme,Object-based image analysis,ISOTOPIC ANALYSIS,0.839352608,INFRARED IMAGERY,0.674590826,VEGETATION INDEX,7322
235,script_187738.txt,Theme,Random forest classification,FOREST MENSURATION,0.831802964,NATURAL SELECTION,0.714344382,LAND USE/LAND COVER CLASSIFICATION,7322
236,script_187749.txt,Theme,NDVI trend analysis in Beijing,TEMPERATURE TRENDS,0.782647312,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.592886448,VEGETATION INDEX,7311
237,script_187821.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.913781404,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,7311
238,script_187821.txt,Theme,Burn severity analysis,BURNED AREA,0.844546676,BRIGHTNESS TEMPERATURE,0.566489458,FIRE MANAGEMENT,7311
239,script_187821.txt,Theme,Burned area calculation,BURNED AREA,0.855115831,BURNED AREA,0.731428683,FIRE MANAGEMENT,7311
240,script_187822.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.913781404,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,7311
241,script_187822.txt,Theme,Burn severity analysis,BURNED AREA,0.844546676,BRIGHTNESS TEMPERATURE,0.566489458,FIRE MANAGEMENT,7309
242,script_187822.txt,Theme,Burned area calculation,BURNED AREA,0.855115831,BURNED AREA,0.731428683,FIRE MANAGEMENT,7309
243,script_187825.txt,Theme,Fire monitoring,FIRE MANAGEMENT,0.913781404,FIRE MANAGEMENT,0.730659544,FIRE MANAGEMENT,7309
244,script_187825.txt,Theme,Burn severity analysis,BURNED AREA,0.844546676,BRIGHTNESS TEMPERATURE,0.566489458,FIRE MANAGEMENT,7309
245,script_187825.txt,Theme,Burned area calculation,BURNED AREA,0.855115831,BURNED AREA,0.731428683,FIRE MANAGEMENT,7309
246,script_187888.txt,Theme,NDVI analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.840828061,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.68153584,VEGETATION INDEX,7316
247,script_187888.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUDS,7316
248,script_187888.txt,Theme,Landsat imagery processing,SATELLITE SOIL MOISTURE INDEX,0.818571925,LANDSCAPE PROCESSES,0.669885755,LAND USE/LAND COVER CLASSIFICATION,7316
249,script_187895.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7316
250,script_187895.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUDS,7316
251,script_187895.txt,Theme,BSI calculation,BIOMASS DYNAMICS,0.793964684,SHOWALTER STABILITY INDEX (SI),0.555022597,SOIL BULK DENSITY,7320
252,script_187895.txt,Theme,Temporal analysis,BIVARIATE ENSO TIMESERIES INDEX,0.821212769,STRATIGRAPHIC SEQUENCE,0.686426878,ATMOSPHERIC TEMPERATURE INDICES,7320
253,script_188011.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,7320
254,script_188030.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7320
255,script_188030.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD PROPERTIES,7320
256,script_188030.txt,Theme,EVI calculation,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.809820533,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.694227278,ENVIRONMENTAL VULNERABILITY INDEX (EVI),7325
257,script_188030.txt,Theme,Time series analysis,BIVARIATE ENSO TIMESERIES INDEX,0.791666508,STRATIGRAPHIC SEQUENCE,0.655381441,SCENARIO PLANNING,7325
258,script_188052.txt,Theme,Water detection using satellite imagery,ATMOSPHERIC/OCEAN INDICATORS,0.828985929,WATER IMPOUNDMENT,0.67181474,WATER RESOURCES,7325
259,script_188068.txt,Theme,Flood impact analysis,FLOOD LEVELS,0.852381289,INUNDATION AMOUNT,0.644747138,FLOODS,7325
260,script_188068.txt,Theme,Population exposure,POPULATION DENSITY,0.875718594,POPULATION,0.721381664,VULNERABLE POPULATIONS,7325
261,script_188068.txt,Theme,Agricultural impact,AGRICULTURE,0.881598115,AGRICULTURE PRODUCTION,0.697677255,AGRICULTURE PRODUCTION,7310
262,script_188068.txt,Theme,Urban area impact,URBAN AREAS,0.87445581,URBAN AREAS,0.667322516,URBAN AREAS,7310
263,script_188073.txt,Theme,Flood analysis,FLOOD LEVELS,0.877972722,FLOODING,0.683571637,FLOODS,7310
264,script_188073.txt,Theme,Population impact,POPULATION DYNAMICS,0.887953877,POPULATION,0.737985075,POPULATION,7310
265,script_188073.txt,Theme,Agricultural impact,AGRICULTURE,0.881598115,AGRICULTURE PRODUCTION,0.697677255,AGRICULTURE PRODUCTION,7310
266,script_188073.txt,Theme,Urban impact,URBAN AREAS,0.870509803,ENVIRONMENTAL IMPACTS,0.700162172,URBANIZATION/URBAN SPRAWL,7331
267,script_188116.txt,Theme,Forest classification,FOREST COMPOSITION/VEGETATION STRUCTURE,0.912571847,FOREST MENSURATION,0.727544963,FOREST COMPOSITION/VEGETATION STRUCTURE,7331
268,script_188116.txt,Theme,Water masking,WATER VAPOR PROCESSES,0.845144451,WATER MASSES,0.726014018,LAND/OCEAN/ICE MASK,7331
269,script_188116.txt,Theme,Landsat mosaics,SOLAR SYNOPTIC MAPS,0.832731009,SOLAR SYNOPTIC MAPS,0.561296105,LAND USE/LAND COVER CLASSIFICATION,7331
270,script_188116.txt,Theme,Sentinel mosaics,DICOTS,0.817783356,SEDIMENTARY TEXTURES,0.597770691,LAND USE/LAND COVER CLASSIFICATION,7331
271,script_188147.txt,Theme,Forest classification,FOREST COMPOSITION/VEGETATION STRUCTURE,0.912571847,FOREST MENSURATION,0.727544963,FOREST COMPOSITION/VEGETATION STRUCTURE,7327
272,script_188147.txt,Theme,Land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.881120205,LAND USE/LAND COVER,0.719114304,LAND USE/LAND COVER CLASSIFICATION,7327
273,script_188147.txt,Theme,Water detection,WATER VAPOR INDICATORS,0.868164659,WATER CHARACTERISTICS,0.729074478,WATER QUALITY/WATER CHEMISTRY,7327
274,script_188147.txt,Theme,Urban area masking,URBAN AREAS,0.858234823,URBAN AREAS,0.702729285,URBAN AREAS,7327
275,script_188163.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7327
276,script_188163.txt,Theme,Seasonal mosaics,LANDSCAPE PATTERNS,0.810610235,SEASONALLY FROZEN GROUND,0.620124459,PLANT PHENOLOGY,7328
277,script_188163.txt,Theme,Water detection,WATER VAPOR INDICATORS,0.868164659,WATER CHARACTERISTICS,0.729074478,Earth Science,
278,script_188163.txt,Theme,Urban area masking,URBAN AREAS,0.858234823,URBAN AREAS,0.702729285,WATER QUALITY/WATER CHEMISTRY,7328
279,script_188182.txt,Theme,Land cover change detection in Zimbabwe,LAND SURFACE/AGRICULTURE INDICATORS,0.833362877,LAND USE/LAND COVER,0.604258955,Earth Science,
280,script_188190.txt,Theme,Forest classification,FOREST COMPOSITION/VEGETATION STRUCTURE,0.912571847,FOREST MENSURATION,0.727544963,URBAN AREAS,7328
281,script_188190.txt,Theme,Land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.881120205,LAND USE/LAND COVER,0.719114304,LAND USE/LAND COVER,7325
282,script_188190.txt,Theme,Temporal analysis,BIVARIATE ENSO TIMESERIES INDEX,0.821212769,STRATIGRAPHIC SEQUENCE,0.686426878,Earth Science,
283,script_188190.txt,Theme,Spatial analysis,SHORELINE MAPPING,0.848592281,STRATIGRAPHIC SEQUENCE,0.705888033,ATMOSPHERIC TEMPERATURE INDICES,7325
284,script_188200.txt,Theme,Forest classification,FOREST COMPOSITION/VEGETATION STRUCTURE,0.912571847,FOREST MENSURATION,0.727544963,Earth Science,
285,script_188200.txt,Theme,Land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.881120205,LAND USE/LAND COVER,0.719114304,LAND USE/LAND COVER CLASSIFICATION,7325
286,script_188200.txt,Theme,Seasonal mosaic creation,LANDSCAPE PROCESSES,0.799195647,SEASONALLY FROZEN GROUND,0.607062459,PLANT PHENOLOGY,7323
287,script_188211.txt,Theme,Water body detection,WATER VAPOR INDICATORS,0.84533453,WATER DEPTH,0.719680309,WATER QUALITY,7323
288,script_188211.txt,Theme,SSC estimation,POPULATION ESTIMATES,0.818630755,SOUTHERN OSCILLATION INDEX,0.598648012,SOIL SALINITY/SOIL SODICITY,7323
289,script_188211.txt,Theme,Index calculation,MULTIVARIATE ENSO INDEX,0.844202876,PRECIPITATION INDICES,0.645382881,VEGETATION INDEX,7323
290,script_188211.txt,Theme,Landsat data processing,SATELLITE SOIL MOISTURE INDEX,0.822414279,LANDSCAPE PROCESSES,0.636480689,LAND USE/LAND COVER CLASSIFICATION,7323
291,script_188217.txt,Theme,Urbanization analysis,URBANIZATION/URBAN SPRAWL,0.865142703,URBANIZATION/URBAN SPRAWL,0.660250723,URBANIZATION/URBAN SPRAWL,7323
292,script_188217.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.925580025,LAND USE/LAND COVER CLASSIFICATION,0.805195212,LAND USE/LAND COVER CLASSIFICATION,7323
293,script_188217.txt,Theme,Image normalization,RADAR IMAGERY,0.802081347,INFRARED IMAGERY,0.687243223,Earth Science,7323
294,script_188221.txt,Theme,Climate data analysis,CONVECTIVE CLOUDS/SYSTEMS (OBSERVED/ANALYZED),0.830124378,CLIMATE INDICATORS,0.705299258,CLIMATE INDICATORS,7323
295,script_188221.txt,Theme,Precipitation measurement,GROUND WATER PROCESSES/MEASUREMENTS,0.847865462,WATER PRESSURE,0.69630301,PRECIPITATION INDICATORS,7323
296,script_188221.txt,Theme,Evaporation measurement,WATER VAPOR INDICATORS,0.845730007,EVAPORATION,0.795888901,SOIL MOISTURE/WATER CONTENT,7327
297,script_188221.txt,Theme,Runoff measurement,GROUND WATER PROCESSES/MEASUREMENTS,0.853342056,RUNOFF,0.695292473,FRESHWATER RUNOFF,7327
298,script_188221.txt,Theme,Temperature analysis,PARTICLE TEMPERATURE,0.878895044,AMBIENT TEMPERATURE,0.7193712,ATMOSPHERIC TEMPERATURE,7327
299,script_188378.txt,Theme,Crop classification,SOIL CLASSIFICATION,0.876702666,SOIL CLASSIFICATION,0.719805121,CROP/PLANT YIELDS,7327
300,script_188386.txt,Theme,Agricultural land cover analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.900465667,LAND USE/LAND COVER,0.688361943,LAND USE/LAND COVER CLASSIFICATION,7327
301,script_188389.txt,Theme,Crop classification,SOIL CLASSIFICATION,0.876702666,SOIL CLASSIFICATION,0.719805121,CROPPING SYSTEMS,7324
302,script_188397.txt,Theme,Burned area detection,BURNED AREA,0.880084395,BURNED AREA,0.751452446,FIRE MANAGEMENT,7324
303,script_188400.txt,Theme,NO2 concentration analysis,CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.834361494,OXYGEN ISOTOPE ANALYSIS,0.655578792,NITROGEN DIOXIDE,7324
304,script_188401.txt,Theme,Temperature analysis over specific region,TEMPERATURE GRADIENT,0.847833276,AMBIENT TEMPERATURE,0.692210793,TEMPERATURE INDICATORS,7324
305,script_188412.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,7324
306,script_188412.txt,Theme,NDVI Calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.824810624,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.695064306,VEGETATION INDEX,7313
307,script_188412.txt,Theme,Cloud Masking,CLOUD MICROPHYSICS,0.89395225,LAND/OCEAN/ICE MASK,0.623371601,CLOUD PROPERTIES,7313
308,script_188413.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,CLOUD PROPERTIES,7313
309,script_188413.txt,Theme,NDVI calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.821857333,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.693864882,VEGETATION INDEX,7313
310,script_188413.txt,Theme,LST calculation,LEAF AREA INDEX (LAI),0.7943995,DST INDEX,0.629600048,LAND SURFACE TEMPERATURE,7313
311,script_188413.txt,Theme,Image export,PASTURE,0.787399292,PHOTOSYNTHESIS,0.581121087,FOOD PROCESSING,7314
312,script_188414.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.878021121,LAND SURFACE TEMPERATURE,0.79077208,LAND SURFACE TEMPERATURE,7314
313,script_188414.txt,Theme,NDVI Calculation,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.824810624,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.695064306,VEGETATION INDEX,7314
314,script_188414.txt,Theme,Cloud Masking,CLOUD MICROPHYSICS,0.89395225,LAND/OCEAN/ICE MASK,0.623371601,CLOUD TYPES,7314
315,script_188419.txt,Theme,Land Surface Temperature,LAND SURFACE TEMPERATURE,0.955667853,LAND SURFACE TEMPERATURE,0.914831519,LAND SURFACE TEMPERATURE,7314
316,script_188419.txt,Theme,NDVI Analysis,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.841811359,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.68970263,VEGETATION INDEX,7309
317,script_188419.txt,Theme,Cloud Masking,CLOUD MICROPHYSICS,0.89395225,LAND/OCEAN/ICE MASK,0.623371601,CLOUDS,7309
318,script_188454.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.892683864,CLOUD DYNAMICS,0.608694434,CLOUDS,7309
319,script_188454.txt,Theme,Temporal cloud coverage,TROPOSPHERIC/MID-LEVEL CLOUDS (OBSERVED/ANALYZED),0.861441553,INTERMITTENT STREAM,0.679660916,CLOUDS,7309
320,script_188455.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.892683864,CLOUD DYNAMICS,0.608694434,CLOUDS,7309
321,script_188455.txt,Theme,Image mosaicking,RADAR IMAGERY,0.821515322,PHOTOSYNTHESIS,0.661672056,IMAGE PROCESSING,7315
322,script_188455.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,Earth Science,
323,script_188455.txt,Theme,Percentage calculation,PERCENT CONVECTIVE CLOUDS,0.802364171,PERCOLATION RATE,0.671913743,CLOUD MASKING,7315
324,script_188458.txt,Theme,Cloud probability analysis in East and South Asia,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.877855003,CLOUD VERTICAL DISTRIBUTION,0.551581502,Earth Science,
325,script_188465.txt,Theme,Cloud masking,CLOUD MICROPHYSICS,0.896247745,CLOUD CEILING,0.6455549,MATHEMATICAL METHODS,7315
326,script_188465.txt,Theme,Daily mosaics,DICOTS,0.800095201,DIURNAL MOVEMENTS,0.67720747,SURFACE MASS,7314
327,script_188465.txt,Theme,Image summation,INFRARED IMAGERY,0.825221181,PHOTOSYNTHESIS,0.678530931,SURFACE MASS,7314
328,script_188502.txt,Theme,Water area change detection,WATER VAPOR INDICATORS,0.857511997,WATER DEPTH,0.694302082,SURFACE WATER,7314
329,script_188506.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.892683864,CLOUD DYNAMICS,0.608694434,CLOUD INDICATORS,7314
330,script_188506.txt,Theme,Region-specific cloud masking,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.857433677,SPECIFIC SURFACE AREA,0.651163697,CLOUD INDICATORS,7314
331,script_188509.txt,Theme,Precipitation analysis,PRECIPITATION ANOMALIES,0.842723489,SURFACE PRECIPITATION,0.681350768,PRECIPITATION PROFILES,7322
332,script_188509.txt,Theme,Cloud probability analysis,MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.892683864,CLOUD DYNAMICS,0.608694434,CLOUD PROPERTIES,7322
333,script_188509.txt,Theme,Correlation analysis,ISOTOPIC ANALYSIS,0.816128135,CONVERGENCE/DIVERGENCE,0.655450642,ATMOSPHERIC TEMPERATURE INDICES,7322
334,script_188511.txt,Theme,Precipitation analysis,PRECIPITATION ANOMALIES,0.842723489,SURFACE PRECIPITATION,0.681350768,PRECIPITATION PROFILES,7322
