ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_LLAMA70B,Usage,Value_sentence-t5-large2,Top1_Similarity_sentence-t5-large2,Value_BAAI2,Top1_Similarity_BAAI2
157,script_186320.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Add NDVI Band To Images,0.999026954,Calculate Normalized Difference And Other Indices,0.934904397,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}",Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Generate Time Series Charts For NDVI,0.7094653248786926
158,script_186320.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.999627948,Image Mosaicking,0.942839026,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Image Mosaicking,0.9605164527893066,Image Mosaicking,0.9559961557388306
159,script_186320.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Create Image Composites To Minimize Cloud Cover,0.998870254,Exporting Prediction Results,0.928804874,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Export Composite Image,0.8827931880950928,Exporting Classified Images,0.7296900749206543
160,script_186320.txt,Function,Exporting mosaic to Drive,Export Processed Images To Drive,0.740416169,Export Processed Images To Drive,0.999019623,Stacking Multiple Images,0.892727971,Export Processed Images To Drive,0.886431694,Export Processed Images To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.886431872844696,Export Processed Images To Drive,0.7404163479804993
161,script_186320.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.998962462,Stacking Multiple Images,0.903290987,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.8979114294052124,Export Processed Images To Drive,0.7910525798797607
162,script_186321.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.999483347,Filter Image Collection By Date And Boundaries,0.893042564,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}",Filter Image Collection By Date And Boundaries,0.9874882698059082,Filter Image Collection By Date And Boundaries,0.9472305774688721
163,script_186321.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Add NDVI Band To Images,0.999026954,Calculate Normalized Difference And Other Indices,0.934904397,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}",Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Generate Time Series Charts For NDVI,0.7094653248786926
164,script_186321.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.999627948,Image Mosaicking,0.942839026,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Image Mosaicking,0.9605164527893066,Image Mosaicking,0.9559961557388306
165,script_186321.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Create Image Composites To Minimize Cloud Cover,0.998870254,Exporting Prediction Results,0.928804874,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Export Composite Image,0.8827931880950928,Exporting Classified Images,0.7296900749206543
166,script_186321.txt,Function,Exporting mosaic to Drive,Export Processed Images To Drive,0.740416169,Export Processed Images To Drive,0.999019623,Stacking Multiple Images,0.892727971,Export Processed Images To Drive,0.886431694,Export Processed Images To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.886431872844696,Export Processed Images To Drive,0.7404163479804993
167,script_186321.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.998962462,Stacking Multiple Images,0.903290987,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.8979114294052124,Export Processed Images To Drive,0.7910525798797607
168,script_186323.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.95044142,Filter Image Collection By Date,0.999742687,Filtering Training Data,0.93888098,Filter Image Collection By Date,0.992563486,Filter Image Collection By Date,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}",Filter Image Collection By Date And Boundaries,0.970089316368103,Filter Image Collection By Date And Boundaries,0.8980432152748108
169,script_186323.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Add NDVI Band To Images,0.999026954,Calculate Normalized Difference And Other Indices,0.934904397,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}",Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Generate Time Series Charts For NDVI,0.7094653248786926
170,script_186323.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.999627948,Image Mosaicking,0.942839026,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Image Mosaicking,0.9605164527893066,Image Mosaicking,0.9559961557388306
171,script_186323.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Create Image Composites To Minimize Cloud Cover,0.998870254,Exporting Prediction Results,0.928804874,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Export Composite Image,0.8827931880950928,Exporting Classified Images,0.7296900749206543
172,script_186323.txt,Function,Exporting mosaic to Drive,Export Processed Images To Drive,0.740416169,Export Processed Images To Drive,0.999019623,Stacking Multiple Images,0.892727971,Export Processed Images To Drive,0.886431694,Export Processed Images To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.886431872844696,Export Processed Images To Drive,0.7404163479804993
173,script_186323.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.998962462,Stacking Multiple Images,0.903290987,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.8979114294052124,Export Processed Images To Drive,0.7910525798797607
174,script_186325.txt,Function,Filtering image collection by date,Filter Image Collection By Date,0.95044142,Filter Image Collection By Date,0.999742687,Filtering Training Data,0.93888098,Filter Image Collection By Date,0.992563486,Filter Image Collection By Date,"{'prompt_tokens': 4014, 'completion_tokens': 5, 'total_tokens': 4019}",Filter Image Collection By Date And Boundaries,0.970089316368103,Filter Image Collection By Date And Boundaries,0.8980432152748108
175,script_186325.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Add NDVI Band To Images,0.999026954,Calculate Normalized Difference And Other Indices,0.934904397,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}",Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Generate Time Series Charts For NDVI,0.7094653248786926
176,script_186325.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.999627948,Image Mosaicking,0.942839026,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Image Mosaicking,0.9605164527893066,Image Mosaicking,0.9559961557388306
177,script_186325.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Create Image Composites To Minimize Cloud Cover,0.998870254,Exporting Prediction Results,0.928804874,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Export Composite Image,0.8827931880950928,Exporting Classified Images,0.7296900749206543
178,script_186325.txt,Function,Exporting mosaic image to Drive,Export Processed Images To Drive,0.777137339,Export Processed Images To Drive,0.999149263,Stacking Multiple Images,0.904775143,Export Processed Images To Drive,0.90679276,Export Processed Images To Drive,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}",Export Processed Images To Drive,0.9067927598953248,Export Processed Images To Drive,0.7771373391151428
179,script_186325.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.998962462,Stacking Multiple Images,0.903290987,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.8979114294052124,Export Processed Images To Drive,0.7910525798797607
180,script_186326.txt,Function,Filtering image collection by date and bounds,Filter Image Collection By Date And Boundaries,0.947230577,Filter Image Collection By Date And Boundaries,0.999483347,Filter Image Collection By Date And Boundaries,0.893042564,Filter Image Collection By Date And Boundaries,0.98748827,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}",Filter Image Collection By Date And Boundaries,0.9874882698059082,Filter Image Collection By Date And Boundaries,0.9472305774688721
181,script_186326.txt,Function,Calculating NDVI and NBR indices,Compute Median Of NDVI,0.787137032,Add NDVI Band To Images,0.999026954,Calculate Normalized Difference And Other Indices,0.934904397,Calculate Normalized Difference Water Body Index (NDWBI),0.879127622,Spectral Index Computation,"{'prompt_tokens': 4016, 'completion_tokens': 5, 'total_tokens': 4021}",Calculate Normalized Difference Water Body Index (NDWBI),0.8791276216506958,Generate Time Series Charts For NDVI,0.7094653248786926
182,script_186326.txt,Function,Mosaicking images,Image Mosaicking,0.955996156,Image Mosaicking,0.999627948,Image Mosaicking,0.942839026,Image Mosaicking,0.960516453,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Image Mosaicking,0.9605164527893066,Image Mosaicking,0.9559961557388306
183,script_186326.txt,Function,Exporting image properties to CSV,Exporting Classified Images,0.729690075,Create Image Composites To Minimize Cloud Cover,0.998870254,Exporting Prediction Results,0.928804874,Export Composite Image,0.882793188,Export Statistics,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Export Composite Image,0.8827931880950928,Exporting Classified Images,0.7296900749206543
184,script_186326.txt,Function,Exporting mosaic to Drive,Export Processed Images To Drive,0.740416169,Export Processed Images To Drive,0.999019623,Stacking Multiple Images,0.892727971,Export Processed Images To Drive,0.886431694,Export Processed Images To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.886431872844696,Export Processed Images To Drive,0.7404163479804993
185,script_186326.txt,Function,Exporting individual scenes to Drive,Export Processed Images To Drive,0.791052401,Export Processed Images To Drive,0.998962462,Stacking Multiple Images,0.903290987,Export Processed Images To Drive,0.89791131,Export Processed Data To Drive,"{'prompt_tokens': 4014, 'completion_tokens': 6, 'total_tokens': 4020}",Export Processed Images To Drive,0.8979114294052124,Export Processed Images To Drive,0.7910525798797607
186,script_186329.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.999664903,Temporal Image Collection Filtering,0.983245134,Filter Image Collection,0.987343848,Filter Image Collection,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}",Filter Image Collection,0.9873438477516174,Filter Image Collection,0.8879127502441406
187,script_186329.txt,Function,NDVI calculation,Compute Median Of NDVI,0.863728523,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}",Visualize NDVI Results,0.8710413575172424,Visualize NDVI Results,0.7384140491485596
188,script_186329.txt,Function,NBR calculation,Calculate NBR for Post-Fire Image,0.784500659,Hillshade Generation,0.998479009,Gradient Calculation,0.967417896,Calculate NBR For Pre-Fire Image,0.892743707,Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}",Calculate Normalized Difference Water Body Index (NDWBI),0.8531894683837891,Brightness Calculation,0.6531331539154053
189,script_186329.txt,Function,Image casting,Image Masking,0.771453619,Image Reduction,0.999210477,Radiance calculation,0.947260976,Image Mapping,0.857704937,Image Reprojection,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}",Image Mapping,0.8577049374580383,Image Masking,0.7714536190032959
190,script_186329.txt,Function,Image mosaicking,Image Mosaicking,0.889053822,Image Mosaicking,0.999999881,Image Mosaicking,0.99999994,Image Mosaicking,0.938568115,Image Mosaicking,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Image Mosaicking,0.938568115234375,Image Mosaicking,0.8890538215637207
191,script_186329.txt,Function,Image exporting,Export Selected Image,0.838264465,Export Selected Image,0.999512672,Image Stacking,0.950034499,Export Composite Image,0.938091278,Export Processed Images,"{'prompt_tokens': 4011, 'completion_tokens': 4, 'total_tokens': 4015}",Export Composite Image,0.938091278076172,Export Selected Image,0.8382645845413208
192,script_186329.txt,Function,Feature collection creation,Add A Feature Collection,0.85604167,Temporal Collection Creation,0.999506176,Temporal Collection Creation,0.944463193,Add A Feature Collection,0.932828844,Temporal Collection Creation,"{'prompt_tokens': 4011, 'completion_tokens': 3, 'total_tokens': 4014}",Add A Feature Collection,0.9328288435935974,Add A Feature Collection,0.856041669845581
193,script_186329.txt,Function,Image visualization,Enhancing Image Visualization,0.900105238,Enhancing Image Visualization,0.999663711,Data Visualization,0.981899023,Enhancing Image Visualization,0.923481047,Data Visualization,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}",Enhancing Image Visualization,0.9234811067581176,Enhancing Image Visualization,0.9001052379608154
194,script_186332.txt,Function,Clipping image collection to a specific region,Clip Images To A Specific Region,0.931467056,Clip Images To A Specific Region,0.999179482,Stacking Multiple Images,0.916765034,Clip Images To A Specific Region,0.961685419,Clip Images To A Specific Region,"{'prompt_tokens': 4016, 'completion_tokens': 6, 'total_tokens': 4022}",Clip Images To A Specific Region,0.9616854190826416,Clip Images To A Specific Region,0.9314670562744141
195,script_186332.txt,Function,Calculating NDVI from image bands,Add NDVI Band To Images,0.854081631,Generate Time Series Charts For NDVI,0.999209583,Calculate Data For Specific Spectral Bands,0.923363805,Add NDVI Band To Images,0.904103458,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4015, 'completion_tokens': 9, 'total_tokens': 4024}",Add NDVI Band To Images,0.904103457927704,Add NDVI Band To Images,0.8540816307067871
196,script_186332.txt,Function,Creating a multiband image from time-series data,Visualize Images In Different Band Combinations,0.714383602,Generate Time Series Charts Of Water Area,0.998815417,Generate Time Series Charts Of Corrected Data,0.902289391,Visualize Images In Different Band Combinations,0.874301016,Image Band Manipulation,"{'prompt_tokens': 4019, 'completion_tokens': 5, 'total_tokens': 4024}",Visualize Images In Different Band Combinations,0.874301016330719,Visualize Images In Different Band Combinations,0.714383602142334
197,script_186332.txt,Function,Training a clusterer for unsupervised classification,Unsupervised Clustering,0.778432369,Visualize NDVI And Date Information,0.998766303,Sampling Regions For Classifier Training,0.949650109,Train A Clusterer,0.890414953,Unsupervised Clustering,"{'prompt_tokens': 4017, 'completion_tokens': 6, 'total_tokens': 4023}",Train A Clusterer,0.8904149532318115,Unsupervised Clustering,0.7784323692321777
198,script_186332.txt,Function,Clustering input data using a trained clusterer,Train A Clusterer,0.812218249,Map Visualization Of Feature Collection,0.998845994,Exporting Prediction Results,0.920164347,Train A Clusterer,0.886497498,Cluster Analysis,"{'prompt_tokens': 4017, 'completion_tokens': 2, 'total_tokens': 4019}",Train A Clusterer,0.8864974975585938,Train A Clusterer,0.8122182488441467
199,script_186332.txt,Function,Merging classes based on specific criteria,Filter And Merge,0.706899583,Classify Images Based On Trained Model,0.99893713,Classify Images Based On Trained Model,0.892869353,Filter And Merge,0.830067933,Classification,"{'prompt_tokens': 4015, 'completion_tokens': 1, 'total_tokens': 4016}",Filter And Merge,0.8300679326057434,Filter And Merge,0.7068995833396912
200,script_186332.txt,Function,Creating a refined classification layer,Refinement Of Datasets,0.724740803,Training And Sampling For Land Cover Classification,0.998661876,Creating Seasonal Composite,0.957459748,Filter And Classify,0.86101532,Classification,"{'prompt_tokens': 4013, 'completion_tokens': 1, 'total_tokens': 4014}",Filter And Classify,0.8610153198242188,Refinement Of Datasets,0.7247408032417297
201,script_186333.txt,Function,Clip image collection to region of interest,Clip Images To A Specific Region,0.89461875,Filter Image Collection By Date And Region,0.999325991,Clip Temperature Data To Area Of Interest,0.928712368,Clip Images To A Specific Region,0.951313257,Clip Images To A Specific Region,"{'prompt_tokens': 4015, 'completion_tokens': 6, 'total_tokens': 4021}",Clip Images To A Specific Region,0.9513132572174072,Clip Images To A Specific Region,0.8946187496185303
202,script_186333.txt,Function,Calculate NDVI,Compute Median Of NDVI,0.883117259,Seasonal NDVI Analysis,0.999480247,Compute Mean Values,0.9587093,Computes Normalized Difference Vegetation Index (NDVI),0.891927719,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}",Visualize NDVI Results,0.8917759656906128,Visualize NDVI Results,0.7741608619689941
203,script_186333.txt,Function,Create multiband image,Stack Multiple Image Bands,0.803787231,Binary Image Creation,0.999130428,Create RGB Composite Image,0.964746654,Stack Multiple Image Bands,0.902344704,Image Band Manipulation,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}",Stack Multiple Image Bands,0.9023447036743164,Stack Multiple Image Bands,0.8037872314453125
204,script_186333.txt,Function,Unsupervised classification,Unsupervised Clustering,0.857099771,Unsupervised Clustering,0.999433875,Supervised Classification,0.939843357,Unsupervised Clustering,0.911069512,Unsupervised Clustering,"{'prompt_tokens': 4013, 'completion_tokens': 6, 'total_tokens': 4019}",Unsupervised Clustering,0.9110695123672484,Unsupervised Clustering,0.8570997714996338
205,script_186333.txt,Function,Cluster image,Cluster Image Data,0.901535034,Cluster Image Data,0.999304414,Sampling Image,0.965368152,Cluster Image Data,0.963984489,Image Clustering,"{'prompt_tokens': 4010, 'completion_tokens': 3, 'total_tokens': 4013}",Cluster Image Data,0.963984489440918,Cluster Image Data,0.9015350341796875
206,script_186333.txt,Function,Merge classes,Merge Feature Collections,0.744234383,Filter And Merge,0.998781145,Filter And Merge,0.885474503,Filter And Merge,0.845145941,Land Cover Classification And Mapping,"{'prompt_tokens': 4010, 'completion_tokens': 6, 'total_tokens': 4016}",Filter And Merge,0.8451459407806396,Merge Feature Collections For Training Data,0.703474760055542
207,script_186333.txt,Function,Refine crop classes,Refine Detection Results,0.654794097,Refinement Of Results,0.999078989,Calculate Land Development Areas,0.905638754,Remapping Land Cover Classes,0.846086323,Remapping Land Cover Classes,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}",Remapping Land Cover Classes,0.846086323261261,Refine Detection Results,0.6547940969467163
208,script_186334.txt,Function,Image collection filtering by date,Filter Image Collection By Date,0.942527533,Filter Image Collection By Date,0.999687672,Filter Image Collection By Date,0.956889868,Filter Image Collection By Date,0.99086833,Filter Image Collection By Date,"{'prompt_tokens': 4013, 'completion_tokens': 5, 'total_tokens': 4018}",Filter Image Collection By Date And Boundaries,0.968666672706604,Filter Image Collection By Time,0.8684456944465637
209,script_186334.txt,Function,Buffer creation around sugar mills,Buffer Creation,0.731260777,Tasseled Cap Transformation,0.998749554,Aggregate Land Cover,0.925935388,Buffer Creation,0.820244431,Buffer Creation,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Buffer Creation,0.8202444314956665,Buffer Creation,0.7312607765197754
210,script_186334.txt,Function,NDVI calculation,Compute Median Of NDVI,0.863728523,Seasonal NDVI Analysis,0.999515414,Pixel Count Calculation,0.960101128,Computes Normalized Difference Vegetation Index (NDVI),0.900147438,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4011, 'completion_tokens': 9, 'total_tokens': 4020}",Visualize NDVI Results,0.8710413575172424,Visualize NDVI Results,0.7384140491485596
211,script_186334.txt,Function,Image classification using k-means clustering,Image Clustering,0.769281745,Visualize Data Using Specific Band Combinations,0.998925388,Image Clustering,0.929712117,Image Clustering,0.900680304,Cluster Analysis,"{'prompt_tokens': 4015, 'completion_tokens': 2, 'total_tokens': 4017}",Image Clustering,0.9006803035736084,Image Clustering,0.7692817449569702
212,script_186334.txt,Function,Image masking and clipping,Image Masking,0.839787006,Clear Pixel Masking,0.999112666,Image Stacking,0.912753344,Image Masking,0.940332592,Image Masking,"{'prompt_tokens': 4014, 'completion_tokens': 3, 'total_tokens': 4017}",Image Masking,0.9403325915336608,Image Masking,0.8397870063781738
213,script_186334.txt,Function,Image visualization with random colors,Enhancing Image Visualization,0.79359442,Visualize True Color Images,0.999336958,Image Convolution,0.954162359,Visualize Images In Different Band Combinations,0.880808592,Visualize Images In Different Band Combinations,"{'prompt_tokens': 4013, 'completion_tokens': 8, 'total_tokens': 4021}",Visualize Images In Different Band Combinations,0.8808085918426514,Enhancing Image Visualization,0.793594479560852
214,script_186334.txt,Function,Class merging and remapping,Remapping,0.779574811,Remapping Land Cover Classes,0.998974204,Generating Histograms,0.871233821,Remapping Values,0.84018141,Remapping,"{'prompt_tokens': 4013, 'completion_tokens': 2, 'total_tokens': 4015}",Remapping Values,0.8401814103126526,Remapping,0.7795748114585876
215,script_186334.txt,Function,Image refinement using sugar mill buffers,Applying Mean Filter To Image,0.688450873,Refinement Of Datasets,0.998749614,Image Cloud Masking,0.921235323,Image Preprocessing,0.880889058,Buffer Analysis,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Image Preprocessing,0.8808890581130981,Applying Mean Filter To Image,0.6884507536888123
216,script_186356.txt,Function,Filtering image collection,Filter Image Collection,0.877138019,Filter Image Collection,0.999671102,Filtering Precipitation Data,0.959852934,Filter Image Collection,0.98975563,Filter Image Collection,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}",Filter Image Collection,0.989755630493164,Filter Image Collection,0.8771380186080933
217,script_186356.txt,Function,Converting to natural units,Unit Conversion,0.7673136,Convert Vector To Raster,0.9987728,Unit Conversion,0.950676322,Unit Conversion,0.921269059,Unit Conversion,"{'prompt_tokens': 4014, 'completion_tokens': 2, 'total_tokens': 4016}",Unit Conversion,0.9212690591812134,Unit Conversion,0.7673135995864868
218,script_186356.txt,Function,Applying Refined Lee filter,Refined Lee Speckle Filtering,0.852087021,Refined Lee Speckle Filtering,0.999193072,Applying Mean Filter To Image,0.945016861,Refined Lee Speckle Filtering,0.944319308,Sigma Lee Speckle Filtering,"{'prompt_tokens': 4014, 'completion_tokens': 7, 'total_tokens': 4021}",Refined Lee Speckle Filtering,0.9443193078041076,Refined Lee Speckle Filtering,0.8520870208740234
219,script_186356.txt,Function,Calculating mean and variance,Compute Mean Values,0.747209072,Spatial Analysis And Modeling,0.998951614,Calculate Long-Term Averages,0.867717385,Compute Mean Values,0.909844995,"Maximum, Minimum And Mean Statistical Analysis","{'prompt_tokens': 4013, 'completion_tokens': 7, 'total_tokens': 4020}",Compute Mean Values,0.9098449945449828,Compute Mean Values,0.7472090721130371
220,script_186356.txt,Function,Classifying land cover,Mapping Land Cover,0.804703236,Visualizing Land Cover,0.999392748,Estimating Soil Properties,0.935396791,Land Cover Classification And Mapping,0.955096543,Classification And Machine Learning,"{'prompt_tokens': 4012, 'completion_tokens': 4, 'total_tokens': 4016}",Land Cover Classification And Mapping,0.9550965428352356,Mapping Land Cover,0.8047032356262207
221,script_186365.txt,Function,Filtering image collection by bounds and date,Filter Image Collection By Date And Boundaries,0.946501374,Filter Image Collection By Date And Boundaries,0.999435484,Filter Image Collection By Date And Boundaries,0.882116675,Filter Image Collection By Date And Boundaries,0.984916925,Filter Image Collection By Date And Boundaries,"{'prompt_tokens': 4016, 'completion_tokens': 8, 'total_tokens': 4024}",Filter Image Collection By Date And Boundaries,0.984916925430298,Filter Image Collection By Date And Boundaries,0.9465013742446899
222,script_186365.txt,Function,Calculating NDVI,Compute Median Of NDVI,0.877925038,Seasonal NDVI Analysis,0.999420285,Gradient Calculation,0.937127352,Computes Normalized Difference Vegetation Index (NDVI),0.893216074,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 9, 'total_tokens': 4021}",Visualize NDVI Results,0.8916456699371338,Visualize NDVI Results,0.7631584405899048
223,script_186365.txt,Function,Calculating EVI,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.752741277,Feature Calculation,0.999014139,Gradient Calculation,0.943448901,"Calculate Other Vegetation Indices/index (SAVI, EVI)",0.868987322,Spectral Index Computation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}",Emissivity Calculation,0.8675730228424072,Emissivity Calculation,0.671400785446167
224,script_186365.txt,Function,Calculating NDWI,Calculates Normalized Difference Water Index (NDWI),0.811038196,Seasonal NDVI Analysis,0.998960376,Calculate Minimum Backscatter,0.935661733,Calculates Normalized Difference Water Index (NDWI),0.923548698,Calculates Normalized Difference Water Index (NDWI),"{'prompt_tokens': 4012, 'completion_tokens': 12, 'total_tokens': 4024}",Calculates Normalized Difference Water Index (NDWI),0.923548698425293,Calculates Normalized Difference Water Index (NDWI),0.8110381960868835
225,script_186365.txt,Function,Calculating NDBI,Calculate Normalized Difference Water Body Index (NDWBI),0.749776244,Seasonal NDVI Analysis,0.999140859,Gradient Calculation,0.942968547,Calculate Normalized Difference Water Body Index (NDWBI),0.887913287,Vegetation Indices/Index Calculation,"{'prompt_tokens': 4013, 'completion_tokens': 9, 'total_tokens': 4022}",Calculate Normalized Difference Water Body Index (NDWBI),0.8879132866859436,Calculate Normalized Difference Water Body Index (NDWBI),0.7497762441635132
226,script_186365.txt,Function,Calculating BAI,Calculating Annual Average,0.658685803,Harmonic Modeling,0.998615205,Creating Monthly Composite,0.94196111,Burn Area Index Calculation,0.849717975,Burn Area Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 5, 'total_tokens': 4017}",Burn Area Index Calculation,0.8497179746627808,Burn Area Index Calculation,0.647318959236145
227,script_186365.txt,Function,Calculating NBRT,Calculate Difference Normalized Burn Ratio (dNBR),0.686787188,Seasonal NDVI Analysis,0.998659372,Gradient Calculation,0.923271537,Calculate NBR For Pre-Fire Image,0.877120376,Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 3, 'total_tokens': 4015}",Radiance calculation,0.8587956428527832,Radiance calculation,0.6368598341941833
228,script_186365.txt,Function,Calculating NDSI,Compute Median Of NDVI,0.749074519,Seasonal NDVI Analysis,0.999055982,Gradient Calculation,0.938327372,Calculates Normalized Difference Water Index (NDWI),0.879059851,Water Indices/Index Calculation,"{'prompt_tokens': 4012, 'completion_tokens': 7, 'total_tokens': 4019}",Calculates Normalized Difference Water Index (NDWI),0.8790598511695862,Calculate Normalized Difference Flood Index (NDFI),0.7201801538467407
