ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_LLAMA70B,Usage,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large
76,script_187528.txt,Theme,Flood Mapping using Sentinel-1,FLOODING,0.66830951,ICE-DAMMED LAKES,0.998356342,SEA SURFACE HEIGHT ANOMALY (SSHA),0.895040035,FLOODS,"{'prompt_tokens': 7772, 'completion_tokens': 2, 'total_tokens': 7774}",FLOOD LEVELS,0.8212339878082275
77,script_187530.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281543,FOOD CONTAMINATION AND TOXICOLOGY,0.998776555,FOREST HARVESTING AND ENGINEERING,0.905449927,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}",FLOOD LEVELS,0.8547534942626953
78,script_187532.txt,Theme,Flood Mapping,FLOODING,0.762731194,FLOOD LEVELS,0.999419034,SHORELINE MAPPING,0.970332444,FLOODS,"{'prompt_tokens': 7767, 'completion_tokens': 2, 'total_tokens': 7769}",FLOOD LEVELS,0.885453999042511
79,script_187533.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281543,FOOD CONTAMINATION AND TOXICOLOGY,0.998776555,FOREST HARVESTING AND ENGINEERING,0.905449927,HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 5, 'total_tokens': 7774}",FLOOD LEVELS,0.8547534942626953
80,script_187534.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281543,FOOD CONTAMINATION AND TOXICOLOGY,0.998776555,FOREST HARVESTING AND ENGINEERING,0.905449927,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}",FLOOD LEVELS,0.8547534942626953
81,script_187535.txt,Theme,Flood Mapping and Monitoring,GROUNDWATER MANAGEMENT,0.706281543,FOOD CONTAMINATION AND TOXICOLOGY,0.998776555,FOREST HARVESTING AND ENGINEERING,0.905449927,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}",FLOOD LEVELS,0.8547534942626953
82,script_187582.txt,Theme,Land cover classification and vegetation index analysis,LAND USE/LAND COVER CLASSIFICATION,0.729021311,FOREST COMPOSITION/VEGETATION STRUCTURE,0.99907589,SEDIMENTARY ROCK AGE DETERMINATIONS,0.902766764,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7771, 'completion_tokens': 12, 'total_tokens': 7783}",VEGETATION INDEX,0.891660213470459
83,script_187585.txt,Theme,Vegetation monitoring using MODIS EVI,VEGETATION INDEX,0.640579402,GRAZING DYNAMICS/PLANT HERBIVORY,0.998710394,STORMWATER MANAGEMENT,0.911882818,VEGETATION INDEX,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}",VEGETATION INDEX,0.8287577629089355
84,script_187586.txt,Theme,Vegetation monitoring using MODIS EVI,VEGETATION INDEX,0.640579402,GRAZING DYNAMICS/PLANT HERBIVORY,0.998710394,STORMWATER MANAGEMENT,0.911882818,VEGETATION INDEX,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}",VEGETATION INDEX,0.8287577629089355
85,script_187587.txt,Theme,Vegetation monitoring using MODIS EVI,VEGETATION INDEX,0.640579402,GRAZING DYNAMICS/PLANT HERBIVORY,0.998710394,STORMWATER MANAGEMENT,0.911882818,VEGETATION INDEX,"{'prompt_tokens': 7772, 'completion_tokens': 4, 'total_tokens': 7776}",VEGETATION INDEX,0.8287577629089355
86,script_187738.txt,Theme,Crop land classification and object-based analysis,SOIL CLASSIFICATION,0.69269073,LAND SURFACE/AGRICULTURE INDICATORS,0.998779893,FOREST HARVESTING AND ENGINEERING,0.884347796,AGRICULTURAL PLANT SCIENCE,"{'prompt_tokens': 7773, 'completion_tokens': 8, 'total_tokens': 7781}",LAND SURFACE/AGRICULTURE INDICATORS,0.8542695641517639
87,script_187749.txt,Theme,NDVI trend analysis in Beijing,NORMALIZED DIFFERENCE VEGETATION INDEX (NDVI),0.592886388,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.998849809,GLOBAL DRINKING WATER QUALITY INDEX,0.887028754,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}",TEMPERATURE TRENDS,0.7826473116874695
88,script_187888.txt,Theme,Land cover classification and vegetation monitoring,LAND USE/LAND COVER CLASSIFICATION,0.735698462,FOREST COMPOSITION/VEGETATION STRUCTURE,0.999231637,CORAL REEF ASSESSMENT,0.92025888,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7770, 'completion_tokens': 12, 'total_tokens': 7782}",LAND SURFACE/AGRICULTURE INDICATORS,0.8811299204826355
89,script_187895.txt,Theme,Land cover classification and BSI analysis,LAND USE/LAND COVER CLASSIFICATION,0.682597995,FOREST COMPOSITION/VEGETATION STRUCTURE,0.998797238,ISOTOPIC ANALYSIS,0.900335014,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",LAND USE/LAND COVER CLASSIFICATION,0.870745062828064
90,script_188011.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.790771842,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999494553,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941057563,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}",LAND SURFACE TEMPERATURE,0.8780211210250854
91,script_188030.txt,Theme,Land cover analysis of Tehran using Landsat 8 imagery,LAND SURFACE,0.540172815,CIRRUS KELVIN-HELMHOLTZ COLOMBIAH,0.998331249,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.878927946,LAND USE/LAND COVER,"{'prompt_tokens': 7777, 'completion_tokens': 6, 'total_tokens': 7783}",SATELLITE SOIL MOISTURE INDEX,0.8211605548858643
92,script_188052.txt,Theme,Water body extraction and analysis,WATER CHARACTERISTICS,0.69432193,SURFACE WATER CHEMISTRY,0.999031007,SURFACE WATER PROCESSES/MEASUREMENTS,0.928585172,HYDROGRAPHY,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}",GROUND WATER PROCESSES/MEASUREMENTS,0.8555715084075928
93,script_188147.txt,Theme,Land cover classification and forest monitoring,FOREST MENSURATION,0.740800023,FOREST HARVESTING AND ENGINEERING,0.999043345,FOREST HARVESTING AND ENGINEERING,0.925358415,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7770, 'completion_tokens': 12, 'total_tokens': 7782}",FOREST MENSURATION,0.8775249719619751
94,script_188163.txt,Theme,Land cover classification and analysis in Zimbabwe,LAND USE/LAND COVER CLASSIFICATION,0.690386653,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.997776389,SEDIMENTARY ROCK AGE DETERMINATIONS,0.858310401,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",LAND USE/LAND COVER CLASSIFICATION,0.8481740951538086
95,script_188190.txt,Theme,Land cover classification and forest monitoring in Zimbabwe,FOREST MENSURATION,0.651589692,FOREST COMPOSITION/VEGETATION STRUCTURE,0.997748852,SEDIMENTARY ROCK AGE DETERMINATIONS,0.841354489,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}",FOREST MENSURATION,0.8402901887893677
96,script_188217.txt,Theme,Land cover classification and urbanization analysis,LAND USE/LAND COVER CLASSIFICATION,0.763807297,URBANIZATION/URBAN SPRAWL,0.99899745,ISOTOPIC ANALYSIS,0.899339855,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7771, 'completion_tokens': 12, 'total_tokens': 7783}",LAND USE/LAND COVER CLASSIFICATION,0.8862724900245667
97,script_188221.txt,Theme,Climate analysis of precipitation and evaporation in India,EVAPORATION,0.604095697,CYCLONES (SW INDIAN),0.998104334,METEORITE AGE DETERMINATIONS,0.862865984,HYDROSPHERE,"{'prompt_tokens': 7774, 'completion_tokens': 5, 'total_tokens': 7779}",REGIONAL CLIMATE LEVELS,0.8336809873580933
98,script_188386.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195093,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",LAND USE/LAND COVER CLASSIFICATION,0.9255800247192383
99,script_188397.txt,Theme,Wildfire analysis,WILDFIRES,0.622101486,WILDFIRE SUPPRESSION,0.999611914,STREAMFLOW RECONSTRUCTION,0.911830306,NATURAL HAZARDS,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",FIRE WEATHER INDEX,0.8649070262908936
100,script_188400.txt,Theme,Air quality analysis using NO2 column number density,AIR QUALITY,0.674201369,WATER-SOLUBLE AEROSOL ORGANIC MASS,0.998871446,WATER VAPOR MIXING RATIO PROFILES,0.930901527,AIR QUALITY,"{'prompt_tokens': 7773, 'completion_tokens': 4, 'total_tokens': 7777}",CLOUD-SCREENED TOTAL COLUMN NITROGEN DIOXIDE (NO2),0.8372224569320679
101,script_188401.txt,Theme,Temperature analysis,AMBIENT TEMPERATURE,0.71937114,TEMPERATURE PROFILES,0.999479115,ENVIRONMENTAL ASSESSMENTS,0.94853729,ATMOSPHERIC TEMPERATURE,"{'prompt_tokens': 7767, 'completion_tokens': 8, 'total_tokens': 7775}",PARTICLE TEMPERATURE,0.8788950443267822
102,script_188412.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.718122602,SEA SURFACE HEIGHT ANOMALY (SSHA),0.999162018,GEOMAGNETIC FORECASTS,0.892962039,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND SURFACE TEMPERATURE,0.8604640960693359
103,script_188413.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.718122602,SEA SURFACE HEIGHT ANOMALY (SSHA),0.999162018,GEOMAGNETIC FORECASTS,0.892962039,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND SURFACE TEMPERATURE,0.8604640960693359
104,script_188414.txt,Theme,Land Surface Temperature Analysis,LAND SURFACE TEMPERATURE,0.790771842,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.999494553,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.941057563,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7769, 'completion_tokens': 6, 'total_tokens': 7775}",LAND SURFACE TEMPERATURE,0.8780211210250854
105,script_188419.txt,Theme,Land Surface Temperature (LST) analysis,LAND SURFACE TEMPERATURE,0.718122602,SEA SURFACE HEIGHT ANOMALY (SSHA),0.999162018,GEOMAGNETIC FORECASTS,0.892962039,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND SURFACE TEMPERATURE,0.8604640960693359
106,script_188454.txt,Theme,Cloud probability analysis in East Asia,EASTERN ATLANTIC WESTERN RUSSIA PATTERN,0.543950558,GLOBAL DRINKING WATER QUALITY INDEX,0.998640776,CLOUD DYNAMICS,0.906106114,CLOUDS,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}",MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8597670793533325
107,script_188455.txt,Theme,Cloud probability analysis in East South Asia,CLOUD DYNAMICS,0.540957928,GLOBAL DRINKING WATER QUALITY INDEX,0.998657823,CLOUD DYNAMICS,0.908296704,CLOUDS,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}",MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8693912625312805
108,script_188458.txt,Theme,Cloud probability analysis in East South Asia,CLOUD DYNAMICS,0.540957928,GLOBAL DRINKING WATER QUALITY INDEX,0.998657823,CLOUD DYNAMICS,0.908296704,CLOUDS,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}",MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8693912625312805
109,script_188465.txt,Theme,Land cover classification using Sentinel-2 data,LAND USE/LAND COVER CLASSIFICATION,0.702070594,DIGITAL ELEVATION/TERRAIN MODEL (DEM),0.9986251,Digital Surface Model (DSM),0.887188554,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND USE/LAND COVER CLASSIFICATION,0.8395122289657593
110,script_188502.txt,Theme,Water body area change analysis,WATER CHARACTERISTICS,0.65011543,SURFACE WATER CHEMISTRY,0.999159634,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.942352533,HYDROSPHERE,"{'prompt_tokens': 7769, 'completion_tokens': 5, 'total_tokens': 7774}",SURFACE WATER PROCESSES/MEASUREMENTS,0.8449543118476868
111,script_188506.txt,Theme,Land cover classification and cloud probability analysis,LAND USE/LAND COVER CLASSIFICATION,0.714176178,TORNADO CLIMATOLOGY,0.998897552,ISOTOPIC ANALYSIS,0.91591692,LAND SURFACE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 7, 'total_tokens': 7778}",MESOSPHERIC CLOUDS (OBSERVED/ANALYZED),0.8845402002334595
112,script_188509.txt,Theme,Climate and precipitation analysis in East South Asia,WEATHER/CLIMATE ADVISORIES,0.572378755,CYCLONES (SW INDIAN),0.998638272,SEDIMENTARY ROCK AGE DETERMINATIONS,0.871520996,CLIMATE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 7, 'total_tokens': 7779}",REGIONAL CLIMATE LEVELS,0.8280636072158813
113,script_188511.txt,Theme,Climate and precipitation analysis in East South Asia,WEATHER/CLIMATE ADVISORIES,0.572378755,CYCLONES (SW INDIAN),0.998638272,SEDIMENTARY ROCK AGE DETERMINATIONS,0.871520996,CLIMATE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 7, 'total_tokens': 7779}",REGIONAL CLIMATE LEVELS,0.8280636072158813
114,script_23533.txt,Theme,Land cover classification and change detection,LAND USE/LAND COVER CLASSIFICATION,0.718016088,LAND USE/LAND COVER CLASSIFICATION,0.99928242,HAZARD MITIGATION/PLANNING,0.898995638,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}",LAND SURFACE/AGRICULTURE INDICATORS,0.865398645401001
115,script_28.txt,Theme,Snow cover analysis in Pacific Northwest region,SNOW COVER,0.647862792,OCEAN SALINITY BUDGET,0.998880982,SHORELINE MAPPING,0.909285784,SNOW COVER,"{'prompt_tokens': 7771, 'completion_tokens': 4, 'total_tokens': 7775}",SNOW STRATIGRAPHY,0.8199470043182373
116,script_3043.txt,Theme,Land cover classification and water body detection,LAND USE/LAND COVER CLASSIFICATION,0.704104185,LAND USE/LAND COVER CLASSIFICATION,0.999153197,SURFACE WATER PROCESSES/MEASUREMENTS,0.907194793,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",LAND USE/LAND COVER CLASSIFICATION,0.8623676300048828
117,script_32.txt,Theme,Snow cover analysis using MODIS/VIIRS and Sentinel-1 data,SNOW COVER,0.632527113,WHEEL WEAVERS (CYCLIOPHORANS),0.998687923,TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED),0.870138109,SNOW COVER,"{'prompt_tokens': 7780, 'completion_tokens': 4, 'total_tokens': 7784}",SNOW STRATIGRAPHY,0.8617689609527588
118,script_35538.txt,Theme,Land cover analysis,LAND USE/LAND COVER,0.719114661,VEGETATION COVER,0.999155164,VEGETATION RECONSTRUCTION,0.945315003,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",LAND SURFACE/AGRICULTURE INDICATORS,0.8811202049255371
119,script_35538.txt,Theme,Waterbody extraction,WATER CHARACTERISTICS,0.644286036,TERRESTRIAL WATER STORAGE,0.998959601,TERRESTRIAL WATER STORAGE,0.96255827,HYDROGRAPHY,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",WATERSHED DRAINAGE,0.859745979309082
120,script_41838.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195093,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",LAND USE/LAND COVER CLASSIFICATION,0.9255800247192383
121,script_42.txt,Theme,Forest cover mapping and classification in Cambodia,FOREST COMPOSITION/VEGETATION STRUCTURE,0.619026542,FOREST HARVESTING AND ENGINEERING,0.998033166,SEDIMENTARY ROCK AGE DETERMINATIONS,0.817585468,VEGETATION,"{'prompt_tokens': 7772, 'completion_tokens': 3, 'total_tokens': 7775}",FOREST MENSURATION,0.843889057636261
122,script_43803.txt,Theme,Land cover analysis in Zhangjiakou region,LAND USE/LAND COVER CLASSIFICATION,0.608053744,SEA SURFACE HEIGHT ANOMALY (SSHA),0.998363972,COORDINATE REFERENCE SYSTEM,0.899630129,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND SURFACE/AGRICULTURE INDICATORS,0.8330613374710083
123,script_43.txt,Theme,Community forest analogue regions identification,FOREST MENSURATION,0.595066011,HABITAT CONVERSION/FRAGMENTATION,0.998870492,LAND USE/LAND COVER CLASSIFICATION,0.912421227,FOREST COMPOSITION/VEGETATION STRUCTURE,"{'prompt_tokens': 7769, 'completion_tokens': 13, 'total_tokens': 7782}",FOREST COMPOSITION/VEGETATION STRUCTURE,0.8311846256256104
124,script_45435.txt,Theme,Vegetation Cover and Leaf Area Index Analysis,VEGETATION COVER,0.684550166,FOREST COMPOSITION/VEGETATION STRUCTURE,0.998983383,METAMORPHIC ROCK AGE DETERMINATIONS,0.876166105,VEGETATION,"{'prompt_tokens': 7772, 'completion_tokens': 3, 'total_tokens': 7775}",VEGETATION INDEX,0.9025847315788269
125,script_48.txt,Theme,Land cover change detection and analysis in Cambodia,LAND USE/LAND COVER CLASSIFICATION,0.60080409,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.997897744,SEDIMENTARY ROCK AGE DETERMINATIONS,0.858907938,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7773, 'completion_tokens': 12, 'total_tokens': 7785}",LAND SURFACE/AGRICULTURE INDICATORS,0.8074016571044922
126,script_49902.txt,Theme,Vegetation health monitoring using satellite indices,VEGETATION INDEX,0.68478024,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.99895823,TEMPERATURE INDICATORS,0.942660451,VEGETATION,"{'prompt_tokens': 7771, 'completion_tokens': 3, 'total_tokens': 7774}",VEGETATION INDEX,0.8708380460739136
127,script_50.txt,Theme,Forest canopy cover mapping and analysis in Cambodia,FOREST COMPOSITION/VEGETATION STRUCTURE,0.604284704,FOREST HARVESTING AND ENGINEERING,0.997560143,SEDIMENTARY ROCK AGE DETERMINATIONS,0.842088461,VEGETATION COVER,"{'prompt_tokens': 7774, 'completion_tokens': 5, 'total_tokens': 7779}",FOREST MENSURATION,0.8436906337738037
128,script_51624.txt,Theme,Flood monitoring and analysis,FLOOD FREQUENCY,0.703985333,STORMWATER MANAGEMENT,0.998867393,FOREST HARVESTING AND ENGINEERING,0.861917257,HYDROLOGY,"{'prompt_tokens': 7769, 'completion_tokens': 4, 'total_tokens': 7773}",FLOOD LEVELS,0.849592924118042
129,script_52026.txt,Theme,Ozone concentration analysis,OXYGEN ISOTOPE ANALYSIS,0.744370878,OZONE PROFILES,0.999337852,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.934784293,ATMOSPHERIC CHEMISTRY,"{'prompt_tokens': 7768, 'completion_tokens': 10, 'total_tokens': 7778}",OZONE SURFACE,0.8732563257217407
130,script_54980.txt,Theme,Land use/land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.927161455,LAND USE/LAND COVER CLASSIFICATION,1.0,LAND USE/LAND COVER CLASSIFICATION,1.000000238,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}",LAND USE/LAND COVER CLASSIFICATION,0.9465926289558411
131,script_59099.txt,Theme,"Landslide zone evaluation in Aldea Las Minas, Santa Rosa",ENVIRONMENTAL ASSESSMENTS,0.505314946,WATER BEARS (TARDIGRADES),0.998233557,SEA SURFACE HEIGHT ANOMALY (SSHA),0.879130363,GEOMORPHIC LANDFORMS/PROCESSES,"{'prompt_tokens': 7777, 'completion_tokens': 13, 'total_tokens': 7790}",SAFFIR-SIMPSON SCALE AT LANDFALL (CATEGORY 2),0.8162482976913452
132,script_62526.txt,Theme,Water area analysis using Sentinel-2 data in Ahmedabad,WATER CHARACTERISTICS,0.588025391,NET ECOSYSTEM CO2 EXCHANGE (NEE),0.998085678,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.871436179,WATER RESOURCES,"{'prompt_tokens': 7776, 'completion_tokens': 3, 'total_tokens': 7779}",SURFACE WATER PROCESSES/MEASUREMENTS,0.8019481897354126
133,script_65671.txt,Theme,Landsat 5 and 8 median temperature analysis,BOUNDARY LAYER TEMPERATURE,0.612599492,SINKHOLES (DOLINES),0.998705447,TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED),0.889711142,LAND SURFACE TEMPERATURE,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}",TEMPERATURE TRENDS,0.8300089836120605
134,script_67562.txt,Theme,Land cover classification,LAND USE/LAND COVER CLASSIFICATION,0.805195093,LAND USE/LAND COVER CLASSIFICATION,0.999158859,LAND USE CLASSES,0.940996528,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",LAND USE/LAND COVER CLASSIFICATION,0.9255800247192383
135,script_71184.txt,Theme,Lake water quality monitoring,LAKE LEVELS,0.721970677,SURFACE WATER CHEMISTRY,0.999235034,MARINE ENVIRONMENT MONITORING,0.960439324,WATER QUALITY/WATER CHEMISTRY,"{'prompt_tokens': 7768, 'completion_tokens': 13, 'total_tokens': 7781}",LAKE LEVELS,0.8266569375991821
136,script_72.txt,Theme,Land cover change detection and analysis in Cambodia,LAND USE/LAND COVER CLASSIFICATION,0.60080409,NATIONAL SANITATION FOUNDATION WATER QUALITY INDEX,0.997897744,SEDIMENTARY ROCK AGE DETERMINATIONS,0.858907938,LAND USE/LAND COVER,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",LAND SURFACE/AGRICULTURE INDICATORS,0.8074016571044922
137,script_75448.txt,Theme,Lake surface area analysis,LAKE LEVELS,0.654528022,AEROSOL SIZE DISTRIBUTION,0.99904716,SEA SURFACE TEMPERATURE RECONSTRUCTION,0.944703639,TERRESTRIAL HYDROSPHERE,"{'prompt_tokens': 7768, 'completion_tokens': 10, 'total_tokens': 7778}",LAKE LEVELS,0.8289381265640259
138,script_76696.txt,Theme,Arctic treeline project in Russia,ARCTIC OSCILLATION,0.534933269,GLOBAL DRINKING WATER QUALITY INDEX,0.998352528,FOREST MANAGEMENT,0.891301692,VEGETATION,"{'prompt_tokens': 7770, 'completion_tokens': 3, 'total_tokens': 7773}",ARCTIC TUNDRA,0.8349612951278687
139,script_76709.txt,Theme,Water quality analysis using Sentinel-2 imagery,WATER QUALITY,0.680865526,CIRRUS KELVIN-HELMHOLTZ COLOMBIAH,0.998496294,TROPOSPHERIC/LOW LEVEL CLOUDS (OBSERVED/ANALYZED),0.860257745,WATER QUALITY,"{'prompt_tokens': 7774, 'completion_tokens': 5, 'total_tokens': 7779}",WATER QUALITY INDEXES,0.8274352550506592
140,script_76805.txt,Theme,Arctic greening patterns,ARCTIC OSCILLATION,0.57863009,PERCHING BIRDS,0.998920977,LANDSCAPE PATTERNS,0.924122274,VEGETATION COVER,"{'prompt_tokens': 7768, 'completion_tokens': 5, 'total_tokens': 7773}",ARCTIC OSCILLATION,0.8604307174682617
141,script_76839.txt,Theme,Land surface water index and vegetation index analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.703180432,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.999090314,GEOMAGNETIC FORECASTS,0.906271577,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}",VEGETATION INDEX,0.8843593001365662
142,script_76840.txt,Theme,Land surface water index and vegetation index analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.703180432,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.999090314,GEOMAGNETIC FORECASTS,0.906271577,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}",VEGETATION INDEX,0.8843593001365662
143,script_76841.txt,Theme,Land surface water index and vegetation index analysis,LAND SURFACE/AGRICULTURE INDICATORS,0.703180432,ENVIRONMENTAL VULNERABILITY INDEX (EVI),0.999090314,GEOMAGNETIC FORECASTS,0.906271577,LAND SURFACE/AGRICULTURE INDICATORS,"{'prompt_tokens': 7772, 'completion_tokens': 12, 'total_tokens': 7784}",VEGETATION INDEX,0.8843593001365662
144,script_78663.txt,Theme,Land Cover Classification and Correction,LAND USE/LAND COVER CLASSIFICATION,0.785755873,LAND USE/LAND COVER CLASSIFICATION,0.999287963,FOREST HARVESTING AND ENGINEERING,0.922088981,LAND USE/LAND COVER,"{'prompt_tokens': 7771, 'completion_tokens': 6, 'total_tokens': 7777}",LAND USE/LAND COVER CLASSIFICATION,0.8908320665359497
145,script_78805.txt,Theme,Land cover analysis using Landsat 5 imagery,LAND USE/LAND COVER CLASSIFICATION,0.635942936,AFFORESTATION/REFORESTATION,0.998544812,SOLAR IMAGERY,0.932077765,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}",SATELLITE SOIL MOISTURE INDEX,0.8380022048950195
146,script_85061.txt,Theme,Land cover classification in Suriname,LAND USE/LAND COVER CLASSIFICATION,0.671411395,NET ECOSYSTEM CO2 EXCHANGE (NEE),0.997757256,COORDINATE REFERENCE SYSTEM,0.906327963,LAND USE/LAND COVER,"{'prompt_tokens': 7770, 'completion_tokens': 6, 'total_tokens': 7776}",SOIL CLASSIFICATION,0.8621250987052917
147,script_85217.txt,Theme,Land cover classification using Landsat 8 imagery,LAND USE/LAND COVER CLASSIFICATION,0.689390302,LAND USE/LAND COVER CLASSIFICATION,0.998913765,SHORELINE MAPPING,0.929283321,LAND USE/LAND COVER,"{'prompt_tokens': 7774, 'completion_tokens': 6, 'total_tokens': 7780}",LAND USE/LAND COVER CLASSIFICATION,0.8520994782447815
148,script_85219.txt,Theme,Wildfire analysis and monitoring in Chaco region,FOREST MENSURATION,0.584601343,ATLANTIC MULTIDECADAL OSCILLATION LONG VERSION,0.998475671,SEDIMENTARY ROCK AGE DETERMINATIONS,0.852988005,NATURAL HAZARDS,"{'prompt_tokens': 7773, 'completion_tokens': 6, 'total_tokens': 7779}",FIRE WEATHER INDEX,0.8351014852523804
149,script_89887.txt,Theme,Land cover analysis,LAND USE/LAND COVER,0.719114661,VEGETATION COVER,0.999155164,VEGETATION RECONSTRUCTION,0.945315003,LAND USE/LAND COVER,"{'prompt_tokens': 7767, 'completion_tokens': 6, 'total_tokens': 7773}",LAND SURFACE/AGRICULTURE INDICATORS,0.8811202049255371
