Script_ID,Head_Entity_update,Tail_Entity_update
script_97295.txt,Dynamic World V1,Generate Image Composites For Indices/Index
script_97295.txt,Dynamic World V1,Visualize Data With Specific Color Palettes
script_97295.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_97295.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Generate Image Composites For Indices/Index
script_97367.txt,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
script_97367.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
script_97367.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
script_97367.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Cloud Score Computation
script_97367.txt,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
script_97367.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
script_97367.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
script_97367.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Identify And Display Outlier Areas
script_97367.txt,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
script_97367.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
script_97367.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
script_97367.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Cloud And Cloud Shadow Masking
script_97367.txt,USGS Landsat 4 TM Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_97367.txt,USGS Landsat 5 TM Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_97367.txt,USGS Landsat 8 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_97367.txt,USGS Landsat 7 Collection 2 Tier 2 TOA Reflectance,Export Processed Images To Drive
script_97371.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cloud And Shade Masking
script_97371.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images
script_97371.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Create Median Composite Of Images
script_97371.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Time Series Data For NDVI Changes
script_97371.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Export Time Series Data
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Region
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Add Cloud Probability And Mask As Image Bands
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Shadow Projection
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cloud And Cloud Shadow Masking
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cloud And Shade Masking
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Modified Normalized Difference Water Index (MNDWI)
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Computes Normalized Difference Vegetation Index (NDVI)
script_97430.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Vegetation Indices/Index Calculation
script_97430.txt,Sentinel-2: Cloud Probability,Add Cloud Probability And Mask As Image Bands
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Computes Percentage Of Cloud Cover
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Cloud Score Computation
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Modified Normalized Difference Water Index (MNDWI)
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Cloud Masking
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Create Median Composite Of Images
script_97431.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
script_97446.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Median Of Image Collection
script_97446.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images
script_97475.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Cloud Masking
script_97477.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Images By Cloud Cover
script_97477.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_97477.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
script_97477.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,"Calculate Other Vegetation Indices/index (SAVI, EVI)"
script_97477.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Add A Legend
script_97479.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_97479.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Statistical Indicators Of Image Collection
script_97507.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Cloud Coverage
script_97507.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Add Date Information To Images
script_97507.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date
script_97508.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Generate Time Series Charts For NDVI
script_97509.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Load and Display Pre- And Post-Fire Satellite Image
script_97509.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize True Color Images
script_97510.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate NBR for Post-Fire Image
script_97510.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Visualize Burned Areas
script_97512.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Difference Between Pre- And Post-Fire NBR
script_97512.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculate NBR for Post-Fire Image
script_97512.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Classify And Visualize Burn Severity
script_97512.txt,users/cade/,Calculate NBR for Post-Fire Image
script_97512.txt,users/cade/,Classify And Visualize Burn Severity
script_97538.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_97538.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Cloud Coverage
script_97538.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_97538.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_97538.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_97539.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date
script_97539.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
script_97539.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
script_97582.txt,users/avaise99/,Clip Images To Specific Geographic Boundaries
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Sort Image Collections By Cloud Cover
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Mosaicking
script_97582.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Clip Images To Specific Geographic Boundaries
script_97609.txt,users/eijulio/,Clip Images To A Specific Region
script_97609.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Filter Image Collection By Date
script_97609.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Filter Image Collection By Date
script_97609.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Calculate Long-Term Averages
script_97609.txt,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Calculate Annual Precipitation
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Selects Air Temperature Data
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Unit Conversion For Temperature Data
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Temperature Calculation
script_97610.txt,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Clip Temperature Data To Area Of Interest
script_97610.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clip Temperature Data To Area Of Interest
script_97610.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Visualize Temperature Data
script_97610.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Export Processed Data To Google Drive
script_97622.txt,users/eikhaingzinthan72019/,Filter Image Collection By Date And Region
script_97622.txt,users/eikhaingzinthan72019/,Classify Images Based On Training Data
script_97622.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Region
script_97622.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Classify Images Based On Training Data
script_97651.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
script_97651.txt,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Google Drive
script_97683.txt,VIIRS Nighttime Day/Night Band Composites Version 1,Filter Image Collection By Date And Boundaries
script_97683.txt,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Filter Image Collection By Date And Boundaries
script_97683.txt,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Filter Image Collection By Date And Boundaries
script_97683.txt,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Filter Image Collection By Date And Boundaries
script_97683.txt,ASTER L1T Radiance,Filter Image Collection By Date And Boundaries
script_97683.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_97683.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_97683.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_97683.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
script_97683.txt,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Filter Image Collection By Date And Boundaries
script_97683.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Boundaries
script_97683.txt,VIIRS Nighttime Day/Night Band Composites Version 1,Calculates Median Of Image Collection
script_97683.txt,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Calculates Median Of Image Collection
script_97683.txt,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Calculates Median Of Image Collection
script_97683.txt,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Calculates Median Of Image Collection
script_97683.txt,ASTER L1T Radiance,Calculates Median Of Image Collection
script_97683.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
script_97683.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
script_97683.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
script_97683.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
script_97683.txt,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Calculates Median Of Image Collection
script_97683.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Median Of Image Collection
script_97683.txt,VIIRS Nighttime Day/Night Band Composites Version 1,Clip Images To A Specific Region
script_97683.txt,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Clip Images To A Specific Region
script_97683.txt,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Clip Images To A Specific Region
script_97683.txt,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Clip Images To A Specific Region
script_97683.txt,ASTER L1T Radiance,Clip Images To A Specific Region
script_97683.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
script_97683.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
script_97683.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
script_97683.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
script_97683.txt,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Clip Images To A Specific Region
script_97683.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Clip Images To A Specific Region
script_97683.txt,VIIRS Nighttime Day/Night Band Composites Version 1,Export Processed Images To Drive
script_97683.txt,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Export Processed Images To Drive
script_97683.txt,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Export Processed Images To Drive
script_97683.txt,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Export Processed Images To Drive
script_97683.txt,ASTER L1T Radiance,Export Processed Images To Drive
script_97683.txt,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Drive
script_97683.txt,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Drive
script_97683.txt,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Drive
script_97683.txt,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Export Processed Images To Drive
script_97683.txt,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Export Processed Images To Drive
script_97683.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Drive
script_97700.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_97700.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Median Of Image Collection
script_97700.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Cluster Image Data
script_97700.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Export Processed Images To Drive
script_97700.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date
script_97700.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Cluster Image Data
script_97700.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Export Processed Images To Drive
script_97704.txt,ETOPO1: Global 1 Arc-Minute Elevation,Visualize Elevation Data (DEM)
script_97704.txt,AG100: ASTER Global Emissivity Dataset 100-meter V003,Visualize Elevation Data (DEM)
script_97704.txt,Greenland DEM - Greenland Mapping Project (GIMP),Visualize Elevation Data (DEM)
script_97704.txt,CryoSat-2 Antarctica 1km DEM,Visualize Elevation Data (DEM)
script_97704.txt,ALOS DSM: Global 30m v3.2,Visualize Elevation Data (DEM)
script_97718.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Image Cloud Masking
script_97718.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Compute Median Of NDVI
script_97718.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Generate Time Series Charts For NDVI
script_97718.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Create Median Composite Of Images
script_97718.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Generate Time Series Charts
script_97724.txt,users/eisen520/,Filter Image Collection By Date And Boundaries
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cloud And Shade Masking
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images
script_97724.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Date And Boundaries
script_97954.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Generate Image Composites
script_97954.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Generate Image Composites
script_97954.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Generate Image Composites
script_97954.txt,"Landsat Global Land Survey 2005, Landsat 7 scenes",Calculate Spectral Indices And Ratios From Satellite Bands
script_97954.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
script_97954.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Spectral Indices And Ratios From Satellite Bands
script_97974.txt,USGS Landsat 7 Collection 2 Tier 2 Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
script_97974.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
script_97988.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
script_97988.txt,users/EL/,Exporting Classified Images
script_97991.txt,users/EL/,Visualize Data Layers
script_97991.txt,users/EL/,Classify Images Based On Training Data
script_97991.txt,USGS Landsat 8 Collection 2 Tier 2 Raw Scenes,Classify Images Based On Training Data
script_97991.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Classify Images Based On Training Data
script_98003.txt,users/EL/,Export Processed Data To Drive
script_98005.txt,users/EL/,Filter Images By Date And Region
script_98005.txt,users/EL/,Image Mosaicking
script_98005.txt,users/EL/,Select Specific Bands From Images
script_98005.txt,users/ValeriaContessa/,Export Processed Data
script_98169.txt,users/elaurenyoung/,Clip Images To A Specific Region
script_98169.txt,users/elaurenyoung/,Buffer Creation
script_98169.txt,users/elaurenyoung/,Compute Median Of NDVI
script_98169.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Apply Scale Factors To Image
script_98169.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Cloud And Water Masking
script_98169.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Water Masking
script_98169.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Compute Median Of NDVI
script_98169.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Compute Median Of NDVI
script_98169.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Export Processed Data To Google Drive
script_98169.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Data To Google Drive
script_98257.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Normalized Difference Flood Index (NDFI)
script_98257.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Apply Threshold To Identify Flood Extent
script_98258.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Clip Images To A Specific Region
script_98258.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Calculate Normalized Difference Flood Index (NDFI)
script_98258.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Apply Threshold To Identify Flood Extent
script_98258.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Mask Areas To Refine Flood Detection
script_98259.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Filter Image Collection By Date
script_98259.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Sort Image Collections By Cloud Cover
script_98259.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Calculates Normalized Difference Water Index (NDWI)
script_98259.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Mask Areas To Refine Flood Detection
script_98260.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clip Images To A Specific Region
script_98260.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Sort Image Collections By Cloud Cover
script_98260.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Image Mosaicking
script_98260.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Calculates Normalized Difference Water Index (NDWI)
script_98260.txt,USGS Landsat 5 TM Collection 2 Tier 1 Raw Scenes,Otsu Thresholding
script_98261.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Sort Image Collections By Cloud Cover
script_98261.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Clip Images To A Specific Region
script_98261.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Normalized Difference Water Index (NDWI)
script_98261.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculate Features To Refine Flood Analysis
script_98261.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Sort Image Collections By Cloud Cover
script_98261.txt,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
script_98262.txt,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Filter Image Collection By Date And Boundaries
script_98262.txt,MOD09GA.061 Terra Surface Reflectance Daily Global 1km and 500m,Calculates Normalized Difference Water Index (NDWI)
script_98262.txt,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Calculate Features To Refine Flood Analysis
script_98263.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date
script_98263.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Sort Image Collections By Cloud Cover
script_98263.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Normalized Difference Water Index (NDWI)
script_98266.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Region
script_98266.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Region
script_98267.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Filter Image Collection By Date And Region
script_98267.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Region
script_98267.txt,"JRC Global Surface Water Mapping Layers, v1.4",Mask Areas To Refine Flood Detection
script_98281.txt,users/LILANJING/,Clip Images To A Specific Region
script_98281.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking
script_98281.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Normalized Difference Water Index (NDWI)
script_98281.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Water Indices/Index Calculation
script_98281.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Clip Images To A Specific Region
script_98287.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Filter Image Collection By Cloud Coverage
script_98287.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking
script_98287.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images
script_98287.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDWI Band To Images
script_98287.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Generate Time Series Charts For NDVI
script_98289.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Filter Image Collection By Date
script_98289.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Calculates Median Of Image Collection
script_98289.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Display Specific Spectral Bands And Colors
script_98290.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Evaluate Classifier Performance Using Confusion Matrix
script_98290.txt,users/nclinton/,Evaluate Classifier Performance Using Confusion Matrix
script_102957.txt,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Clear Pixel Masking
script_102957.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clear Pixel Masking
script_102957.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Surface Reflectance Correction
script_102957.txt,"USGS Landsat 9 Level 2, Collection 2, Tier 1",Filter Image Collection By Date And Region
script_102957.txt,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Region
script_10376.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Surface Reflectance Correction
script_10376.txt,"USGS Landsat 8 Level 2, Collection 2, Tier 1",Export Processed Images To Drive
script_10828.txt,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Interpolate Missing Values
script_10828.txt,MOD09A1.061 Terra Surface Reflectance 8-Day Global 500m,Performs Linear Interpolation
script_110133.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Flood Area Calculation
script_110133.txt,"Sentinel-1 SAR GRD: C-band Synthetic Aperture Radar Ground Range Detected, log scaling",Threshold Application
script_110133.txt,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",Elevation Masking
script_115907.txt,users/nicolasalejandromari/,Image Cloud Masking
script_115907.txt,users/franciscoalaggia/,Image Cloud Masking
script_115907.txt,users/nicolasalejandromari/,Add NDVI Band To Images
script_115907.txt,users/franciscoalaggia/,Add NDVI Band To Images
script_118175.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Image Cloud Masking
script_118175.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Normalized Difference Water Index (NDWI)
script_118175.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Quality Mosaic Generation
script_119133.txt,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Training Data Creation
script_119133.txt,"Harmonized Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Cluster Analysis
script_11983.txt,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection
script_120271.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Add NDVI Band To Images
script_120271.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Calculates Median Of Image Collection
script_125294.txt,users/GeoForPy/Tesis/,Image Cloud Masking
script_125294.txt,users/GeoForPy/Tesis/,Filter Image Collection By Cloud Coverage
script_131942.txt,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",Accuracy Assessment
script_144864.txt,users/thao226355/share/,Cloud And Water Masking
script_144864.txt,users/thao226355/share/,Compute Median Of NDVI
