ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI
279,script_98259.txt,Theme,Flood impact analysis using satellite imagery,INUNDATION FREQUENCY,0.616991341
280,script_98260.txt,Theme,Flood analysis using satellite imagery,FLOODING,0.65224731
281,script_98261.txt,Theme,Flood extent analysis using remote sensing data,FLOOD FREQUENCY,0.661449134
282,script_98262.txt,Theme,Flood extent analysis and mapping,HYDROGRAPHY,0.634059429
283,script_98263.txt,Theme,Flood monitoring and vegetation analysis,FOREST MENSURATION,0.684013128
284,script_98266.txt,Theme,Flood detection and analysis using radar imagery,RADAR IMAGERY,0.70263195
285,script_98267.txt,Theme,Flood impact analysis using satellite imagery,INUNDATION FREQUENCY,0.616991341
286,script_98275.txt,Theme,Flood monitoring and progression analysis,FLOOD FREQUENCY,0.686671019
287,script_98281.txt,Theme,Water body analysis and terrain characterization,WATER CHARACTERISTICS,0.752099514
288,script_98287.txt,Theme,Vegetation and Water Index Analysis,VEGETATION WATER POTENTIAL,0.704522669
289,script_98289.txt,Theme,Landsat 8 data analysis for environmental monitoring,ENVIRONMENTAL ASSESSMENTS,0.578379035
290,script_98290.txt,Theme,Land cover classification and accuracy assessment,LAND USE/LAND COVER CLASSIFICATION,0.739264905
