ID,Script_ID,Entity_Type,Value,Value_BAAI
426,script_186856.txt,Function,Detect and mask clouds based on brightness and NDSI,Cloud And Shade Masking
427,script_186856.txt,Function,Project cloud shadows based on solar geometry,Shadow Projection
428,script_186856.txt,Function,Create daily mosaics to minimize redundancy,Creating Monthly Composite
429,script_186856.txt,Function,Display various cloud masking results on a map,Image Cloud Masking
430,script_186886.txt,Function,Filter image collection by date and area,Filter Image Collection By Date And Region
431,script_186886.txt,Function,Sort image collection by start time,Sort Images By Start Time
432,script_186886.txt,Function,Calculate NDVI for images,Compute Median Of NDVI
433,script_186886.txt,Function,Calculate NBR for images,Calculate Normalized Burn Ratio (NBR) For Images
434,script_186886.txt,Function,Export image properties to a CSV file,Export Selected Image
435,script_186886.txt,Function,Create and export a mosaic image,Creates And Exports Image Mosaics
436,script_186886.txt,Function,Display images with specific visualization settings,Visualize Radar Images With Specific Visualization Parameters
437,script_186888.txt,Function,Mask clouds and calculate radiance for multiple bands,Radiance calculation
438,script_186888.txt,Function,Compute incoming shortwave radiation,Radiance calculation
439,script_186888.txt,Function,Calculate normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
440,script_186888.txt,Function,Estimate land surface temperature from thermal bands,Derive Land Surface Temperature Using Thermal Properties
441,script_186888.txt,Function,Visualize NDVI and temperature data on a map,Visualize NDVI And Date Information
442,script_186888.txt,Function,Generate scatter plot of temperature vs. NDVI,Generate Time Series Charts For NDVI
443,script_186892.txt,Function,Filters image collection by cloud percentage and date range,Filter Image Collection By Cloud Coverage
444,script_186892.txt,Function,Calculates normalized difference vegetation index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
445,script_186892.txt,Function,Calculates normalized burn ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images
446,script_186892.txt,Function,Exports image properties and mosaics to drive,Export Processed Images To Drive
447,script_186892.txt,Function,Visualizes satellite imagery changes over time,Visualize Satellite Imagery Changes Over Time
448,script_186914.txt,Function,Filter image collection by region and polarization,Filter Image Collection By Region
449,script_186914.txt,Function,Create mosaics of images before and after a specific date,Generates Visual Comparisons Of Pre- And Post-Event Images
450,script_186914.txt,Function,Apply smoothing to radar images,Visualize Radar Images
451,script_186914.txt,Function,Threshold radar image differences to detect flooding,Apply Threshold To Identify Flood Extent
452,script_186914.txt,Function,Mask and clean up flood detection results,Mask Areas To Refine Flood Detection
453,script_186914.txt,Function,Convert flood detection results to vector polygons,Convert Flood Detection Results To Vector Polygons
454,script_186914.txt,Function,Clip population data to flood-affected areas,Clip Population Data To Flood-Affected Regions
455,script_186914.txt,Function,Calculate area of flood-affected polygons,Flood Area Calculation
456,script_186914.txt,Function,Sample population data within flood-affected polygons,Clip Population Data To Flood-Affected Regions
457,script_186914.txt,Function,Export flood-affected area data,Export Land Cover Data
458,script_186915.txt,Function,Filter satellite images by region and polarization,Filter Images By Region
459,script_186915.txt,Function,Create image mosaics for specific pre and post-event dates,Generates Visual Comparisons Of Pre- And Post-Event Images
460,script_186915.txt,Function,Apply smoothing to radar images to reduce noise,Radar Image Noise Reduction
461,script_186915.txt,Function,Identify changes in radar signal to detect flooding,Identify Water And Flood Surfaces Using Indices
462,script_186915.txt,Function,Mask and clean-up the identified flooded areas,Mask Areas To Refine Flood Detection
463,script_186915.txt,Function,Convert detected flood areas into vector polygons,Convert Flood Detection Results To Vector Polygons
464,script_186915.txt,Function,Clip population data to the flood-affected regions,Clip Population Data To Flood-Affected Regions
465,script_186915.txt,Function,Calculate area of flood-affected polygons,Flood Area Calculation
466,script_186915.txt,Function,Sample population data within flood-affected polygons,Clip Population Data To Flood-Affected Regions
467,script_186915.txt,Function,Export flood-affected area data to external storage,Export Geospatial Data
468,script_186940.txt,Function,Filter and harmonize Landsat 8 data to Landsat 7 standards,"Merge, Harmonize, And Standardize Landsat Image Collections"
469,script_186940.txt,Function,Retrieve and mask surface reflectance collections,Surface Reflectance Correction
470,script_186940.txt,Function,Merge image collections from different Landsat sensors,"Merge, Harmonize, And Standardize Landsat Image Collections"
471,script_186940.txt,Function,Create a single image per year using medoid compositing,Creating Annual Composite
472,script_186940.txt,Function,Display and print the processed annual mosaics,Building Annual Mosaic Collection
473,script_186974.txt,Function,Mask clouds and shadows in satellite images,Image Cloud Masking
474,script_186974.txt,Function,Filter image collections by date and location,Filter Image Collection By Date And Region
475,script_186974.txt,Function,Select specific bands from image collections,Select Specific Bands From Images
476,script_186974.txt,Function,Rename selected bands for clarity,Rename Image Bands
477,script_186974.txt,Function,Merge image collections from different satellites,"Merge, Harmonize, And Standardize Landsat Image Collections"
478,script_186974.txt,Function,"Calculate water indices (NDWI, MNDWI) from bands",Calculates Modified Normalized Difference Water Index (MNDWI)
479,script_186974.txt,Function,Generate annual mean composites of indices,Creating Annual Composite
480,script_186974.txt,Function,Animate water index changes over time,Generate Time Series Charts Of Water Area
481,script_187038.txt,Function,Select specific bands and rename them for consistency,Rename Image Bands
482,script_187038.txt,Function,"Filter image collections based on path, row, and date",Filter Image Collection By Date
483,script_187038.txt,Function,Calculate cloud cover percentage for each image,Computes Percentage Of Cloud Cover
484,script_187038.txt,Function,Classify water bodies using a threshold on band values,Apply Threshold To Identify Water Surface
485,script_187038.txt,Function,Mask images based on cloud cover and frequency threshold,Image Cloud Masking
486,script_187038.txt,Function,Calculate and export statistics for detected water bodies,Calculate And Export Statistics
487,script_187125.txt,Function,Filter and process Sentinel-2 images for water detection,Filter And Process Images For Water Detection
488,script_187125.txt,Function,Apply bicubic resampling and normalization on images,Image Resampling
489,script_187125.txt,Function,Calculate normalized difference water index (NDWI),Calculates Normalized Difference Water Index (NDWI)
490,script_187125.txt,Function,Mask urban areas to refine water detection,Mask Areas To Refine Flood Detection
491,script_187125.txt,Function,Use Canny edge detector for edge enhancement,Edge Detection
492,script_187125.txt,Function,Apply Otsu's method for optimal threshold determination,Otsu Thresholding
493,script_187131.txt,Function,Filter regions by metadata and geographic bounds,Filter Images By Region
494,script_187131.txt,Function,Create cloud-free composite images,Create Image Composites To Minimize Cloud Cover
495,script_187131.txt,Function,Mask clouds and calculate Normalized Burn Ratio (NBR),Calculate Normalized Burn Ratio (NBR) For Images
496,script_187131.txt,Function,Generate burned area masks and vectors,Visualize Burned Areas
497,script_187131.txt,Function,Export data and images for further analysis,Export Processed Data
498,script_187137.txt,Function,Convert temperature from Kelvin to Celsius,Temperature Calculation
499,script_187137.txt,Function,Filter images by specific dates,Filter Images By Date
500,script_187137.txt,Function,Calculate annual temperature percentiles,Calculate Annual Precipitation
501,script_187137.txt,Function,Aggregate temperature data monthly,Aggregate Temperature Data
502,script_187137.txt,Function,"Calculate maximum, minimum, and mean monthly temperatures",Temperature Calculation
503,script_187137.txt,Function,Visualize temperature data on a map,Visualize Temperature Data
504,script_187137.txt,Function,Generate time series charts of temperature data,Generate Time Series Charts Of Temperature Data
505,script_187138.txt,Function,Apply masks to identify forested and deforested areas,identify Forested And Deforested Areas
506,script_187138.txt,Function,Filter image collections by date and region,Filter Image Collection By Date And Region
507,script_187138.txt,Function,Calculate mean air temperature over regions,Temperature Calculation
508,script_187138.txt,Function,Export temperature data for forested areas,Export Burn Severity And Area Data
509,script_187226.txt,Function,Convert raw satellite images to top-of-atmosphere reflectance,Visualize Satellite Images
510,script_187226.txt,Function,Calculate cloudiness score to identify cloudy pixels,Computes Percentage Of Cloud Cover
511,script_187226.txt,Function,Model cloud shadows based on solar geometry and cloud height,Cloud And Cloud Shadow Masking
512,script_187226.txt,Function,Detect and mask water using normalized difference water index,Calculates Normalized Difference Water Index (NDWI)
513,script_187226.txt,Function,"Combine cloud, shadow, and water masks to clean images",Create Image Composites To Minimize Cloud Cover
514,script_187226.txt,Function,Create a mosaic of cleaned images for specific time periods,Image Mosaicking
515,script_187226.txt,Function,Display processed imagery on a map interface,Display Interactive Map
516,script_187248.txt,Function,Apply cloud mask to satellite images,Image Cloud Masking
517,script_187248.txt,Function,Filter images by date and region,Filter Images By Date And Region
518,script_187248.txt,Function,Calculate median image to represent the period,Calculates Median Of Image Collection
519,script_187248.txt,Function,Compute Normalized Difference Vegetation Index (NDVI),Computes Normalized Difference Vegetation Index (NDVI)
520,script_187248.txt,Function,Calculate thermal properties from satellite imagery,Derive Land Surface Temperature Using Thermal Properties
521,script_187248.txt,Function,Derive land surface temperature from thermal properties,Derive Land Surface Temperature Using Thermal Properties
522,script_187248.txt,Function,Display results on a web map with interactive features,Display Interactive Map
523,script_187481.txt,Function,Filter image collection by region of interest,Filter Image Collection By Region
524,script_187481.txt,Function,Sort images by date and select the most recent,Filter Images By Date
525,script_187481.txt,Function,Retrieve and display image metadata,Add Date Information To Images
526,script_187481.txt,Function,Filter images by polarization and mode,Filter Images by wind conditions
527,script_187481.txt,Function,Select specific band from images,Select Specific Bands From Images
528,script_187481.txt,Function,Reduce image collection to minimum value,Reduce Image Collection To Minimum Value
529,script_187481.txt,Function,Apply median filter for smoothing images,Applying Mean Filter To Image
530,script_187481.txt,Function,Calculate ratio of smoothed images,Calculate Ratio Between Recent And Historical Images
531,script_187481.txt,Function,Threshold images to identify water surfaces,Apply Threshold To Identify Water Surface
532,script_187481.txt,Function,Generate and display histograms of image properties,Generate Histograms For Image Data Analysis
533,script_187481.txt,Function,Visualize images and results on a map,Visualize The Processed Data
534,script_187523.txt,Function,Filter image collection by location and polarization,Filter Image Collection By Region
535,script_187523.txt,Function,Select specific image bands,Select Specific Bands From Images
536,script_187523.txt,Function,Filter images by date for flood and dry periods,Filter Images By Date
537,script_187523.txt,Function,Apply minimum reducer to image collections,Reduce Image Collection To Minimum Value
538,script_187523.txt,Function,Smooth images using median filter,Applying Mean Filter To Image
539,script_187523.txt,Function,Calculate band ratio between smoothed images,Calculate Ratio Between Recent And Historical Images
540,script_187523.txt,Function,Generate histograms for image data visualization,Generate Histograms For Image Data Analysis
541,script_187523.txt,Function,Mask and visualize flood and river areas on map,Mask Areas To Refine Flood Detection
542,script_187528.txt,Function,Filter radar images by polarization and mode,Select Specific Polarization From Images
543,script_187528.txt,Function,Select specific polarization bands from images,Select Specific Polarization From Images
544,script_187528.txt,Function,Reduce image collection to minimum value composite,Reduce Image Collection To Minimum Value
545,script_187528.txt,Function,Apply median filter to smooth images,Applying Mean Filter To Image
546,script_187528.txt,Function,Calculate ratio of smoothed images,Calculate Ratio Between Recent And Historical Images
547,script_187528.txt,Function,Identify water surfaces by thresholding backscatter values,Apply Threshold To Identify Water Surface
548,script_187528.txt,Function,Generate histograms for visual analysis of image data,Generate Histograms For Image Data Analysis
549,script_187530.txt,Function,Filter image collection by polarization and date,Filter Image Collection By Date
550,script_187530.txt,Function,Calculate minimum backscatter over specified periods,Calculate Minimum Backscatter
551,script_187530.txt,Function,Apply median filter to smooth images,Applying Mean Filter To Image
552,script_187530.txt,Function,Compute ratio of smoothed images for wet/dry comparison,Calculate Ratio Between Recent And Historical Images
553,script_187530.txt,Function,Generate histograms for image analysis,Generate Histograms For Image Data Analysis
554,script_187530.txt,Function,"Visualize flood, previous wet, and dry season extents",Visualize Precipitation Data
555,script_187532.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
556,script_187532.txt,Function,Sort image collection by acquisition date,Sort Images By Acquisition Time
557,script_187532.txt,Function,Select specific image bands for processing,Select Specific Bands From Images
558,script_187532.txt,Function,Apply median filter for image smoothing,Applying Mean Filter To Image
559,script_187532.txt,Function,Calculate minimum backscatter over specified periods,Calculate Minimum Backscatter
560,script_187532.txt,Function,Generate ratio images to distinguish wet and dry conditions,Generate Ratio Images
561,script_187532.txt,Function,Create histograms for visual data analysis,Generate Histograms For Image Data Analysis
562,script_187532.txt,Function,Display images and histograms on map,Generate And Display a Histogram
563,script_187532.txt,Function,Export processed images to drive,Export Processed Images To Drive
564,script_187533.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
565,script_187533.txt,Function,Sort image collection by acquisition date,Sort Images By Acquisition Time
566,script_187533.txt,Function,Select specific polarization ('VV') from images,Select Specific Polarization From Images
567,script_187533.txt,Function,Reduce image collection to minimum value composite,Reduce Image Collection To Minimum Value
568,script_187533.txt,Function,Apply median filter for smoothing images,Applying Mean Filter To Image
569,script_187533.txt,Function,Calculate ratio between recent and historical images,Calculate Ratio Between Recent And Historical Images
570,script_187533.txt,Function,Generate histograms for visualization,Generate Histograms For Image Data Analysis
571,script_187533.txt,Function,Mask images based on threshold to identify water,Apply Threshold To Identify Water Surface
572,script_187533.txt,Function,Display layers on map,Layer Addition To Map
573,script_187534.txt,Function,Filter image collection by polarization and date,Filter Image Collection By Date
574,script_187534.txt,Function,Select specific image bands,Select Specific Bands From Images
575,script_187534.txt,Function,Calculate minimum backscatter over a period,Calculate Minimum Backscatter
576,script_187534.txt,Function,Apply median filter for smoothing images,Applying Mean Filter To Image
577,script_187534.txt,Function,Create ratio images to differentiate wet and dry conditions,Generate Ratio Images
578,script_187534.txt,Function,Generate histograms for image data analysis,Generate Histograms For Image Data Analysis
579,script_187534.txt,Function,Mask and visualize flood areas on a map,Mask Areas To Refine Flood Detection
580,script_187535.txt,Function,Filter image collection by region of interest,Filter Image Collection By Region
581,script_187535.txt,Function,Select specific polarization (VV) from images,Select Specific Polarization From Images
582,script_187535.txt,Function,Reduce image collection to minimum value per pixel,Reduce Image Collection To Minimum Value
583,script_187535.txt,Function,Apply median filter to smooth images,Applying Mean Filter To Image
584,script_187535.txt,Function,Calculate ratio of current to historical images,Calculate Ratio Between Recent And Historical Images
585,script_187535.txt,Function,Generate histograms for visualization,Generate Histograms For Image Data Analysis
586,script_187535.txt,Function,Mask images to highlight flooded areas,Mask Areas To Refine Flood Detection
587,script_187582.txt,Function,Mask clouds from Sentinel-2 imagery,Image Cloud Masking
588,script_187582.txt,Function,Filter Sentinel-2 images by date and cloud percentage,Filter Images By Date
589,script_187582.txt,Function,Compute median of image collection and clip to study area,Calculates Median Of Image Collection
590,script_187582.txt,Function,Calculate multiple vegetation indices from imagery,Calculate Environmental And Vegetation Indices
591,script_187582.txt,Function,Mask image based on NDVI thresholds,Image Masking
592,script_187582.txt,Function,Sample regions from image for training and testing datasets,Sampling Regions For Training Data
593,script_187582.txt,Function,Train SVM classifier with different feature sets,Train And Apply SVM Classifier
594,script_187582.txt,Function,Classify images using trained SVM models,Classify Images Based On Trained Model
595,script_187582.txt,Function,Calculate error matrix and accuracy metrics,Error Matrix Computation
596,script_187582.txt,Function,Generate area charts for classified results,Generate Visualizations And Statistical Charts For Classification Results
597,script_187582.txt,Function,Export classified images to Google Drive,Export Processed Images To Google Drive
598,script_187585.txt,Function,Filters MODIS data by year and month,Filter Images By Month
599,script_187585.txt,Function,"Calculates mean EVI, normalizes by 10000",Compute Median Of NDVI
600,script_187585.txt,Function,Clips the output to Mongolia's boundary,Clip And Export
601,script_187585.txt,Function,Exports yearly EVI images to Drive,Export Processed Images To Drive
602,script_187585.txt,Function,Performs Principal Component Analysis on EVI data,Principal Component Analysis (PCA)
603,script_187585.txt,Function,Exports PCA results to Drive,Export Processed Data To Drive
604,script_187586.txt,Function,Filter image collection by year and month,Filter Image Collection By Month
605,script_187586.txt,Function,Calculate mean of image collections,Calculates Median Of Image Collection
606,script_187586.txt,Function,Clip the result to a specific region,Clip Images To A Specific Region
607,script_187586.txt,Function,Visualize the processed data on a map,Visualize The Processed Data
608,script_187586.txt,Function,Export processed images to Google Drive,Export Processed Images To Google Drive
609,script_187586.txt,Function,Perform Principal Component Analysis on images,Principal Component Analysis (PCA)
610,script_187587.txt,Function,Filters image collection by year and month,Filter Image Collection By Month
611,script_187587.txt,Function,Calculates mean of image bands,Calculates Median Of Image Collection
612,script_187587.txt,Function,Clips the result to a specific region,Clip Images To A Specific Region
613,script_187587.txt,Function,Visualizes the processed data on a map,Visualize The Processed Data
614,script_187587.txt,Function,Exports processed images to Google Drive,Export Processed Images To Google Drive
615,script_187587.txt,Function,Performs Principal Component Analysis on images,Principal Component Analysis (PCA)
616,script_187738.txt,Function,Filter and mosaic image collection based on date and region,Filter Image Collection By Date And Region
617,script_187738.txt,Function,Clip and normalize image bands,Select And Clip Image
618,script_187738.txt,Function,Segment images into clusters using SNIC,Segment Image Into Clusters
619,script_187738.txt,Function,Classify image data using random forest algorithm,Random Forest Classification
620,script_187738.txt,Function,"Calculate statistical metrics like standard deviation, area, and perimeter of clusters",Calculate Area Statistics
621,script_187738.txt,Function,Export classified images to asset for further use,Exporting Classified Images
622,script_187749.txt,Function,Generate annual maximum NDVI images from MODIS data,Compute Median Of NDVI
623,script_187749.txt,Function,Perform linear trend analysis on NDVI time series,Generate Time Series Data For NDVI Changes
624,script_187749.txt,Function,Visualize trend analysis results with a color palette,Visualize Data With Specific Color Palettes
625,script_187749.txt,Function,Define regions of interest within Beijing for analysis,Buffering Points To Create Zones For Analysis
626,script_187749.txt,Function,Create time series charts of NDVI for specified regions,Generate Time Series Charts For NDVI
627,script_187821.txt,Function,Filter image collection by date and location,Filter Image Collection By Date And Region
628,script_187821.txt,Function,Mask clouds and snow from satellite images,Cloud And Snow Masking
629,script_187821.txt,Function,Create image mosaic clipped to study area,Clip Images To A Specific Region
630,script_187821.txt,Function,Calculate Normalized Burn Ratio (NBR) for images,Calculate Normalized Burn Ratio (NBR) For Images
631,script_187821.txt,Function,Compute difference between pre- and post-fire NBR,Compute Difference Between Pre- And Post-Fire NBR
632,script_187821.txt,Function,Classify and visualize burn severity,Classify And Visualize Burn Severity
633,script_187821.txt,Function,Calculate and display burned area statistics,Calculate Burned Area
634,script_187821.txt,Function,Export dNBR and burned area data,Export Burn Severity And Area Data
635,script_187822.txt,Function,Filter satellite images by date and location,Filter Images By Date And Region
636,script_187822.txt,Function,Mask clouds and snow from satellite images,Cloud And Snow Masking
637,script_187822.txt,Function,Create image mosaics and clip to study area,Clip Images To A Specific Region
638,script_187822.txt,Function,Calculate normalized burn ratio for images,Calculate Normalized Burn Ratio (NBR) For Images
639,script_187822.txt,Function,Compute difference between pre- and post-fire NBR,Compute Difference Between Pre- And Post-Fire NBR
640,script_187822.txt,Function,Classify and visualize burn severity on a map,Classify And Visualize Burn Severity
641,script_187822.txt,Function,Calculate and export statistics on burned area,Calculate Burned Area
642,script_187822.txt,Function,Add a legend to the map display,Add A Legend
643,script_187822.txt,Function,Export dNBR and burned area data for download,Export Burn Severity And Area Data
644,script_187825.txt,Function,Filter satellite images by date and location,Filter Images By Date And Region
645,script_187825.txt,Function,Apply cloud and snow mask to images,Cloud And Snow Masking
646,script_187825.txt,Function,Mosaic and clip images to study area,Image Mosaicking
647,script_187825.txt,Function,Calculate Normalized Burn Ratio (NBR) for images,Calculate Normalized Burn Ratio (NBR) For Images
648,script_187825.txt,Function,Compute difference between pre- and post-fire NBR,Compute Difference Between Pre- And Post-Fire NBR
649,script_187825.txt,Function,Classify and visualize burn severity,Classify And Visualize Burn Severity
650,script_187825.txt,Function,Calculate and display burned area statistics,Calculate Burned Area
651,script_187825.txt,Function,Export burn severity and area data,Export Burn Severity And Area Data
652,script_187888.txt,Function,Cloud masking for Landsat 8 images,Image Cloud Masking
653,script_187888.txt,Function,"Cloud masking for Landsat 4, 5, and 7 images",Image Cloud Masking
654,script_187888.txt,Function,Calculation of NDVI for each image,Compute Median Of NDVI
655,script_187888.txt,Function,Merging NDVI collections from different Landsat missions,"Merge, Harmonize, And Standardize Landsat Image Collections"
656,script_187888.txt,Function,Sampling NDVI values at specific training points,Sampling Regions For Training Data
657,script_187888.txt,Function,Renaming NDVI bands based on time metadata,Generate Time Series Data For NDVI Changes
658,script_187888.txt,Function,Iterative merging of images into a single composite,Generate Image Composites
659,script_187895.txt,Function,Filter images by cloud cover and date range,Filter Images By Cloud Cover
660,script_187895.txt,Function,Calculate Bare Soil Index for each image,Image Index Calculation
661,script_187895.txt,Function,Merge BSI data from multiple Landsat missions,"Merge, Harmonize, And Standardize Landsat Image Collections"
662,script_187895.txt,Function,Rename BSI bands to correspond with image dates,Add Date Bands To Images
663,script_187895.txt,Function,Sample BSI values at specific land cover points,Land Cover Change Analysis
664,script_187895.txt,Function,Export sampled data to a CSV file,Export Sampled Data
665,script_188011.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
666,script_188011.txt,Function,Convert temperature from Kelvin to Celsius,Temperature Calculation
667,script_188011.txt,Function,Clip images to specific geometry,Clip Images To A Specific Region
668,script_188011.txt,Function,Calculate mean temperature for a season,Temperature Calculation
669,script_188011.txt,Function,Visualize temperature data on a map,Visualize Temperature Data
670,script_188011.txt,Function,Aggregate temperature data by region,Aggregate Temperature Data
671,script_188011.txt,Function,Export temperature statistics to CSV,Visualize Temperature Data
672,script_188011.txt,Function,Generate time-series charts of temperature,Generate Time Series Charts Of Temperature Data
673,script_188030.txt,Function,Mask clouds from satellite images,Image Cloud Masking
674,script_188030.txt,Function,Filter image collection by date and region,Filter Image Collection By Date And Region
675,script_188030.txt,Function,Clip images to a specific geographic boundary,Clip Images To Specific Geographic Boundaries
676,script_188030.txt,Function,Calculate NDVI for each image in the collection,Calculate Statistical Indicators Of Image Collection
677,script_188030.txt,Function,Aggregate pixel count of NDVI values,Addition Of NDVI
678,script_188030.txt,Function,Filter NDVI images based on pixel count range,Add NDVI Band To Images
679,script_188030.txt,Function,Visualize NDVI data on a map,Visualize NDVI And Date Information
680,script_188030.txt,Function,Generate time series charts of NDVI statistics,Generate Time Series Charts For NDVI
681,script_188030.txt,Function,Export NDVI data and statistics to CSV,Visualize NDVI And Date Information
682,script_188052.txt,Function,Mask clouds from Landsat 8 images,Image Cloud Masking
683,script_188052.txt,Function,Clip and mosaic filtered images to region of interest,Clip Images To A Specific Region
684,script_188052.txt,Function,Calculate MNDWI for Landsat images,Calculates Modified Normalized Difference Water Index (MNDWI)
685,script_188052.txt,Function,Mask clouds and scale Sentinel-2 images,Image Cloud Masking
686,script_188052.txt,Function,Calculate MNDWI for Sentinel-2 images,Calculates Modified Normalized Difference Water Index (MNDWI)
687,script_188052.txt,Function,Determine water presence using Otsu's method,Otsu Thresholding
688,script_188052.txt,Function,Export processed images,Export Processed Images
689,script_188052.txt,Function,Calculate water area from binary water masks,Water body Area Calculation
690,script_188068.txt,Function,Filter and select satellite images by date and parameters,Filter Images By Date And Region
691,script_188068.txt,Function,Calculate changes in radar signal before and after flood,Detect Changes By Comparing Pre- And Post-Fire Images
692,script_188068.txt,Function,Apply threshold to identify flooded areas,Apply Threshold To Identify Flood Extent
693,script_188068.txt,Function,Mask out permanent water bodies from flood analysis,Mask Areas To Refine Flood Detection
694,script_188068.txt,Function,Calculate slope to refine flood analysis,Calculate Features To Refine Flood Analysis
695,script_188068.txt,Function,Estimate total flooded area in hectares,Calculates Total Flooded Area In Hectares
696,script_188068.txt,Function,Estimate population affected by flood,Estimate Population Affected By Flood
697,script_188068.txt,Function,Identify and analyze affected agricultural land,Identify Data Related To Agricultural
698,script_188068.txt,Function,Identify and analyze affected urban areas,Detect Urban Renewal Areas
699,script_188073.txt,Function,"Filters SAR data by instrument mode, polarization, pass direction, and spatial bounds",Filter Images by wind conditions
700,script_188073.txt,Function,Creates mosaics of pre- and post-flood images and applies focal mean for noise reduction,Generates Visual Comparisons Of Pre- And Post-Event Images
701,script_188073.txt,Function,Calculates difference between pre- and post-flood images to identify flooded areas,Generates Visual Comparisons Of Pre- And Post-Event Images
702,script_188073.txt,Function,Applies a mask to exclude perennial water bodies from flood analysis,Mask Areas To Refine Flood Detection
703,script_188073.txt,Function,Calculates slope from DEM to limit flood analysis to areas with less than 5% slope,Apply Threshold To Identify Flood Extent
704,script_188073.txt,Function,Calculates total flooded area in hectares,Calculates Total Flooded Area In Hectares
705,script_188073.txt,Function,Reprojects flood layer to match population data resolution for accurate impact analysis,Clip Population Data To Flood-Affected Regions
706,script_188073.txt,Function,Calculates population potentially affected by flooding,Estimate Population Affected By Flood
707,script_188073.txt,Function,Identifies and calculates area of affected agricultural land using MODIS land cover data,Calculates And Displays Area For Each Land Cover Category
708,script_188073.txt,Function,Identifies and calculates area of affected urban land using MODIS land cover data,Calculates And Displays Area For Each Land Cover Category
709,script_188073.txt,Function,Exports flood extent data for further analysis in external GIS software,Export Flood Extent
710,script_188116.txt,Function,Filter and mosaic Landsat 8 images for specific dates and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
711,script_188116.txt,Function,Calculate ratios of spectral bands from Landsat 8,Calculate Spectral Indices And Ratios From Satellite Bands
712,script_188116.txt,Function,Filter and mosaic Landsat 7 images for specific dates and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
713,script_188116.txt,Function,Calculate ratios of spectral bands from Landsat 7,Calculate Spectral Indices And Ratios From Satellite Bands
714,script_188116.txt,Function,Filter and mosaic Sentinel-2 images for specific dates and cloud cover,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover
715,script_188116.txt,Function,Classify images based on training from sample regions,Classify Images Based On Training Data
716,script_188116.txt,Function,Apply water mask to classification results,Apply Mask To Classification Results
717,script_188116.txt,Function,Manually correct classification results using predefined areas,Correct Classification Results Using Specified Conditions
718,script_188116.txt,Function,Display final classification on map,Generate Visualizations And Statistical Charts For Classification Results
719,script_188147.txt,Function,Merge multiple image collections and create a mosaic,Merge And Sort Image Collections
720,script_188147.txt,Function,Clip the mosaic to a specific country's boundaries,Clip Images To Specific Geographic Boundaries
721,script_188147.txt,Function,Filter image collections by date and cloud cover,Filter Images By Cloud Cover
722,script_188147.txt,Function,Calculate spectral ratios and add as bands,Calculate Spectral Indices And Ratios From Satellite Bands
723,script_188147.txt,Function,Sample regions for classifier training,Sampling Regions For Classifier Training
724,script_188147.txt,Function,Classify images using a decision tree classifier,Classify Images Based On Trained Model
725,script_188147.txt,Function,Correct classification based on water and urban data,Filtering Precipitation Data
726,script_188147.txt,Function,Display layers on a map interface,Display Interactive Map
727,script_188163.txt,Function,Mosaic images and clip to a specific country,Creates And Exports Image Mosaics
728,script_188163.txt,Function,Filter image collections by date and cloud cover,Filter Images By Cloud Cover
729,script_188163.txt,Function,Calculate ratios of spectral bands,Calculate Spectral Indices And Ratios From Satellite Bands
730,script_188163.txt,Function,Classify images based on training data,Classify Images Based On Training Data
731,script_188163.txt,Function,Apply masks to handle water and urban areas,Mask Application
732,script_188163.txt,Function,Display specific bands and adjust visualization parameters,Visualize Data Using Specific Band Combinations
733,script_188182.txt,Function,Filter image collections by geographic bounds and date,Filter Image Collection By Date And Boundaries
734,script_188182.txt,Function,Create image composites to minimize cloud cover,Create Image Composites To Minimize Cloud Cover
735,script_188182.txt,Function,Calculate spectral ratios to highlight specific features,Calculate Data For Specific Spectral Bands
736,script_188182.txt,Function,Sample regions for classifier training,Sampling Regions For Classifier Training
737,script_188182.txt,Function,Classify image data based on trained classifier,Classify Images Based On Trained Model
738,script_188182.txt,Function,Apply corrections to classified data using masks,Apply Masks To Classified Images
739,script_188182.txt,Function,Visualize results with specific color palettes,Visualize Data With Specific Color Palettes
740,script_188190.txt,Function,Filter image collections by geographic and temporal parameters,Filter Image Collection By Date And Region
741,script_188190.txt,Function,Merge multiple image collections and apply a mosaic,Merge And Sort Image Collections
742,script_188190.txt,Function,Clip images to specific geographic boundaries,Clip Images To Specific Geographic Boundaries
743,script_188190.txt,Function,Calculate spectral indices and ratios from satellite bands,Calculate Spectral Indices And Ratios From Satellite Bands
744,script_188190.txt,Function,Classify images based on training data from feature collections,Classify Images Based On Training Data
745,script_188190.txt,Function,Mask specific land cover types like water and urban areas,Select Land Cover Types
746,script_188190.txt,Function,Visualize and map the results of classifications and indices,Generate Visualizations And Statistical Charts For Classification Results
747,script_188200.txt,Function,"Filter satellite images by location, date, and cloud cover",Filter Images By Cloud Cover
748,script_188200.txt,Function,Create mosaics of satellite images for clearer analysis,Visualize Satellite Images
