Script_ID,Value,Counts
script_19155.txt,Filter Image Collection,3
script_19155.txt,Random Forest Classification,3
script_19155.txt,Sampling Image,3
script_23533.txt,Layer Addition To Map,4
script_23533.txt,Merge And Sort Image Collections,5
script_23533.txt,Remapping Land Cover Classes,5
script_28.txt,Calculate And Export Statistics,4
script_28.txt,Cloud And Shade Masking,4
script_28.txt,Filter Image Collection By Date And Boundaries,4
script_28.txt,"Merge, Harmonize, And Standardize Landsat Image Collections",7
script_28.txt,Surface Reflectance Correction,3
script_28.txt,Vegetation Indices/Index Calculation,3
script_3043.txt,"Calculate Other Vegetation Indices/index (SAVI, EVI)",4
script_3043.txt,Calculates Modified Normalized Difference Water Index (MNDWI),4
script_3043.txt,Cloud And Cloud Shadow Masking,3
script_3043.txt,Elevation slope calculation,5
script_3043.txt,Filter Image Collection,7
script_3043.txt,Generate Image Composites,6
script_3043.txt,Identifying Water Body,3
script_3043.txt,Land Cover Classification And Mapping,7
script_3043.txt,Rename Image Bands,7
script_3043.txt,Topographic Wetness Index (TWI) Computation,4
script_3043.txt,Vegetation Indices/Index Calculation,5
script_32.txt,Generate Image Composites,11
script_32.txt,Update Masks,6
script_35538.txt,Clip Images To A Specific Region,6
script_35538.txt,Compute Median Of NDVI,3
script_35538.txt,Create Median Composite Of Images,3
script_35538.txt,Filter Image Collection By Date And Boundaries,5
script_35538.txt,Image Masking,6
script_37873.txt,Training Data Creation,3
script_41838.txt,Clip Images To A Specific Region,5
script_41838.txt,Filter Image Collection By Date And Region,3
script_41838.txt,Select Specific Bands From Images,6
script_41838.txt,Train And Apply Random Forest Classifier,8
script_41838.txt,Training And Sampling For Land Cover Classification,3
script_42.txt,Classify Images Based On Trained Model,4
script_42.txt,Random Forest Regression Training,3
script_42.txt,Random Point Generation,3
script_42.txt,Train And Apply Random Forest Classifier,3
script_42.txt,Training Data Creation,7
script_42.txt,Visualize Changes In Forest Cover Over Time,3
script_43.txt,Filter Images By Cloud Cover,3
script_43.txt,Filtering Polygons,3
script_43.txt,Forest Canopy Density Calculation,4
script_43803.txt,Clip Images To A Specific Region,6
script_43803.txt,Export Processed Images,5
script_43803.txt,Filter Image Collection By Date And Boundaries,5
script_43803.txt,Image Mosaicking,5
script_43803.txt,Select Specific Bands From Images,9
script_43803.txt,Sort Image Collections By Cloud Cover,6
script_45435.txt,Export Processed Images,3
script_45435.txt,Filter Image Collection By Date,6
script_45435.txt,Mean Reduction,3
script_45435.txt,Quality Filtering,3
script_45435.txt,Select Specific Bands From Images,5
script_48.txt,Calculate Ratio Between Recent And Historical Images,4
script_48.txt,Clip Images To A Specific Region,5
script_48.txt,Data Preparation,3
script_48.txt,Distance Calculation,8
script_48.txt,Image Index Calculation,5
script_48.txt,Performs Linear Fits,6
script_48.txt,Terrain Data Generation and Analysis,4
script_49902.txt,Compute Median Of NDVI,6
script_49902.txt,Filter Image Collection By Date And Boundaries,5
script_49902.txt,Legend Creation,4
script_50.txt,Classify Images Based On Trained Model,3
script_50.txt,Random Point Generation,7
script_50.txt,Train And Apply Random Forest Classifier,3
script_51624.txt,Displays Composite Image,3
script_51624.txt,Visualize Data With Specific Color Palettes,4
script_52026.txt,Clip Images To A Specific Region,3
script_52026.txt,Compute Mean Values,4
script_52026.txt,Filter Image Collection By Date And Boundaries,5
script_54980.txt,Image Band Addition,4
script_54980.txt,Image Masking,5
script_54980.txt,Remapping,3
script_54980.txt,Visualization And Output Generation,4
script_59099.txt,Compute Median Of NDVI,4
script_59099.txt,Filter Image Collection By Cloud Coverage,4
script_59099.txt,Generate Time Series Charts For NDVI,6
script_62526.txt,Calculates Normalized Difference Water Index (NDWI),7
script_62526.txt,Filter Image Collection By Date And Boundaries,3
script_62526.txt,Generate Time Series Charts Of Water Area,8
script_62526.txt,Image Mosaicking,3
script_65671.txt,Calculates Median Values,4
script_65671.txt,Export Processed Data,5
script_65671.txt,Filter Image Collection,5
script_65671.txt,Image Cloud Masking,8
script_67562.txt,Calculate Normalized Difference Water Body Index (NDWBI),6
script_67562.txt,Calculates Normalized Difference Water Index (NDWI),7
script_67562.txt,Clip Images To A Specific Region,4
script_67562.txt,Computes Normalized Difference Vegetation Index (NDVI),4
script_67562.txt,Image Cloud Removal,6
script_67562.txt,Scaling Image Values,7
script_67562.txt,Select DEM,4
script_67562.txt,Visualize Elevation Data (DEM),3
script_71184.txt,Calculates Modified Normalized Difference Water Index (MNDWI),7
script_71184.txt,Cloud Score Computation,9
script_71184.txt,Filter Images,5
script_72.txt,Buffering Features,3
script_72.txt,Change Detection,6
script_72.txt,Data Conversion,3
script_72.txt,Export Processed Images,3
script_72.txt,Filter And Buffer A Feature Collection,3
script_72.txt,Land Cover Change Detection,4
script_72.txt,Spectral Index Computation,4
script_72.txt,Temporal Data Filtering,6
script_72.txt,Terrain Flattening,4
script_7366.txt,Filter Images By Date And Region,3
script_7366.txt,Machine Learning Model Training,3
script_7366.txt,Sort Image Collections By Cloud Cover,3
script_75448.txt,Calculates Normalized Difference Water Index (NDWI),7
script_75448.txt,Creating Annual Composite,5
script_75448.txt,Filter Image Collection By Bounds,5
script_75448.txt,Filter Image Collection By Date,3
script_75448.txt,Otsu Thresholding,7
script_75448.txt,Water body Area Calculation,8
script_76696.txt,Filter Image Collection By Date And Boundaries,3
script_76696.txt,Image Cloud Removal,6
script_76696.txt,Image Masking,4
script_76696.txt,"Merge, Harmonize, And Standardize Landsat Image Collections",6
script_76696.txt,Pixel Count Calculation,4
script_76709.txt,Calculates Modified Normalized Difference Water Index (MNDWI),3
script_76709.txt,Compute Median Of NDVI,4
script_76709.txt,Computes Normalized Difference Vegetation Index (NDVI),7
script_76709.txt,Export Processed Images To Google Drive,4
script_76709.txt,Filter Image Collection By Cloud Coverage,4
script_76709.txt,Image Cloud Masking,6
script_76709.txt,Vegetation Indices/Index Calculation,5
script_76805.txt,Cloud And Water Masking,6
script_76805.txt,Compute Median Of NDVI,8
script_76805.txt,Quality Masking,6
script_76839.txt,Clip Images To A Specific Region,5
script_76839.txt,Computes Normalized Difference Vegetation Index (NDVI),6
script_76839.txt,Export Processed Images,3
script_76839.txt,Export Processed Images To Drive,3
script_76839.txt,Filter Image Collection By Date,4
script_76840.txt,Clear Pixel Masking,3
script_76840.txt,Clip Images To A Specific Region,5
script_76840.txt,Computes Normalized Difference Vegetation Index (NDVI),5
script_76840.txt,Export Processed Images To Drive,3
script_76840.txt,Filter Image Collection By Date,4
script_76840.txt,Surface water area computation,4
script_76841.txt,Clip Images To A Specific Region,5
script_76841.txt,Computes Normalized Difference Vegetation Index (NDVI),6
script_76841.txt,Export Processed Images To Drive,4
script_76841.txt,Filter Image Collection By Date And Region,3
script_76841.txt,Surface water area computation,4
script_78663.txt,Compute Mean Values,5
script_78663.txt,Filter Image Collection,4
script_78663.txt,Generate Time Series Charts,8
script_78805.txt,Calculates Median Of Image Collection,3
script_78805.txt,Clip Images To A Specific Region,5
script_78805.txt,Compute Median Of NDVI,5
script_78805.txt,Filter Image Collection By Cloud Coverage,3
script_78805.txt,Filter Images By Cloud Cover,4
script_85061.txt,Apply Scale Factors To Image,10
script_85061.txt,Cloud Score Computation,5
script_85061.txt,Filter Images By Cloud Cover,4
script_85061.txt,Remapping Land Cover Classes,3
script_85061.txt,Spectral Unmixing,3
script_85217.txt,Accuracy Assessment,8
script_85217.txt,Classification,3
script_85217.txt,Create Image Composites To Minimize Cloud Cover,7
script_85217.txt,Displays Composite Image,3
script_85217.txt,Mosaic Landsat Images,4
script_85217.txt,Sampling Regions For Training Data,3
script_85217.txt,Training CART Classifier,8
script_85217.txt,Training Data Sampling,4
script_85219.txt,Calculate Normalized Difference And Other Indices,6
script_85219.txt,Calculates Median Of Image Collection,5
script_85219.txt,Clip Images To A Specific Region,5
script_85219.txt,Filter Image Collection By Date And Boundaries,5
script_85219.txt,Image Cloud Masking,8
script_85219.txt,Image Mosaicking,8
script_85219.txt,Visualize Data With Specific Color Palettes,5
script_89887.txt,Cloud And Shade Masking,3
script_89887.txt,Cloud And Water Masking,7
script_89887.txt,Enhancing Image Visualization,4
script_89887.txt,Filter Image Collection,3
script_89887.txt,Hillshade Generation,6
script_89887.txt,Image Cloud Masking,6
script_89887.txt,Statistics Calculation,5
script_89887.txt,Visualize True Color Images,3
script_95721.txt,Buffer Creation,5
script_95721.txt,"Calculate Other Vegetation Indices/index (SAVI, EVI)",7
script_95721.txt,Cloud And Shadow Removal,3
script_95721.txt,Cloud Cover Removal,3
script_95721.txt,Create Median Composite Of Images,8
script_95721.txt,Filter Image Collection,5
script_95721.txt,Image Masking,3
script_95950.txt,Add Date Bands To Images,3
script_95950.txt,Add Date Information To Images,4
script_95950.txt,Clip Images To A Specific Region,3
script_95950.txt,Compute Median Of NDVI,3
script_95950.txt,Filter Image Collection By Cloud Coverage,4
script_95950.txt,Image Cloud Masking,7
script_95950.txt,Sort Images By Quality,5
script_95950.txt,Visualize NDVI And Date Information,8
script_96316.txt,Add NDVI Band To Images,3
script_96316.txt,Clip Images To A Specific Region,5
script_96316.txt,Filter Image Collection By Date And Region,3
script_96316.txt,Image Mosaicking,3
script_96316.txt,Quality Mosaic Generation,5
script_96316.txt,Rename Image Bands,5
script_96316.txt,Vegetation Indices/Index Calculation,5
script_96317.txt,Clip Images To A Specific Region,5
script_96317.txt,Filter Image Collection By Cloud Coverage,3
script_96317.txt,Image Mosaicking,3
script_96317.txt,Quality Mosaic Generation,5
script_96317.txt,Rename Image Bands,8
script_96317.txt,Vegetation Indices/Index Calculation,5
script_96322.txt,Clip Images To A Specific Region,4
script_96322.txt,Quality Mosaic Generation,6
script_96322.txt,Rename Image Bands,8
script_96322.txt,Sampling Regions For Training Data,5
script_96322.txt,Vegetation Indices/Index Calculation,5
script_96332.txt,Calculates Normalized Difference Water Index (NDWI),4
script_96332.txt,Filter Image Collection By Date And Region,3
script_96332.txt,Image Mosaicking,8
script_96332.txt,Layer Addition To Map,4
script_96332.txt,Rename Image Bands,7
script_96361.txt,Add Land Use Layer,4
script_96361.txt,Calculates Modified Normalized Difference Water Index (MNDWI),6
script_96361.txt,Image Addition,3
script_96361.txt,"Merge, Harmonize, And Standardize Landsat Image Collections",5
script_96361.txt,Rename Image Bands,7
script_96361.txt,Spectral Values Extraction,3
script_96424.txt,Boundary Statistics Calculation,3
script_96424.txt,Clip Images To A Specific Region,5
script_96424.txt,Cloud And Water Masking,5
script_96424.txt,Select Specific Bands From Images,4
script_96424.txt,Statistics Calculation,4
script_96426.txt,Export Processed Data To Drive,3
script_96426.txt,Filter And Mosaic Landsat Images,4
script_96426.txt,Filtering Polygons,4
script_96426.txt,Generate Time Series Charts,3
script_96426.txt,Generate Time Series Charts Of Water Area,4
script_96426.txt,Surface water area computation,5
script_96426.txt,Water body Area Calculation,5
script_96427.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4
script_96427.txt,Generate Time Series Charts Of Water Area,7
script_96427.txt,Surface water area computation,6
script_96458.txt,Calculate Normalized Difference And Other Indices,5
script_96458.txt,Calculates Median Of Image Collection,5
script_96458.txt,Clip Images To A Specific Region,3
script_96458.txt,Filter Image Collection By Date And Boundaries,4
script_96458.txt,Image Cloud Removal,6
script_96458.txt,Reduce Image Collection To Minimum Value,3
script_96458.txt,Update Masks,4
script_96459.txt,Filter Image Collection By Cloud Coverage,4
script_96459.txt,Generating Histograms,6
script_96459.txt,Spectral Index Computation,4
script_96459.txt,Spectral Unmixing,3
script_96459.txt,Unmixing Analysis,3
script_96519.txt,Buffer Creation,3
script_96519.txt,Buffering Geometries,3
script_96519.txt,Built-up Area Classification,3
script_96519.txt,Detect Water,3
script_96519.txt,Estimating Fire Accumulation,4
script_96519.txt,Identify Water And Flood Surfaces Using Indices,4
script_96519.txt,Identifying Water Body,4
script_96519.txt,Visualize Elevation Data (DEM),9
script_96537.txt,Accuracy Assessment,5
script_96537.txt,Calculates Median Of Image Collection,4
script_96537.txt,Data Visualization,3
script_96537.txt,Image Cloud Masking,5
script_96537.txt,Image Reprojection,7
script_96537.txt,Land Cover Classification And Mapping,5
script_96537.txt,Random Forest Classification,8
script_96538.txt,Buffering Features,5
script_96538.txt,Clip Images To A Specific Region,3
script_96538.txt,Image Cloud Masking,4
script_96538.txt,Reduction Of Image Regions,3
script_96538.txt,Vegetation Indices/Index Calculation,5
script_96558.txt,Area Statistics Calculation,3
script_96558.txt,Calculates Spatial Correlation,5
script_96558.txt,Filter Image Collection By Date,5
script_96558.txt,Generate And Display A Scatter Plot,8
script_96558.txt,Generate Time Series Data For NDVI Changes,4
script_96558.txt,Image Resampling,6
script_96558.txt,Temporal Aggregation,4
script_96578.txt,Burn Masking,3
script_96578.txt,Filter Image Collection By Cloud Coverage,3
script_96578.txt,Filter Image Collection By Date,7
script_96578.txt,Generate Time Series Charts Of Temperature Data,4
script_96578.txt,Temperature Calculation,11
script_96578.txt,Unit Conversion For Temperature Data,3
script_96593.txt,Buffer Creation,3
script_96593.txt,Compute Median Of NDVI,6
script_96593.txt,Create RGB Composite Image,4
script_96593.txt,Filter Image Collection By Date And Region,3
script_96593.txt,Filter Images By Date And Region,4
script_96611.txt,Addition Of NDVI,4
script_96611.txt,Calculates Median Of Image Collection,5
script_96611.txt,Compute Median Of NDVI,6
script_96611.txt,Computes Normalized Difference Vegetation Index (NDVI),4
script_96611.txt,Export Processed Images To Drive,7
script_96611.txt,Filter Image Collection By Date,6
script_96611.txt,Generate Image Composites,6
script_96611.txt,Generating Histograms,5
script_96611.txt,Pixel Area Calculation,6
script_96611.txt,Reduction Of Image Regions,4
script_97207.txt,Classify And Evaluate Burned Areas,3
script_97207.txt,Filter Image Collection By Date And Boundaries,4
script_97207.txt,Filter Image Collection By Date And Region,6
script_97208.txt,Classify And Evaluate Burned Areas,3
script_97208.txt,Filter Image Collection By Date And Boundaries,3
script_97208.txt,Vegetation Indices/Index Calculation,5
script_97209.txt,Classify Images Based On Pre And Post Fire Data,3
script_97209.txt,Filter Image Collection By Date And Boundaries,6
script_97209.txt,Vegetation Indices/Index Calculation,5
script_97210.txt,Filter Image Collection By Date And Boundaries,5
script_97210.txt,Image Index Calculation,3
script_97210.txt,Vegetation Indices/Index Calculation,5
script_97211.txt,Filter Image Collection By Date And Boundaries,5
script_97211.txt,Vegetation Indices/Index Calculation,8
script_97212.txt,Classify Images Based On Pre And Post Fire Data,3
script_97212.txt,Classify Images Based On Training Data,3
script_97212.txt,Filter Image Collection By Date And Boundaries,4
script_97212.txt,Stratified Sampling,4
script_97212.txt,Vegetation Indices/Index Calculation,5
script_97250.txt,Calculate Statistical Indicators Of Image Collection,5
script_97250.txt,Classify Images Based On Training Data,4
script_97250.txt,Filter Image Collection By Date,6
script_97250.txt,Land Cover Classification And Mapping,6
script_97250.txt,Nighttime light data analysis,5
script_97250.txt,Select Specific Bands From Images,4
script_97250.txt,Visualizing Land Cover,5
script_97292.txt,Classify Images Based On Trained Model,3
script_97292.txt,Clip Images To A Specific Region,6
script_97292.txt,Compute Metric Within Clusters,10
script_97292.txt,Filter Image Collection By Date And Boundaries,6
script_97292.txt,Image Segmentation,8
script_97295.txt,Create RGB Composite Image,6
script_97295.txt,Filter Image Collection By Date,4
script_97295.txt,Filter Image Collection By Date And Region,5
script_97295.txt,Filter Image Collection By Region,3
script_97295.txt,Generate Image Composites For Indices/Index,3
script_97295.txt,Visualize Classified Data And Indices,3
script_97367.txt,Cloud And Cloud Shadow Masking,4
script_97367.txt,Cloud And Shade Masking,6
script_97367.txt,Cloud Score Computation,4
script_97367.txt,Compute Median Of NDVI,3
script_97367.txt,Identify And Display Outlier Areas,3
script_97371.txt,Add NDVI Band To Images,6
script_97371.txt,Addition Of NDVI,3
script_97371.txt,Cloud And Shade Masking,3
script_97371.txt,Export Time Series Data,9
script_97371.txt,Filter Image Collection By Date,5
script_97371.txt,Generate Time Series Charts For NDVI,4
script_97371.txt,Generate Time Series Data For NDVI Changes,4
script_97371.txt,Random Point Generation,3
script_97371.txt,Select Land Cover Types,4
script_97430.txt,Add Cloud Probability And Mask As Image Bands,8
script_97430.txt,Cloud And Cloud Shadow Masking,6
script_97430.txt,Cloud And Shade Masking,4
script_97430.txt,Filter Image Collection By Cloud Coverage,5
script_97430.txt,Image Index Calculation,6
script_97430.txt,Shadow Detection,3
script_97430.txt,Vegetation Indices/Index Calculation,5
script_97431.txt,Calculates Median Of Image Collection,3
script_97431.txt,Calculates Modified Normalized Difference Water Index (MNDWI),5
script_97431.txt,Cloud And Water Masking,4
script_97431.txt,Cloud Score Computation,3
script_97431.txt,Computes Percentage Of Cloud Cover,3
script_97431.txt,Create Median Composite Of Images,3
script_97431.txt,Filter Image Collection By Cloud Coverage,5
script_97431.txt,Image Cloud Masking,5
script_97431.txt,Quality Mosaic Generation,8
script_97446.txt,Calculates Median Of Image Collection,5
script_97446.txt,Filter Image Collection By Cloud Coverage,4
script_97446.txt,Filter Image Collection By Date And Region,3
script_97446.txt,Image Cloud Masking,7
script_97475.txt,Calculates Median Of Image Collection,4
script_97475.txt,Cluster Analysis,3
script_97475.txt,Filter Image Collection By Date And Boundaries,5
script_97475.txt,Generate And Display A Scatter Plot,4
script_97475.txt,Generate Spectral Signature Chart,5
script_97475.txt,Generating Histograms,5
script_97475.txt,Image Cloud Masking,8
script_97475.txt,Segment Image Into Clusters,4
script_97475.txt,Visualize Elevation Data (DEM),4
script_97477.txt,Accumulating EVI Anomalies,4
script_97477.txt,"Calculate Other Vegetation Indices/index (SAVI, EVI)",3
script_97477.txt,Clip Images To A Specific Region,8
script_97477.txt,Cloud Filtering,3
script_97477.txt,Compute Median Of NDVI,3
script_97477.txt,Filter Image Collection,3
script_97477.txt,Filter Images By Cloud Cover,3
script_97477.txt,Spectral Index Computation,4
script_97479.txt,Calculate Statistical Indicators Of Image Collection,3
script_97479.txt,Clip Images To A Specific Region,4
script_97479.txt,Cloud And Cloud Shadow Masking,3
script_97479.txt,Cloud And Water Masking,3
script_97479.txt,Filter Image Collection By Date,5
script_97479.txt,Filter Image Collection By Region,5
script_97479.txt,Statistics Calculation,3
script_97479.txt,Visualize True Color Images,5
script_97507.txt,Add Date Information To Images,9
script_97507.txt,Filter Image Collection By Date,5
script_97507.txt,Filtering Administrative Boundaries,3
script_97507.txt,Mosaic Landsat Images,4
script_97507.txt,Visualization Setup,3
script_97508.txt,Display Interactive Map,4
script_97508.txt,Filter Image Collection,6
script_97508.txt,Generate Time Series Charts,7
script_97508.txt,Generate Time Series Charts For NDVI,4
script_97508.txt,Layer Addition To Map,4
script_97509.txt,Load and Display Pre- And Post-Fire Satellite Image,9
script_97509.txt,Visualize True Color Images,13
script_97510.txt,Calculate Difference Normalized Burn Ratio (dNBR),6
script_97510.txt,Visualize True Color Images,5
script_97512.txt,Calculate Difference Normalized Burn Ratio (dNBR),6
script_97512.txt,Calculate NBR for Post-Fire Image,4
script_97512.txt,Classify And Visualize Burn Severity,14
script_97538.txt,"Calculate Other Vegetation Indices/index (SAVI, EVI)",3
script_97538.txt,Calculates Median Of Image Collection,5
script_97538.txt,Clip Images To A Specific Region,4
script_97538.txt,Compute Median Of NDVI,4
script_97538.txt,Export Processed Images,3
script_97538.txt,Export Processed Images To Drive,3
script_97538.txt,Filter Image Collection By Date And Boundaries,4
script_97539.txt,"Calculate Other Vegetation Indices/index (SAVI, EVI)",3
script_97539.txt,Calculates Median Of Image Collection,5
script_97539.txt,Clip Images To A Specific Region,3
script_97539.txt,Compute Median Of NDVI,3
script_97539.txt,Export Processed Images To Drive,3
script_97539.txt,Export Processed Images To Google Drive,5
script_97539.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,3
script_97539.txt,Filter Image Collection By Date And Boundaries,4
script_97582.txt,Clip Images To Specific Geographic Boundaries,5
script_97582.txt,Filter Images By Date And Region,3
script_97582.txt,Image Cloud Masking,8
script_97582.txt,Image Mosaicking,9
script_97582.txt,Layer Addition To Map,3
script_97609.txt,Calculate Annual Precipitation,5
script_97609.txt,Calculate Long-Term Averages,4
script_97609.txt,Calculate Seasonal And Temporal Spectral Indices,3
script_97609.txt,Calculates Mean Of Image Collection,3
script_97609.txt,Clip Images To A Specific Region,6
script_97609.txt,Export Processed Images To Drive,4
script_97609.txt,Filter Image Collection By Date,6
script_97610.txt,Clip Images To A Specific Region,4
script_97610.txt,Export Processed Data To Google Drive,4
script_97610.txt,Export Processed Images To Google Drive,3
script_97610.txt,Filter Image Collection By Date,5
script_97610.txt,Selects Temperature Data,4
script_97610.txt,Temperature Calculation,18
script_97610.txt,Unit Conversion For Temperature Data,5
script_97610.txt,Visualize Temperature Data,4
script_97622.txt,Random Forest Classification,3
script_97651.txt,Export Processed Images To Google Drive,3
script_97651.txt,Filter Image Collection By Date,4
script_97651.txt,Image Cloud Masking,4
script_97683.txt,Calculates Median Of Image Collection,5
script_97683.txt,Clip Images To A Specific Region,6
script_97683.txt,Export Processed Images To Drive,5
script_97683.txt,Export Processed Images To Google Drive,3
script_97683.txt,Filter Image Collection By Bounds,5
script_97683.txt,Filter Image Collection By Date,5
script_97683.txt,Filter Image Collection By Time,3
script_97700.txt,Cluster Analysis,5
script_97700.txt,Cluster Image Data,3
script_97700.txt,Computes Normalized Difference Vegetation Index (NDVI),5
script_97700.txt,Filter Image Collection By Date,3
script_97700.txt,Filter Images By Date,3
script_97700.txt,Image Clustering,4
script_97700.txt,Speckle Filtering,3
script_97704.txt,Export Processed Data To Drive,4
script_97704.txt,Generating Histograms,6
script_97704.txt,Layer Addition To Map,3
script_97704.txt,Select DEM,4
script_97704.txt,Spatial Clipping,3
script_97704.txt,Visualize Elevation Data (DEM),5
script_97718.txt,Compute Median Of NDVI,3
script_97718.txt,Computes Normalized Difference Vegetation Index (NDVI),4
script_97718.txt,Create Median Composite Of Images,5
script_97718.txt,Filter Image Collection By Date And Boundaries,4
script_97718.txt,Generate Time Series Charts,4
script_97718.txt,Image Cloud Masking,9
script_97724.txt,Add NDVI Band To Images,8
script_97724.txt,Cloud And Shade Masking,3
script_97724.txt,Converts Joined Data To Image Collection,4
script_97724.txt,Filter Image Collection,3
script_97724.txt,Filter Image Collection By Date,5
script_97724.txt,Generate Time Series Charts,3
script_97724.txt,Merge Feature Collections For Training Data,5
script_97724.txt,Reduction Of Image Regions,7
script_97954.txt,Calculate Spectral Indices And Ratios From Satellite Bands,4
script_97954.txt,Generate Image Composites,7
script_97954.txt,Training CART Classifier,3
script_97954.txt,Vegetation Masking,6
script_97955.txt,Generate Image Composites,3
script_97955.txt,Image Masking,3
script_97974.txt,Calculate Data For Specific Spectral Bands,3
script_97974.txt,Filter And Mosaic Landsat Images,4
script_97974.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,5
script_97974.txt,Training And Sampling For Land Cover Classification,5
script_97974.txt,Vegetation Masking,4
script_97988.txt,Exporting Classified Images,3
script_97988.txt,Filter And Mosaic Landsat Images,3
script_97988.txt,Forest Area Calculation,7
script_97988.txt,Image Mosaicking,4
script_97988.txt,Machine Learning Classification,3
script_97988.txt,Mask Areas To Refine Flood Detection,4
script_97988.txt,Mosaic Landsat Images,6
script_97988.txt,Spectral Index Computation,4
script_97991.txt,Classify Images Based On Training Data,6
script_97991.txt,Cloud And Water Masking,4
script_97991.txt,Export Selected Image,4
script_97991.txt,Filter And Mosaic Landsat Images,4
script_97991.txt,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,5
script_97991.txt,Filtering Polygons,6
script_97991.txt,Forest Area Calculation,4
script_98003.txt,Clip Images To A Specific Region,3
script_98003.txt,Cloud Score Computation,5
script_98003.txt,Export Processed Data To Drive,4
script_98003.txt,Filter And Mosaic Landsat Images,3
script_98003.txt,Image Mosaicking,3
script_98005.txt,Cloud Score Computation,3
script_98169.txt,Buffer Creation,4
script_98169.txt,Cloud And Water Masking,5
script_98169.txt,Compute Median Of NDVI,6
script_98169.txt,Export Processed Data To Google Drive,6
script_98169.txt,Filter Image Collection By Cloud Coverage,4
script_98169.txt,Generate Image Composites,3
script_98257.txt,Apply Threshold To Identify Flood Extent,8
script_98257.txt,Calculate Normalized Difference Flood Index (NDFI),4
script_98257.txt,Clip Images To A Specific Region,5
script_98257.txt,Filter Image Collection By Date,4
script_98257.txt,Filter Images By Date And Region,3
script_98257.txt,Image Mosaicking,3
script_98258.txt,Apply Threshold To Identify Flood Extent,5
script_98258.txt,Calculate Normalized Difference Flood Index (NDFI),6
script_98258.txt,Clip Images To A Specific Region,4
script_98258.txt,Filter Image Collection By Date,4
script_98258.txt,Image Mosaicking,5
script_98258.txt,Mask Areas To Refine Flood Detection,3
script_98259.txt,Calculates Normalized Difference Water Index (NDWI),6
script_98259.txt,Clip Images To A Specific Region,4
script_98259.txt,Clip Images To Specific Geographic Boundaries,3
script_98259.txt,Edge Detection,5
script_98259.txt,Filter Image Collection By Date And Boundaries,5
script_98259.txt,Image Differencing,4
script_98259.txt,Image Mosaicking,3
script_98259.txt,Mask Areas To Refine Flood Detection,3
script_98259.txt,Sort Image Collections By Cloud Cover,6
script_98260.txt,Calculates Normalized Difference Water Index (NDWI),7
script_98260.txt,Clip Images To Specific Geographic Boundaries,3
script_98260.txt,Filter Image Collection By Date And Boundaries,5
script_98260.txt,Generating Histograms,10
script_98260.txt,Otsu Thresholding,4
script_98260.txt,Sort Image Collections By Cloud Cover,6
script_98261.txt,Calculate Features To Refine Flood Analysis,4
script_98261.txt,Calculates Normalized Difference Water Index (NDWI),5
script_98261.txt,Clip Images To A Specific Region,4
script_98261.txt,Filter Image Collection By Date And Boundaries,5
script_98261.txt,Image Differencing,4
script_98261.txt,Mask Areas To Refine Flood Detection,3
script_98261.txt,Sort Image Collections By Cloud Cover,6
script_98262.txt,Calculate Features To Refine Flood Analysis,8
script_98262.txt,Calculates Normalized Difference Water Index (NDWI),6
script_98262.txt,Clip Images To A Specific Region,3
script_98262.txt,Elevation Masking,5
script_98262.txt,Filter Image Collection By Date And Boundaries,6
script_98262.txt,Filtering Pixels,4
script_98262.txt,Flood Area Calculation,5
script_98263.txt,Add NDWI Band To Images,4
script_98263.txt,Calculates Normalized Difference Water Index (NDWI),6
script_98263.txt,Filter Image Collection By Cloud Coverage,3
script_98263.txt,Filter Image Collection By Date And Boundaries,5
script_98263.txt,Filter Images By Cloud Cover,4
script_98263.txt,Sort Image Collections By Cloud Cover,6
script_98263.txt,Visualize True Color Images,5
script_98266.txt,Calculate Features To Refine Flood Analysis,6
script_98266.txt,Filter Image Collection By Date,4
script_98266.txt,Filter Image Collection By Date And Region,3
script_98266.txt,Image Differencing,6
script_98266.txt,Image Mosaicking,7
script_98266.txt,Otsu Thresholding,6
script_98266.txt,Speckle Filtering,5
script_98266.txt,Speckle Noise Reduction,3
script_98267.txt,Create RGB Composite Image,6
script_98267.txt,Elevation Masking,8
script_98267.txt,Filter Image Collection By Date And Region,4
script_98267.txt,Image Differencing,3
script_98267.txt,Image Mosaicking,5
script_98267.txt,Mask Areas To Refine Flood Detection,6
script_98267.txt,Quantifying Pixels,4
script_98267.txt,Speckle Filtering,5
script_98267.txt,Threshold Application,3
script_98275.txt,Filter Image Collection By Date And Boundaries,5
script_98275.txt,Visualize Disaster Impacts,5
script_98281.txt,Calculates Normalized Difference Water Index (NDWI),3
script_98281.txt,Refined Lee Speckle Filtering,3
script_98281.txt,Vectorization,3
script_98281.txt,Water Indices/Index Calculation,3
script_98287.txt,Add NDVI Band To Images,6
script_98287.txt,Add NDWI Band To Images,3
script_98287.txt,Filter Image Collection By Cloud Coverage,6
script_98287.txt,Generate Time Series Charts For NDVI,5
script_98287.txt,Image Cloud Masking,3
script_98289.txt,Calculates Median Of Image Collection,3
script_98289.txt,Display Specific Spectral Bands And Colors,4
script_98289.txt,Filter Image Collection By Cloud Coverage,3
